,Unnamed: 0,number_of_dialog,start_time,end_time,dialog,source,batch_id
229,229,376,"00:16:55,759","00:16:57,844","- It's easy, m'kay? - It's easy, m'kay?",South.csv,2698338745
230,230,377_378,"00:16:57,928","00:17:02,265","- It's easy, m'kay? - It's easy It's easy It's easy, m'kay?",South.csv,2698338745
231,231,379,"00:17:03,767","00:17:05,935",M'kay. M'kay.,South.csv,2698338745
232,232,380,"00:17:07,271","00:17:08,312",Now you're cured.,South.csv,2698338745
233,233,381,"00:17:08,397","00:17:12,233","You can take the rest of the afternoon off for personal reflection, m'kay?",South.csv,2698338745
234,234,382,"00:17:12,317","00:17:15,945","Find your own constructive way to better yourself, m'kay?",South.csv,2698338745
235,235,383_384,"00:17:18,031","00:17:20,700","Well, Phillip, I hope you've learned something through this whole experience.",South.csv,2698338745
236,236,385,"00:17:20,784","00:17:24,036","I did, Terrance. I learned that you are a boner-biting dick-fart fuck-face.",South.csv,2698338745
237,237,386,"00:17:26,039","00:17:28,416",Want to see the northern lights?,South.csv,2698338745
238,238,387,"00:17:30,460","00:17:33,546",You burned yourself to death by lighting your fart!,South.csv,2698338745
239,239,388,"00:17:33,630","00:17:35,089","I sure did, Phillip.",South.csv,2698338745
240,240,389,"00:17:36,300","00:17:39,886",Uncle fucker! Too tight!,South.csv,2698338746
241,241,390,"00:17:44,683","00:17:46,976","Man, that movie gets better every time I see it.",South.csv,2698338746
242,242,391,"00:17:47,060","00:17:48,686","- Hey! - Yeah, but you know what?",South.csv,2698338746
243,243,392,"00:17:48,770","00:17:50,271",That whole part about lighting farts is bullshit.,South.csv,2698338746
244,244,393,"00:17:50,355","00:17:51,355",You can't do that.,South.csv,2698338746
245,245,394,"00:17:52,524","00:17:53,524",No way!,South.csv,2698338746
246,246,395,"00:17:54,651","00:17:57,653","Okay, Kenny, I'll bet you $100 you can't light a fart on fire!",South.csv,2698338746
247,247,396,"00:18:04,828","00:18:07,163","- Holy shit, dude! - Ahh! Oh, my God!",South.csv,2698338746
248,248,397,"00:18:07,998","00:18:10,166","Oh, shit! Oh, shit!",South.csv,2698338746
249,249,398,"00:18:10,709","00:18:13,252",- Somebody do something! - This stick is on fire!,South.csv,2698338746
250,250,399,"00:18:19,635","00:18:22,470","- Oh, my God, you killed Kenny! - You bastard!",South.csv,2698338746
251,251,400,"00:18:22,554","00:18:25,056","Well, I guess you can light a fart on fire, huh?",South.csv,2698338746
252,252,401,"00:18:27,935","00:18:30,227",Load that IV with 70 cc's of sodium pentothal!,South.csv,2698338746
253,253,402,"00:18:30,312","00:18:32,313","- We just called the parents. - Oh, shit, dude!",South.csv,2698338746
254,254,403_404,"00:18:32,397","00:18:34,982",Now our moms are gonna find out we went to the Terrance and Phillip movie again!,South.csv,2698338746
255,255,405_406,"00:18:35,067","00:18:38,903",Vacuum! Try to untangle his trachea and esophagus.,South.csv,2698338746
256,256,407,"00:18:38,987","00:18:40,321","- Dude! - No, that doesn't go there!",South.csv,2698338746
257,257,408_409,"00:18:43,158","00:18:45,952","Oh! - Gross, Stan! - That's sick.",South.csv,2698338746
258,258,410,"00:18:46,036","00:18:48,287",- Watch his liver. - I'll get it.,South.csv,2698338746
259,259,411,"00:18:48,872","00:18:50,331","We have precious little time left, people.",South.csv,2698338746
260,260,412,"00:18:50,415","00:18:51,415",We're gonna lose him soon.,South.csv,2698338747
261,261,413,"00:18:51,500","00:18:53,960","- Doctor, his heart stopped! - Let's get it out of there.",South.csv,2698338747
262,262,414,"00:18:54,044","00:18:56,295",We need to zap this quick!,South.csv,2698338747
263,263,415,"00:18:57,839","00:19:00,925","- Who's making a potato? - My bad, sir. I missed lunch.",South.csv,2698338747
264,264,416,"00:19:01,009","00:19:03,678",Damn it! I'm not gonna lose this kid!,South.csv,2698338747
265,265,417,"00:19:03,971","00:19:06,055",Close him up. We've done all we can.,South.csv,2698338747
266,266,418,"00:19:06,139","00:19:08,182",The rest is up to God.,South.csv,2698338747
267,267,419,"00:19:09,768","00:19:12,561","Kenny? Kenny, can you hear me?",South.csv,2698338747
268,268,420,"00:19:12,646","00:19:14,188","How are you feeling, son?",South.csv,2698338747
269,269,421,"00:19:15,607","00:19:17,900","Great. Son, I have some bad news.",South.csv,2698338747
270,270,422,"00:19:17,985","00:19:20,695",We accidentally replaced your heart with a baked potato.,South.csv,2698338747
271,271,423,"00:19:20,779","00:19:21,988",You have about three seconds to live.,South.csv,2698338747
272,272,424,"00:19:23,740","00:19:25,491","Ah! Fucking weak, dude!",South.csv,2698338747
273,273,425,"00:19:25,575","00:19:28,369","- Oh, my God, they killed Kenny! - You bastards!",South.csv,2698338747
274,274,426,"00:19:28,453","00:19:32,498",Damn it! It never gets any easier!,South.csv,2698338747
275,275,427,"00:19:36,420","00:19:39,338",I bet him he couldn't do it. I bet him $100.,South.csv,2698338747
276,276,428,"00:19:39,423","00:19:40,840","Come on, Cartman, it's not your fault.",South.csv,2698338747
277,277,429,"00:19:40,924","00:19:42,925","No, I know. I'm just fucking stoked I don't have to pay him.",South.csv,2698338747
278,278,430,"00:19:43,010","00:19:46,429","Oh! That's real nice! He was your friend, you fat fuck!",South.csv,2698338747
279,279,431,"00:19:46,513","00:19:49,682","So, boys, you saw that movie again?",South.csv,2698338747
280,280,432,"00:19:49,766","00:19:52,101","- Yes. - Well, Kyle, I have had it!",South.csv,2698338748
281,281,433,"00:19:52,185","00:19:54,395",You are grounded for the next two weeks!,South.csv,2698338748
282,282,434,"00:19:55,897","00:19:58,441","- Grounded? - And you, Stan. Come on.",South.csv,2698338748
283,283,435,"00:19:58,525","00:20:00,818","And you're grounded for three weeks, Eric.",South.csv,2698338748
284,284,436,"00:20:00,902","00:20:03,070",Why am I grounded more? That's fucking bullshit!,South.csv,2698338748
285,285,437,"00:20:04,281","00:20:06,198","What? What? What? What was that word, young man?",South.csv,2698338748
286,286,438_439,"00:20:20,881","00:20:27,428",Little boy at peace What is this place beyond the stars?,South.csv,2698338748
287,287,440_441,"00:20:27,971","00:20:34,894",Open up your eyes What are these things you're moving toward?,South.csv,2698338748
288,288,442_443_444,"00:20:34,978","00:20:43,319",Head so full of wonder Worries in the past Could it be that you are free at last?,South.csv,2698338748
289,289,445_446,"00:20:45,197","00:20:55,748",No! Little boy You're going to hell!,South.csv,2698338748
290,290,447_448_449,"00:20:55,832","00:21:02,213","You said bad words Threw rocks at the birds And now this is your hotel You ain't going back This ain't Disneyland, it's hell!",South.csv,2698338748
291,291,450_451_452_453,"00:21:03,256","00:21:11,847","Little boy, it's time for you to pay For hurting that bird and not going to church And staring at boobs every day Thought you were in bed Instead, you're in hell!",South.csv,2698338748
292,292,454,"00:21:13,183","00:21:16,268","Hell isn't good, hell isn't good Hell!",South.csv,2698338748
293,293,455,"00:21:17,521","00:21:19,688","Hell isn't good, hell isn't good Hell!",South.csv,2698338748
294,294,456,"00:21:21,691","00:21:23,359","Hey, fuck-face, have you seen Gracie?",South.csv,2698338748
295,295,457,"00:21:23,443","00:21:26,862",There is orderliness in the universe.,South.csv,2698338748
296,296,458,"00:21:27,489","00:21:29,532","Hell isn't good, hell isn't good No!",South.csv,2698338748
297,297,459,"00:21:40,418","00:21:43,504","Parents, our children are out of control!",South.csv,2698338748
298,298,460,"00:21:43,588","00:21:47,299",This is what happens when toilet humor is allowed to run rampant!,South.csv,2698338748
299,299,461_462,"00:21:47,384","00:21:52,471",That's right. Kenny set himself on fire because he saw Terrance and Phillip do it in that dirty movie!,South.csv,2698338748
300,300,463,"00:21:52,556","00:21:55,891",We must stop dirty language from getting to our children's ears!,South.csv,2698338749
301,301,464,"00:21:55,976","00:21:57,977",We must go fight the source of it!,South.csv,2698338749
302,302,465,"00:21:58,061","00:21:59,728",But what is the source?,South.csv,2698338749
303,303,466,"00:21:59,813","00:22:01,480",Oh! That's easy.,South.csv,2698338749
304,304,467_468_469,"00:22:01,773","00:22:09,405",Times have changed Our kids are getting worse They won't obey their parents They just want to fart and curse Should we blame the government?,South.csv,2698338749
305,305,470,"00:22:09,489","00:22:10,990",Or blame society?,South.csv,2698338749
306,306,471,"00:22:11,074","00:22:13,450",Or should we blame the images on TV?,South.csv,2698338749
307,307,472,"00:22:13,535","00:22:15,494",No! Blame Canada!,South.csv,2698338749
308,308,473,"00:22:15,579","00:22:16,996",Blame Canada!,South.csv,2698338749
309,309,474_475,"00:22:17,080","00:22:23,210",With all their beady little eyes and flapping heads so full of lies Blame Canada! Blame Canada!,South.csv,2698338749
310,310,476_477,"00:22:23,295","00:22:26,589",We need to form a full assault It's Canada's fault!,South.csv,2698338749
311,311,478_479_480_481_482,"00:22:26,756","00:22:41,979","Don't blame me for my son Stan He saw the darn cartoon and now he's off to join the Klan And my boy Eric once had my picture on his shelf But now when I see him he tells me to fuck myself Well, Blame Canada! Blame Canada!",South.csv,2698338749
312,312,483_484,"00:22:42,063","00:22:48,360",It seems that everything's gone wrong since Canada came along Blame Canada! Blame Canada!,South.csv,2698338749
313,313,485_486_487_488,"00:22:48,445","00:23:00,873","They're not even a real country anyway My son could've been a doctor or a lawyer rich and true Instead, he burned up like a piggy on a barbecue Should we blame the matches? Should we blame the fire?",South.csv,2698338749
314,314,489,"00:23:00,957","00:23:03,167",Or the doctors who allowed him to expire?,South.csv,2698338749
315,315,490,"00:23:03,251","00:23:04,210","Heck, no!",South.csv,2698338749
316,316,491,"00:23:04,294","00:23:07,046",Blame Canada! Blame Canada!,South.csv,2698338749
317,317,492_493_494,"00:23:07,130","00:23:13,510","With all their hockey hullabaloo And that bitch Anne Murray, too Blame Canada! Shame on Canada!",South.csv,2698338749
318,318,495_496_497_498_499,"00:23:13,595","00:23:23,062",For The smut we must stop The trash we must bash The laughter and fun must all be undone We must blame them and cause a fuss Before somebody thinks of blaming us!,South.csv,2698338749
319,319,500,"00:23:29,069","00:23:30,986","All right, you turds, listen up!",South.csv,2698338749
320,320,501,"00:23:31,071","00:23:34,865",Your moms are away at a meeting and they put me in charge of you!,South.csv,2698338750
321,321,502,"00:23:34,950","00:23:38,244","But you're still grounded, so you're not allowed to have any fun!",South.csv,2698338750
322,322,503,"00:23:38,328","00:23:41,497","- Any questions? - Shelly, where's the clitoris?",South.csv,2698338750
323,323,504_505,"00:23:43,500","00:23:49,505",Now you all just sit there and keep your mouths shut while I go listen to my Britney Spears records.,South.csv,2698338750
324,324,506,"00:23:51,633","00:23:52,675","Okay, it's clear.",South.csv,2698338750
325,325,507,"00:23:54,719","00:23:57,263",Our next guests have the number one movie in the world right now.,South.csv,2698338750
326,326,508,"00:23:57,347","00:23:59,265",Please welcome Terrance and Phillip!,South.csv,2698338750
327,327,509_510,"00:24:00,433","00:24:05,437","Hooray! - Hello, Conan. - Hello, Brooke Shields.",South.csv,2698338750
328,328,511_512,"00:24:05,522","00:24:09,733","Now, guys, some people claim that your Canadian humor is nothing but immature fart jokes.",South.csv,2698338750
329,329,513,"00:24:09,818","00:24:13,612","That's not true. Take this classic Canadian joke, for instance.",South.csv,2698338750
330,330,514,"00:24:13,697","00:24:15,114","Excuse me, Terrance.",South.csv,2698338750
331,331,515,"00:24:15,198","00:24:16,198","Yes, Phillip?",South.csv,2698338750
332,332,516,"00:24:18,451","00:24:19,451",Gosh darn it!,South.csv,2698338750
333,333,517,"00:24:20,870","00:24:22,913","- Good one, Phillip. Cheers. - Cheers, fuck-face.",South.csv,2698338750
334,334,518,"00:24:22,998","00:24:24,790","Guys, you can't say that on TV.",South.csv,2698338750
335,335,519,"00:24:24,874","00:24:26,250",Now Terrance smells like my ass!,South.csv,2698338750
336,336,520,"00:24:27,419","00:24:30,254",I farted once on the set of Blue Lagoon.,South.csv,2698338750
337,337,521,"00:24:34,467","00:24:37,052","So, guys, does it make you nervous to be in America?",South.csv,2698338750
338,338,522_523,"00:24:37,137","00:24:40,556",There are a lot of organizations here that want you arrested for destroying children.,South.csv,2698338750
339,339,524,"00:24:40,640","00:24:43,058",- Oh! They'd have to find us first. - You're right.,South.csv,2698338750
340,340,525_526_527,"00:24:43,143","00:24:50,024","Now! Terrance and Phillip, Mothers Against Canada is placing you under citizen's arrest!",South.csv,2698338751
341,341,528,"00:24:50,108","00:24:51,650","- Mom? - Dude, what the hell is going on?",South.csv,2698338751
342,342,529,"00:24:51,735","00:24:53,986",We have a court order for your arrest!,South.csv,2698338751
343,343,530,"00:24:54,070","00:24:55,654","Phillip, we've been ambushed!",South.csv,2698338751
344,344,531,"00:24:55,739","00:24:57,323","Here you go, Conan.",South.csv,2698338751
345,345,532,"00:24:57,407","00:24:59,616",This little scrotum sucker deceived us!,South.csv,2698338751
346,346,533,"00:24:59,701","00:25:01,994","- You are a bad man! - Don't listen to them, Conan!",South.csv,2698338751
347,347,534,"00:25:02,078","00:25:04,663","You loved our movie, Conan! We watched it together!",South.csv,2698338751
348,348,535,"00:25:04,748","00:25:07,791",- Remember? You laughed! - What have I done?,South.csv,2698338751
349,349,536,"00:25:16,593","00:25:20,596",Holy crap! Did you see that? They arrested Terrance and Phillip!,South.csv,2698338751
350,350,537_538_539,"00:25:24,934","00:25:29,355","As the Canadian Ambassador, I hereby condemn the actions taken by America in apprehending Terrance and Phillip.",South.csv,2698338751
351,351,540_541,"00:25:30,565","00:25:34,109","As you can see from this graph, the entire economy of Canada relies on Terrance and Phillip!",South.csv,2698338751
352,352,542,"00:25:34,194","00:25:36,945","Without them, we are doomed to recession.",South.csv,2698338751
353,353,543,"00:25:37,197","00:25:40,199","What say you, Mr. American Ambassador?",South.csv,2698338751
354,354,544,"00:25:42,452","00:25:44,703","- Fuck Canada! - Hey, fuck you, buddy!",South.csv,2698338751
355,355,545,"00:25:44,788","00:25:46,663",Terrance and Phillip will not be released!,South.csv,2698338751
356,356,546,"00:25:46,748","00:25:49,750",They're going to be put on trial for corrupting America's youth.,South.csv,2698338751
357,357,547,"00:25:49,834","00:25:51,377",We don't know what all the fuss is about.,South.csv,2698338751
358,358,548,"00:25:51,461","00:25:53,253",The fuss is aboot taking our citizens!,South.csv,2698338751
359,359,549,"00:25:53,338","00:25:55,881",It's aboot not censoring our art! It's aboot... It's aboot...,South.csv,2698338751
360,360,550,"00:25:57,300","00:25:58,801",What's so goddamn funny?,South.csv,2698338752
361,361,551,"00:25:58,885","00:26:00,260","Nothing, nothing.",South.csv,2698338752
362,362,552,"00:26:00,345","00:26:03,514",Could you tell us again what your argument is all about?,South.csv,2698338752
363,363,553,"00:26:03,598","00:26:06,058","This is not aboot diplomacy, this is aboot dignity!",South.csv,2698338752
364,364,554,"00:26:07,185","00:26:09,853",This is aboot respect! This is aboot realizing that humor...,South.csv,2698338752
365,365,555_556,"00:26:10,397","00:26:14,983",You guys are dicks! Release Terrance and Phillip or we'll give you something to cry aboot!,South.csv,2698338752
366,366,557,"00:26:27,414","00:26:30,040",Pilot to bombardier. Pilot to bombardier. We're nearing the target.,South.csv,2698338752
367,367,558,"00:26:30,125","00:26:31,458","The bomb's ready, buddy.",South.csv,2698338752
368,368,559,"00:26:32,669","00:26:34,920","Baldwin residence. No, this is Billy Baldwin.",South.csv,2698338752
369,369,560,"00:26:35,004","00:26:38,757","If you want Daniel Baldwin, call his extension, stupid!",South.csv,2698338752
370,370,561,"00:26:38,842","00:26:41,510","Hey, Alec, do you know what sucks about being a Baldwin?",South.csv,2698338752
371,371,562,"00:26:41,594","00:26:43,929","- No, what? - Nothing! Yeah!",South.csv,2698338752
372,372,563,"00:26:51,187","00:26:52,771",You missed me!,South.csv,2698338752
373,373,564_565,"00:26:56,443","00:27:00,946","All right, children, your mothers are all making me throw away my lesson plan and teach theirs.",South.csv,2698338752
374,374,566,"00:27:01,030","00:27:03,365","Mr. Garrison, how come our moms arrested Terrance and Phillip?",South.csv,2698338752
375,375,567,"00:27:03,450","00:27:04,783",- Yeah! - That's gay.,South.csv,2698338752
376,376,568,"00:27:05,118","00:27:06,869","Well, your moms are just upset.",South.csv,2698338752
377,377,569,"00:27:06,953","00:27:08,579",They're probably all on their periods or something.,South.csv,2698338752
378,378,570,"00:27:09,747","00:27:12,958","Mr. Garrison, Wendy and I think that was a sexist statement.",South.csv,2698338752
379,379,571_572,"00:27:13,042","00:27:17,880","Well, I'm sorry, Wendy, but I just don't trust anything that bleeds for five days and doesn't die.",South.csv,2698338752
380,380,573,"00:27:17,964","00:27:21,133","Anyway, children, let's start off with some vocabulary.",South.csv,2698338753
381,381,574,"00:27:21,217","00:27:23,302","- Attention, students! - Oh! What now?",South.csv,2698338753
382,382,575_576,"00:27:23,386","00:27:27,764","Come to the gymnasium immediately for a special announcement, m'kay?",South.csv,2698338753
383,383,577,"00:27:30,602","00:27:33,187","- What's going on, Chef? - Something big, children.",South.csv,2698338753
384,384,578,"00:27:33,271","00:27:35,397","Chef, I can't find the clitoris. You have to help me.",South.csv,2698338753
385,385,579,"00:27:35,482","00:27:36,857","Stan, the clitoris...",South.csv,2698338753
386,386,580,"00:27:36,941","00:27:40,944","Please take your seats, everyone. They're about to announce it, m'kay?",South.csv,2698338753
387,387,581,"00:27:41,029","00:27:42,529",This is a state of emergency.,South.csv,2698338753
388,388,582_583,"00:27:42,614","00:27:46,783",We go now to the White House for an announcement from the President of the United States.,South.csv,2698338753
389,389,584_585_586,"00:27:46,868","00:27:56,627","My fellow Americans, at 5:00 a.m. today, a day which will live in infamy, the Canadians have bombed the Baldwins.",South.csv,2698338753
390,390,587,"00:27:56,711","00:28:01,131","In response to this, the U.S. has declared war on Canada.",South.csv,2698338753
391,391,588,"00:28:03,676","00:28:05,385","- Oh, no! - War?",South.csv,2698338753
392,392,589,"00:28:05,470","00:28:08,514","- No, Gregory! No! - This is bad, Wendy. Hold on to me.",South.csv,2698338753
393,393,590,"00:28:08,598","00:28:10,265",All the Baldwins are dead?,South.csv,2698338753
394,394,591,"00:28:10,350","00:28:13,435",Now it is the time for us to send a message to Canadians.,South.csv,2698338753
395,395,592_593,"00:28:13,520","00:28:18,732","In two days time, the war criminals Terrance and Phillip will be executed.",South.csv,2698338753
396,396,594,"00:28:19,567","00:28:20,859",They're gonna kill them?,South.csv,2698338753
397,397,595_596,"00:28:20,944","00:28:26,865","And now I'd like to bring up my newly appointed Secretary of Offense, Ms. Sheila Broflovski.",South.csv,2698338753
398,398,597,"00:28:26,950","00:28:28,200","Holy shit, dude!",South.csv,2698338753
399,399,598_599,"00:28:28,284","00:28:33,872","My fellow Americans, our neighbor to the north has abused us for the last time!",South.csv,2698338753
400,400,600_601,"00:28:33,957","00:28:38,710",- I have a plan... - The Canadians want to fight us because we won't tolerate their potty mouths!,South.csv,2698338754
401,401,602,"00:28:38,795","00:28:43,882","Well, if it is war they want, then war they shall have!",South.csv,2698338754
402,402,603,"00:28:46,302","00:28:50,180","- Dude, this is fucking weak. - How could things be any worse?",South.csv,2698338754
403,403,604,"00:29:01,734","00:29:04,820","Fallen one, I am Satan.",South.csv,2698338754
404,404,605,"00:29:04,904","00:29:07,406",I am your god now.,South.csv,2698338754
405,405,606,"00:29:10,034","00:29:11,994",There is no escape.,South.csv,2698338754
406,406,607,"00:29:15,081","00:29:18,000","Now, feel the delightful pain.",South.csv,2698338754
407,407,608,"00:29:18,793","00:29:21,837","Hey, Satan, did you hear the news?",South.csv,2698338754
408,408,609,"00:29:21,921","00:29:24,506",A war just broke out up on Earth.,South.csv,2698338754
409,409,610,"00:29:24,591","00:29:27,801","Meet Saddam Hussein, my new partner in evil.",South.csv,2698338754
410,410,611,"00:29:28,970","00:29:30,679","Move over, Satan, you're hogging all the fun.",South.csv,2698338754
411,411,612,"00:29:30,763","00:29:33,974","Yeah! Yeah! Man, this is getting me so hot!",South.csv,2698338754
412,412,613,"00:29:35,184","00:29:36,977","Saddam, would you let me do my job, please?",South.csv,2698338754
413,413,614,"00:29:37,061","00:29:39,605","Come on, rub my nipples while I torture this little piggy!",South.csv,2698338754
414,414,615,"00:29:39,689","00:29:42,941","Saddam, could I talk to you over here for a second?",South.csv,2698338754
415,415,616,"00:29:44,235","00:29:47,696",I don't see why you have to belittle me in front of people like that.,South.csv,2698338754
416,416,617,"00:29:47,780","00:29:49,531","Aye! Relax, guy!",South.csv,2698338754
417,417,618,"00:29:49,616","00:29:52,534","Well, sometimes I think you don't have any respect for me.",South.csv,2698338754
418,418,619,"00:29:52,619","00:29:54,661","Hey, come here, guy.",South.csv,2698338754
419,419,620,"00:29:55,580","00:29:58,206",- Who's my cream puff? - I am.,South.csv,2698338754
420,420,621,"00:29:58,291","00:29:59,416","That's right, buddy.",South.csv,2698338755
421,421,622_623,"00:30:03,630","00:30:06,965","- Dude, I don't want to be at war. - You don't think they're really gonna kill Terrance and Phillip, do you?",South.csv,2698338755
422,422,624_625,"00:30:07,050","00:30:10,218","Kyle, you need to stop being such a chicken shit and stand up to your mother.",South.csv,2698338755
423,423,626_627_628,"00:30:10,303","00:30:15,223","You need to smack her in the face and say, ""That's enough of your shit, you fucking bitch!"" Don't call my mom a bitch, Cartman!",South.csv,2698338755
424,424,629,"00:30:15,308","00:30:17,100",You guys stop it! This isn't helping!,South.csv,2698338755
425,425,630,"00:30:17,185","00:30:18,310",We've gotta think here!,South.csv,2698338755
426,426,631,"00:30:18,394","00:30:20,646","Now, let's see, what would Brian Boitano do?",South.csv,2698338755
427,427,632,"00:30:20,730","00:30:23,231","Yeah, what would Brian Boitano do?",South.csv,2698338755
428,428,633,"00:30:26,069","00:30:27,402","Hey, what's going on over there?",South.csv,2698338755
429,429,634,"00:30:27,487","00:30:30,155",The American government thinks it has the right to police the world.,South.csv,2698338755
430,430,635_636,"00:30:30,239","00:30:35,994","Your government is going to kill two Canadian citizens, an action condemned by the U. N. Home of the free, indeed.",South.csv,2698338755
431,431,637,"00:30:37,664","00:30:39,331",- Let's play tetherball. - Yeah.,South.csv,2698338755
432,432,638,"00:30:39,415","00:30:42,042",This is about freedom of speech! About censorship!,South.csv,2698338755
433,433,639,"00:30:42,126","00:30:43,377",Can't you guys be more political like Gregory?,South.csv,2698338755
434,434,640_641_642_643_644,"00:30:43,461","00:31:00,060","There's the girI that I like Now it appears that she likes another guy It must be because he's political and stuff I bet I could be political, too What do you think, Stan?",South.csv,2698338755
435,435,645,"00:31:02,855","00:31:05,524","- Damn it! - You guys, this is all Kyle's mom's fault!",South.csv,2698338755
436,436,646,"00:31:05,608","00:31:06,566","Shut up, Cartman!",South.csv,2698338755
437,437,647_648,"00:31:06,651","00:31:10,862","Kyle's mom is the one that started that damn club, and all because she's a big, fat, stupid...",South.csv,2698338755
438,438,649,"00:31:10,947","00:31:12,781","Don't say it, Cartman!",South.csv,2698338755
439,439,650_651,"00:31:12,865","00:31:15,784","Well... Don't do it, Cartman!",South.csv,2698338755
440,440,652_653,"00:31:16,119","00:31:19,663",Well... - I'm warning you! - Okay. Okay.,South.csv,2698338756
441,441,654,"00:31:20,248","00:31:21,957",I'm getting pretty sick of him calling my mom...,South.csv,2698338756
442,442,655_656_657_658_659,"00:31:22,041","00:31:31,425","well, Kyle's mom's a bitch She's a big fat witch She's the biggest bitch in the whole wide world She's a stupid bitch if there ever was a bitch She's a bitch to all the boys and girls Shut your fucking mouth, Cartman!",South.csv,2698338756
443,443,660_661_662_663,"00:31:31,509","00:31:38,890","On Monday she's a bitch On Tuesday she's a bitch And Wednesday through Saturday she's a bitch Then on Sunday, just to be different She's a super King Kamehameha bitch!",South.csv,2698338756
444,444,664,"00:31:38,975","00:31:40,559","Come on, you all know the words!",South.csv,2698338756
445,445,665,"00:31:40,643","00:31:41,935",Have you ever met my friend Kyle's mom?,South.csv,2698338756
446,446,666_667_668_669_670_671_672_673,"00:31:42,019","00:32:09,421","She's the biggest bitch in the whole wide world She's a mean old bitch and she has stupid hair She's a bitch, bitch, bitch, bitch Bitch, bitch, bitch, bitch She's a stupid bitch Kyle's mom's a bitch and she's just a dirty bitch Talk to kids around the world It might go a little bit something like this Have you ever met my friend Kyle's mom?",South.csv,2698338756
447,447,674_675_676_677_678,"00:32:09,505","00:32:17,763","She's the biggest bitch in the whole wide world She's a mean old bitch and she has stupid hair She's a bitch, bitch, bitch, bitch Bitch, bitch, bitch, bitch, bitch She's a stupid bitch Cartman...",South.csv,2698338756
448,448,679_680_681_682_683_684,"00:32:17,847","00:32:32,486","Kyle's mom's a bitch and she's just a dirty bitch I really mean it Kyle's mom She's a big fat fucking bitch Big, old, fat fucking bitch, Kyle's mom Yeah!",South.csv,2698338756
449,449,685_686_687_688,"00:32:37,533","00:32:44,790","What? Oh! Fuck. Okay, everyone settle down.",South.csv,2698338756
450,450,689_690,"00:32:44,874","00:32:51,087","As we continue to send troops into Canada, M.A.C. is also fighting the war against potty mouths here at home!",South.csv,2698338756
451,451,691,"00:32:51,172","00:32:54,674",Here to present the V-Chip is Dr. Vosknocker.,South.csv,2698338756
452,452,692,"00:32:58,137","00:33:00,472",The machinery of the V-Chip is very simple.,South.csv,2698338756
453,453,693_694_695,"00:33:00,556","00:33:06,269",It is placed under the child's skin where it emits a small shock of electricity whenever an obscenity is uttered.,South.csv,2698338756
454,454,696,"00:33:06,354","00:33:07,646","Now, wait a minute.",South.csv,2698338756
455,455,697,"00:33:07,730","00:33:10,148",This chip somehow knows if the child is swearing?,South.csv,2698338756
456,456,698,"00:33:10,233","00:33:11,483",It's just like a lie detector.,South.csv,2698338756
457,457,699_700,"00:33:11,567","00:33:14,569","You see, certain things happen to you when you swear, just like when you lie.",South.csv,2698338756
458,458,701,"00:33:14,654","00:33:18,156",The chip picks up on this and gives the subject a little prick.,South.csv,2698338756
459,459,702,"00:33:18,241","00:33:21,076","Patient B5, would you step out here, please?",South.csv,2698338756
460,460,703,"00:33:21,160","00:33:24,579",Patient B5 here has been fitted with the new V-Chip.,South.csv,2698338757
461,461,704,"00:33:24,664","00:33:26,540",- Ow! My head hurts. - Don't worry about that.,South.csv,2698338757
462,462,705_706,"00:33:26,624","00:33:32,921","Now I want you to say ""doggy."" - Doggy. - Notice that nothing happens.",South.csv,2698338757
463,463,707,"00:33:33,005","00:33:36,383","- Now say ""Montana."" - Montana.",South.csv,2698338757
464,464,708_709,"00:33:36,467","00:33:40,345","Good! Now, ""pillow."" - Pillow. - All right.",South.csv,2698338757
465,465,710_711,"00:33:40,429","00:33:46,309","Now I want you to say ""horse fucker."" Go ahead, Eric. It's all right.",South.csv,2698338757
466,466,712_713,"00:33:46,394","00:33:51,857","Horse... That hurt, goddamn... Fuck!",South.csv,2698338757
467,467,714_715,"00:33:51,941","00:33:56,486","Now I'd like you to say ""big floppy donkey dick."" - No! - Success!",South.csv,2698338757
468,468,716,"00:33:56,571","00:33:58,613",The child doesn't want to swear!,South.csv,2698338757
469,469,717,"00:33:58,698","00:33:59,823","This isn't fair, you sons of bitches!",South.csv,2698338757
470,470,718,"00:34:00,992","00:34:05,203",We will start putting V-Chips in all our children next week!,South.csv,2698338757
471,471,719,"00:34:07,999","00:34:11,293",Snacky Smores presents The March of War.,South.csv,2698338757
472,472,720,"00:34:11,711","00:34:13,044",Let's hear it for our boys in blue.,South.csv,2698338757
473,473,721_722,"00:34:13,129","00:34:16,756",President Clinton has called them to action to fight the eviI Canadian scourge.,South.csv,2698338757
474,474,723_724_725,"00:34:16,841","00:34:23,847",A full-scale attack has been launched on Toronto after the Canadians' last bombing which took a horrible toll on the Arquette family.,South.csv,2698338757
475,475,726_727_728,"00:34:23,931","00:34:29,811","For security measures, our great American government is rounding up all citizens that have any Canadian blood and putting them into camps.",South.csv,2698338757
476,476,729_730,"00:34:29,896","00:34:33,607",All Canadian-American citizens are to report to one of these death camps right away.,South.csv,2698338757
477,477,731,"00:34:33,691","00:34:34,733",Did I say death camps?,South.csv,2698338757
478,478,732_733,"00:34:34,817","00:34:40,447","I meant happy camps, where you will eat the finest meals, have access to fabulous doctors and be able to exercise regularly.",South.csv,2698338757
