,dialog
743, Ron? You mind coming with me?
744," Yeah, where to?"
745, You undercover or something?
746, You ask too many questions.
747," WALTER: All right. Be friendly, now."
748,This is family. All right?
749,Let's go.
750,Congrats. You passed the mustard.
751,How about we go and get that membership process started?
752, That's it?
753, That's it.
754,"Uh, have a seat."
755,"Go ahead and, uh, fill these out. Send them to the national headquarters."
756,"Now, once they send you your membership card, you'll be able to participate in all our programs."
757, Alcoa can't wait.
758, CHUCKLING I love those commercials.
759,"Imperial tax to become a member: ten dollars for the year, $15 chapter fee."
760,Robes and hoods are not included. That's extra.
761, Fucking inflation.
762, I can't thank you brothers enough.
763,This means a lot to me.
764, Pleasure's all ours.
765," You're not a Jew, right? Jews killed Christ."
766, Are you trying to offend me?
767, Protocol.
768, Course I'm no stinkin' kike.
769," All right, look, we gotta ask it, is all, but..."
770," he's not a Jew, all right? Satisfied?"
771, Sm... smells kosher to me.
772, Stop fucking around.
773, I fuck straight.
774, Who you fucking?
775, Double D!
776,"All right, both of you, give the man some space."
777,Jesus Christ. Let him breathe a little.
778,"Ron, let me buy you a beer."
779, Okay.
780, Come on.
781,"Sorry about these guys. They're a little, uh, too friendly sometimes."
782,They just get excited.
783,RON AND WALTER CHUCKLING IVANHOE: CHUCKLING Yeah.
784, WALTER: What kind of beer you like?
785," FLIP: Coors, if you got it."
786,That was interesting.
787,Not exactly the Beverly Hillbillies.
788, They liked you.
789, Except for that Felix guy.
790, Do not ride his bumper like that.
791, Two car lengths.
792, You think he got a good look at my face?
793, Probably.
794,You get the papers?
795, LAUGHING They want you to join.
796," Uh, technically, they want you to join."
797,Yeah.
798,"Yeah, they want a black man to join the Ku Klux Klan. I'd say that's mission impossible."
799, Double success.
800, FLIP WHISTLES  We're in!
801," Slow down, brother. Slow down."
802,And exactly how much should we be worried about them?
803,Enough that we'd like to dig deeper.
804,"One of the men discussed plans for a possible attack, so..."
805,I wouldn't give him that much credit.
806, These guys like to boast.
807, What kind of attack?
808,"Uh, Ivan..."
809,"Ivanhoe said ""boom,"" mentioned something about fireworks."
810,"But personally, I didn't buy it. I..."
811,I doubt they're even capable.
812,"Either way, at this point, we're looking for full support from the department on this, Sarge."
813,Let's move on with the investigation. Let's try to find out if they are capable of anything.
814,Okay.
815," RON: Thank you, Sarge."
816, You got it.
817,"""BRANDY "" by Looking Glass plays When we dropped Brother Kwame off at the airport, he told me that the Black Power movement needed strong sisters like me to lead the fight against capitalist oppression and the politicians and pigs who perpetuate it."
818,His words almost made that whole pig nightmare worthwhile.
819, What's wrong?
820, What do you mean?
821,What's wrong?
822, I don't really use that word.
823, What word?
824," ""Pigs.""  Well, what else would you call them?"
825,Cops.
826,Police.
827, Officers.
828, A bunch of racist cops on a power trip.
829,"So, you think all cops are racist?"
830,It only takes one to pull a trigger on an innocent sister or brother.
831,Hmm.
832, Why were you at Brother Kwame's speech?
833, He's got some good ideas.
834,"I don't agree with all of them, but he's a smart brother, definitely worth hearing."
835,Are you down for the liberation of black people?
836, Do we always have to talk politics?
837, What's more important?
838,Do you ever take time off?
839, No. It's a lifetime job.
840," RON CHUCKLES Sister Angela Davis, most righteous sister, can we please spend some quality time together?"
841, And what did you say your JOB is?
842," Sister Kathleen Cleaver, I didn't."
843,Are you a pig?
844,Excuse me?
845,Are you a pig?
846, You mean a cop?
847, Are you a cop?
848,No.
849,"I'm in construction. But more importantly, I'm a black man who wants to get to know a strong, intelligent, beautiful sister."
850,The very one I'm looking at right now.
851,You dig?
852,Sure enough.
853,That's what I'm talking about.
854,Power to the people.
855,All power to all the people.
856," That's right, sister."
857," Right on, right on."
858,PHONE RINGING  This is Walter.
859, Ron here.
860,This is Ron?
861,"Sorry, your voice sounds different over the phone."
862,Uh... CLEARS THROAT  My allergies... allergies acting up again.
863, I get those all the time.
864,"Listen, wanted to tell you that it was a real pleasure to have you swing by."
865,I think the brothers really took a liking to you.
866,I'm honored.
867,"If you're free Saturday, why don't you swing by Felix's."
868,"You can meet the rest of the brotherhood, hmm?"
869, Sounds good to me.
870," Well, I will see you then."
871,EXHALING RHYTHMICALLY I've got a friend.
872,"He, uh... keeps up with these groups."
873,"He says they're moving away from the old violent, racist style, so..."
874,that's what Duke is peddling now.
875,"It's, uh... becoming mainstream."
876, Duke?
877, David Duke.
878,Current Grand Wizard of the Klan.
879,"But he's always in a threepiece suit, never seen in a hood or robe in public, and he now goes by ""national director""."
880,So he's clearly got his sights on higher office.
881, Politics? How so?
882, Yeah.
883,Think it's another way to sell hate.
884, Keep going.
885, Think about it.
886,"Affirmative action, immigration,  crime, tax reform."
887, Hmm.
888,He says no one wants to be called a bigot anymore.
889,I guess Archie Bunker made that too uncool.
890,"So the idea is, under all these issues, everyday Americans can accept it, support it, until eventually, one day, he gets somebody in the White House that embodies it."
891,LAUGHING Sarge...
892,Come on.
893,America would never elect somebody like David Duke president of the United States of America.
894,"Coming from a black man, that's pretty naive."
895,Why don't you wake up?
896,"BIRDS CAWING TRUCK DOOR CLOSES CAMERA CLICKING DOORBELL RINGS Ron, hi."
897,"I'm Connie, Felix's wife."
898,It's so nice to meet you.
899,Oh!
900, Want to come right in?
901, Sure.
902," Do you mind if I, uh... smoke in there?"
903," Oh, not at all."
904,"I'm telling you, a war's acomin'."
905, That'll be the end of the purified white race  They're right inside.
906, Just make yourself right at home.
907, as we know it.
908,FELIX: It's time we go on the offensive.
909, We gotta make sure that everybody...
910," MAN: Hey, man."
911," Hello. Hey, fellas."
912, Welcome. Welcome.
913,"This is Ron, everybody."
914, Mr. Stallworth.
915, All right.
916," That's, uh, Mike."
917," Hey, Mike. How are you? Ron."
918, Scott in the back.
919, Ron. How are you.
920, Jesup.
921, Hey. How are you?
922," Ron, why don't you have a seat."
923," CONNIE: Sorry to interrupt, but I brought some cheese dip and crackers. Would you like some?"
924," Thanks, honey."
925, FLIP: Thank you.
926, Walter?
927, Make 'em remember who we are and what we stand for.
928,We are the Organization.
929, We have to...
930," Oh, oh, oh! I read something in ""The Gazette that this nigger named Carmichael held a rally and that some college nigger girl from the Baboon Student Union was attacking our police."
931,"I mean, this girl is dangerous. She's like that Commie, Angela Davis."
932,And I just... I think we should shut her mouth.
933,Here.
934, I cut the article.
935, That'll be all.
936,"Love you, sweetie."
937,"CLEARS THROAT Someday, you're going to need me to do something for you. Just wait and see."
938,And I will be right in here.
939," Why don't we, uh..."
940," DISHES CLATTER ...get back to our bread and butter. Let's talk about the next cross burning, which, Ron, you'll be lucky enough to attend if your membership comes in time."
941,It'll be a tremendous honor.
942, The highest hills get the most eyes.
943, Yeah.
944,Prove you can read.
945,"IVANHOE: ""Friday night last week, the Colorado College Black Student Union...""  Hey, Ron."
946, IVANHOE CLEARS THROAT  I gotta show you something.
947," ""...hosted a controversial talk featuring Stokely Carmichael at Bell's Nightingale nightclub."" CONTINUING IN OTHER ROOM ""Black Student Union."" ""Black Student..."" that go together to you?"
948,That sounds fucking weird to me.
949,IVANHOE LAUGHING  Lookie here.
950, Wow. This is really something.
951,Here's my favorite.
952, I call this the Jew Killer.
953, FLIP: I call it a Remington Model 1900.
954,"FELIX: Indeed, it is."
955,Okay.
956,CLEARS THROAT We about done here?
957," We got a few more items on the, uh..."
958, Not just yet.
959, Gotta make sure there's no Jew in him.
960," All right, now you're just being offensive."
961,Okay? We're talking about someone who's gonna be our brother in a few months.
962,You see a Star of David around his neck? Is there a yarmulke on Ron's head? Hmm?
963,Just protocol.
964,"My house, my rules."
965, This way.
966, Where we going now?
967,FELIX: I gotta show you something.
968, Tough titty.
969," It's not necessary, Felix."
970,This is how we lose recruits.
971,FELIX: You are going to take this lie detector test.
972, Take a seat.
973, What is this? Is this your Jew den?
974,"Is this where you make your candles,  you know, and your lampshades?"
975," BANGING AT DOOR  Nah, you're gonna take this lie detector test."
976, WALTER: Open the damn door.
977, This is some lame bullshit.
978," FELIX: Lame or not, you're taking this Jew lie detector test."
979, Sit down.
980," Okay, Felix."
981,"Out of respect for this Organization, I'll play along with your little ""Get Smart"" bullshit, but I'm no fucking Jew."
982,Sit down.
983,Ask anybody.
984,They'll say I'm a real friendly guy.
985,"Thing is, I'm only friendly to my friends."
986,Not Jew friendly.
987,Damn sure not nigger friendly.
988," Me, neither."
989, Know what I think?
990, You think?
991," Oh, yeah, I think."
992, What do you think about?
993, This Holocaust stuff...
994,never happened.
995,That's the biggest Jewish conspiracy ever.
996,Eight million Jews killed?
997,Concentration camps?
998,Never happened.
999, Where's the proof?
1000, Are you high?
1001,I don't get high. I drink.
1002,'Cause I'd say the Holocaust is one of the most beautiful things I've ever seen.
1003,It just makes sense to me.
1004,You have a whole race of leeches that you have to get rid of.
1005,"So, what do you do? You starve 'em, you burn 'em, you get rid of 'em."
1006,It's like weeding out roots for the better people.
1007, Haven't you seen the footage?
1008, That's fake.
1009, Jews run Hollywood.
1010, Fucking hell.
1011,Let me see your dick.
1012,FLIP: You gonna shoot me?
1013, Put that gun away.
1014, Sh...
1015,I hear you Jews do something funny with your dicks. Some weird Jew shit.
1016, Is your dick circumstanced?
1017," Oh, is that what this is about?"
1018,"You're trying to see my big Jew dick, you fucking faggot."
1019,"Who you calling a fucking faggot, Jew faggot?"
1020,"CLUCKS TONGUE DOGS BARKING NEARBY Now, put that fucking strap on your arm."
1021,Put it on your arm!
1022,"GASPING, SCREAMING  CONNIE: Felix!"
1023," Connie, what's wrong?"
1024,Felix! Felix!
1025," Connie! Connie, what's wrong?"
1026, Felix! Felix!
1027, Connie!
1028, There's a black lawn jockey on our green lawn!
1029, PANTING  CONNIE: Felix!
1030,"FELIX: I'm coming to you, honey!"
1031," Shit, shit."
1032, CONNIE: Felix!
1033," YELLING  ENGINE STARTS, TIRES SQUEAL  YELLS  MAN: Kill that son of a bitch!"
1034," GUN FIRING  MEN SHOUTING Yeah, keep driving, you black spear chucker,  piece of shit nigger!"
1035, That son of a bitch!
1036,"Fucked up the window, man."
1037,Still want me to take your Jew detector test?
1038,Everybody back in the house!
1039,Back in the house now!
1040, MAN: Shit.
1041," Connie, you okay?"
1042, You okay? Back in the house.
1043, CONNIE WHIMPERING MAN: That's why we gotta get stronger.
1044, That's some bullshit!
1045," Back in the house, honey."
1046,MAN: That's what I've been telling all you boys.
1047,INDISTINCT CHATTER  MAN: We need more guns!
1048, TRAPP: Lie detector?
1049,Shots fired?
1050,You fucking kidding me?
1051,It's a goddamn clusterfuck.
1052,You dickheads are fucking with me.
1053,You're jerking my chain.
1054,You're jerking my chain.
1055,I'm getting a reacharound from the chief. It's a big fucking circle jerk!
1056, That's funny?
1057," No, sir."
1058,"'Cause if Bridges hears about this, this whole fucking operation's going to be closed down."
1059," LAUGHING  Yeah, that's funny."
1060,And I'm going to be a fucking school crossing guard  in fucking... the ghetto of Five Points!
1061," I mean, is he gonna hear about it, Sarge?"
1062,Cocksuckers.
1063, Hear about what?
1064," Hey, guys."
1065," Charles, can you give us five, please?"
1066, Sure.
1067,"I didn't want to say it with Trapp, but that peckerwood had a gun in my face, and he was an ass hair away from pulling the trigger."
1068, And he didn't.
1069, But he could have.
1070,And then I would have been dead. For what?
1071,Stopping some jerkoffs from playing dressup?
1072," Flip, it's intel."
1073," Well, I'm not risking my life to prevent some rednecks from lighting a couple sticks on fire."
1074, This is the job. What's your problem?
1075, That's my problem.
1076,"For you, it's a crusade. For me, it's a job."
1077," It's not personal, nor should it be."
1078, Why haven't you bought into this?
1079, Why should I?
1080," Because you're Jewish, brother."
1081,The socalled chosen people. You've been passing for a WASP.
1082,"White AngloSaxon Protestant, cherry pie, hot dog, white boy."
1083,Mmm. It's what some lightskinned black folks do. They pass for white.
1084,Doesn't that hatred you've been hearing the Klan say... doesn't that piss you off?
1085, Course it does.
1086," Then why you acting like  you ain't got skin in the game, brother?"
1087," Rookie, that's my fucking business."
1088,It's our business.
1089,"Now, I'm going to get you your membership card so you can go to the cross burning  and get in deeper with these guys."
1090, Okay.
1091,"LIGHTER CLICKS, IGNITES  Right, partner?"
1092," DOOR OPENS AND CLOSES RECORDED Wake up, white man."
1093, The Negro wants your  Sorry.
1094, white woman and your job.
1095, I'm sorry. Let me...
1096," The Jew wants your money, and this you..."
1097," MUTTERING  Sorry, who am I talking to?"
1098," This is Ron Stallworth calling from Colorado Springs, Colorado."
1099," How are you today, sir?"
1100, I'm quite well.
1101," Thank you, uh, what can I do you for?"
1102," I... I desperately want to participate in my chapter's honorary events, but I can't until I receive my membership card."
1103,Of course that's something I can help you with.
1104, Great. Um... who am I speaking with?
1105, This is David Duke.
1106, Did you just say your name was David Duke?
1107, Last time I checked.
1108,Grand Wizard of the Ku Klux Klan?
1109,That... that David Duke?
1110,"Yes, that Grand Wizard and national director, yeah."
1111," National director, too, huh?"
1112," Yes, you're darn tootin'. CHUCKLES That's amazing."
1113,"I'm honored to be speaking with you, sir."
1114,I'm not afraid to say it.
1115, I consider you a true white American hero.
1116, Is there any other kind?
1117," DUKE LAUGHING  No, sir. CHUCKLES I'm just happy to be talking to a true white American."
1118,Amen.
1119,It seems like there's less and less of us out there these days.
1120, Mmm.
1121," Mmm. CHUCKLES  Now, about that membership card..."
1122," Yeah, Ron, I understand the situation."
1123,"Uh, we've had some administrative problems here. It's caused a little bit of a backlog."
1124,"Tell you what, I'm gonna see to it personally that your membership card is processed, approved..."
1125,and sent out today. How's that sound?
1126,"Thank you, sir. I can't express to you how much this means to me."
1127,"Ron, please. Pleasure's all mine."
1128,"Uh, I look forward to hopefully meeting you in person one day, and, uh..."
1129,"well, God bless white America."
1130," God bless white America, sir."
1131," Okay, take care."
1132,LAUGHING Excuse me.
1133,Watch where you're going.
1134,"You could get hurt like that, hot shot."
1135,LANDERS CHUCKLES The cop that pulled Kwame Ture over that night...
1136,was it Landers?
1137, How'd you know?
1138, I can smell 'em a mile away now.
1139,"What, do you got SmellOVision?"
1140,CHUCKLES He's been a bad cop for a long time.
1141, Yeah?
1142, Yeah.
1143,"Few years ago, he shot and killed a black kid."
1144, Jesus.
1145," He said he had a gun, but..."
1146,he wasn't that type.
1147,Why do you guys tolerate this?
1148,You want to be the guy that rats him out?
1149,You want to go to Landers' office now?
1150, 'Cause we're a family.
1151," And right or wrong, we stick together."
1152,That reminds me of another group.
1153,"GUNFIRE BULLETS CLANGING ON METAL TARGETS  That's a bull'seye, Ron."
1154, Ooh.
1155,WALTER: You guys heard about this Hide N Seek room?
1156,"Here, you got a decent bar  turned into a filthy fag bar overnight."
1157, Fucking fags everywhere these days.
1158, They're trying to colonize.
1159," LAUGHTER You know, first they get their own bars, then they want equal treatment."
1160,Forget those fags.
1161, Those guys Armytrained?
1162," A lot of us are, yeah."
1163, Fort Carson myself.
1164," God, I wish I had a scope on this thing."
1165,Never seen those Macs before.
1166, Steve and Jerry?
1167," Yeah, who are they?"
1168,That's classified information.
1169,"Hey, Ron. I want to see what you can do with my .45."
1170,All right.
1171,"Yeah, maybe you'll get that nigger next time."
1172, Ooh.
1173, CHUCKLING  You got it.
1174, I'll take that bet.
1175," Fuck, how about ten?"
1176, LIGHT LAUGHTER BULLETS CLANGING ON TARGET Oh! Son of a bitch!
1177," All right, where's my money?"
1178, Where'd you learn to shoot like that?
1179, Not bad. Hot damn.
1180," Well, my old man..."
1181,"bought me a toy cap gun when I was a kid, and..."
1182, been shooting ever since.
1183, LAUGHTER  That's a hell of a cap gun.
1184, He can shoot.
1185," All right, let's go."
1186, Damn.
1187,Pack it up.
1188,"IVANHOE: Ron Stallworth, motherfucker."
1189,"Hey, Walter."
1190,"Hey, I'm better than I used to be, right?"
1191, I'm gooder than I was.
1192," WALTER: You're definitely doing a little bit better, but I don't think ""gooder"" is a word, but you're doing real good."
1193,RON: And Bernie Casey.
1194," PATRICE: Ooh, Bernie Casey."
1195, RON: Brother's strong.
1196,"PATRICE: But ""Cleopatra Jones"" is the one. It's about time we started  seeing a strong sister like that."
1197, Mmm.
1198,"RON: Well, Tamara Dobson did play a cop, right?"
1199,"PATRICE: It's a black exploitation film, which is a fantasy. Real life's not like that."
1200,"Real life is no ""Cleopatra Jones"" or ""Coffy""."
1201,"RON: What, you don't dig Pam Grier? She's fine as red wine and twice as mellow."
1202,"PATRICE: Pam Grier is doing her thing, but in real life, it's just pigs killing black folks."
1203, What if there was a cop trying to change that?
1204, From inside?
1205," Yes, from inside."
1206, You can't change things from the inside.
1207, It's a racist system.
1208, You just give up like that?
1209,No. We fight for what black people really need...
1210, black liberation.
1211," Right, right."
1212," So, can't you do that from the inside?"
1213," No, you can't."
1214,The white man won't give up his position in power without a struggle.
1215,SIGHS What did Du Bois say about double consciousness?
1216,Twoness? Being an American and a Negro?
1217,Two warring ideals inside one dark body.
1218,"That's heavy, Patrice."
1219,I feel that...
1220, like I'm two people all the time.
1221, But you shouldn't have to be.
1222,We shouldn't have a war going on inside ourselves. We should just... be black.
1223," We're not there yet, though."
1224," Well, I'm tired of waiting."
1225,I got a serious question for you.
1226," Oh, yeah? What?"
1227, Very serious.
1228,Uhhuh.
1229,"""Shaft"" or ""Super Fly?""  What?"
1230, Pick one.
1231,A private detective over a pimp any day and twice on Sundays.
1232,All right.
1233, Ron O'Neal or Richard Roundtree?
1234, Richard Roundtree. Pimps ain't heroes.
1235,"Well, Ron O'Neal isn't a pimp, although he played the hell out of one."
1236,SIGHS That image does damage to our people.
1237," Geez, it's a movie. Give it a rest."
1238, I can't let it rest.
1239, You jive turkey.
1240," Who you calling jive turkey, jive turkey?"
1241, I'm calling you a jive turkey.
1242, I got a Tamara roundhouse coming.
1243, LAUGHING Jive turkey.
1244, It's coming...
1245, It's coming around....
1246, Get out of here with that!
1247,LAUGHING Jive turkey.
1248,Wrong address.
1249,"Sorry to bother you, sir. Have a good night."
1250,KNOCKING FLIP: Hello?
1251,Hey.
1252,"Sorry, had to work late. How are you guys doing?"
1253,"Got a beer for you, Mr. Stallworth. SIGHS  FLIP: Thanks."
1254, You got a twin.
1255,What?
1256, You got a twin.
1257, Twin what?
1258,A twin twin. And your twin is a nigger.
1259,Looked in the phone book. Went over to what I thought was his place.
1260, I found a nig there.
1261," Well, my number's unlisted."
1262, What address did you go to?
1263, Over on Bluestem Lane.
1264,"Bluestem Lane? No, I live on 21st Street."
1265,"What'd I tell you, hmm? Nothing to worry about."
1266," So, you don't know that nigger?"
1267," Oh, that's that nigger I keep in the woodpile."
1268, LAUGHTER  FLIP: You're right.
1269,"I thought you were talking about somebody else. No, I don't."
1270,sometime. We'll have a beer.
1271,FELIX: And you know what?
1272,That loudmouth Black Student Union bitch that's been in the papers complaining about the police...
1273, she was there.
1274, That fucking cunt?
1275, Like to close those monkey lips permanently.
1276," Hey, don't say that."
1277,Not until I get her lips around the head of my dick.
1278, IVANHOE CHUCKLING  Can we play some goddamn poker now?
1279,Are you done?
1280,"Ron Stallworth, you enter... you entertain me."
1281,"Entertain me a lot more than that oneeyed nigger, Sammy Davis Jr."
1282,"CHUCKLES I'll say that, though."
1283,They can dance. They can dance. I'll give 'em that.
1284,About all I'll fucking give 'em.
1285,We've got activeduty soldiers from Fort Carson.
1286,Going to C.I.D. with that.
1287," Two mystery boys, Steve and Jerry."
1288, FLIP: Those are those fishy Army guys  I was telling you about.
1289, Old Klan crew. Felix's old Klan crew.
1290,Your buddy.
1291, New Klan Walter.
1292, FLIP: Walter's a general without an army.
1293, Felix's crew is stronger than his.
1294," Oh. Of course, Felix's wife, Connie."
1295,FLIP: It's crazy you've been talking to David Duke.
1296,RON: My ace boon coon running partner.
1297,"Oh, now that we got this, though, Ronny boy, I'm telling you, we're on a roll, baby. This is it."
1298, Holy shit.
1299, LAUGHING Yeah.
1300,"FLIP: ""Ron Stallworth, member in good standing for the year."
1301," Knights of the Ku Klux Klan.""  That's us. Stallworth Brothers."
1302,"Yeah, well, you don't have that little psychopath, Felix, staring at you, asking where you live."
1303,"I'm Jewish, yes, but I wasn't raised to be."
1304,It wasn't part of my life. I never...
1305,thought much about being Jewish.
1306,Nobody around me was Jewish.
1307,"You know, I wasn't going to a bunch of Bar Mitzvahs. I didn't have a Bar Mitzvah."
1308,I was just another white kid.
1309,And now I'm in some basement denying it out loud.
1310,CHUCKLES I never thought much about it. Now I'm thinking about it all the time.
1311,About...
1312,rituals and heritage.
1313,Is that passing?
1314,"Well, then I... well, then I have been passing."
1315,I don't want that.
1316, It sounds like they're watching us.
1317, I don't know. I was asleep. I don't know.
1318,I don't know what we're supposed to do.
1319, Look at this bullshit.
1320, RON: Where'd you find these?
1321,"Plastered all over my windshield, but they're all over the neighborhood, too. Is this real?"
1322,Real as can be.
1323,Intimidation?
1324,"Clearly, this is about the Black Student Union... and you."
1325, Me?
1326," Well, you've been outspoken about the incident with the police when Brother Kwame was here."
1327,"So, next, they'll have a burning cross out front?"
1328,"All right, they're just trying to get to you."
1329,"Intimidate, like you said. Fear tactics."
1330,"If you don't let 'em scare you, they got nothing."
1331," But keep your eyes open. Be cool, okay?"
1332, That's the damn problem.
1333, We always too cool.
1334, Way too cool.
1335,"Well, maybe we should call the police."
1336,How we know this ain't some of the KKK's honkypig partners passing out this shit?
1337,Let me ask you... excuse us.
1338, Let me ask you something.
1339, Excuse us for what?
1340,"""Cool."" Want me to be cool? I'll be cool."
1341,"CRICKETS CHIRPING IVANHOE: And it also safeguards against the CSPD, which is nice."
1342,FLIP: Yeah.
1343,"Yeah, you soak the wood in kerosene and light a cig on a pack of matches."
1344,It kind of buys you some time to get the fuck out before the cross catches fire. Yeah.
1345,Must be quite a sight.
1346,"Oh, yeah, it is. It's great. It's a... real bonfire."
1347,"You can see it from miles away, you know?"
1348,"Good visibility, as Walter would say. CHUCKLES Freaks out the Jew media, and it..."
1349,"well, it keeps niggers on their nigger toes."
1350,"SIREN WAILING Oh, look at that. Damn, there's another one."
1351," The pigs are... pigs are out tonight, yeah."
1352, Good job. Send another one.
1353, Lot of these guys in the Army?
1354," Uh, we got a couple."
1355," We got... got a few on active duty, yeah."
1356, I just finished my second tour in 'Nam.
1357, No shit.
1358, Yeah.
1359, IVANHOE: My guy.
1360," SIREN WAILING Hey, Ron, do you happen to know anything about C4?"
1361,You being in the military and all?
1362, Enough to make shit blow up.
1363," DUKE: ...program dares to love white people, white heritage and white freedom."
1364,This program also dares to expose  Here come my boys.
1365, the Jewish supremacism...
1366,Here come the cavalry.
1367,DUKE: ...and the criminal banking establishment.
1368,"These criminal bankers, the criminal Fed, the establishment is..."
1369,"They're ethnically cleansing our people, not only in the United States."
1370,Not only in the United States.
1371,The only... the only thing  that we hear today from politicians...
1372," Y'all, cross burning is off."
1373," Too many cops, goddamn it."
1374," DUKE: ""Right, thank you, black people."
1375,"I love black people."" And, of course, every politician... every politician has to talk and genuflect to the real rulers of our society and say, ""I want to thank the Jewish people."
1376,"I love the Jewish people"" and, ""The Jewish people are always our friends ""no matter what they do, no matter how much they destroy our country."" ""It's just wonderful. You know, we just love the Jews.""  ENGINE STARTS  And no senator or congressman would dare get up and say, ""I love white people."
1377,"""I love white heritage. I love my people, and I love the culture  ""that was created in Europe."
1378," ENGINE STARTS ""And this great Western, Christian civilization."
1379,I want to see that persevere.
1380,"You know, I want to see that be enriched."" A lot of people think I hate Negroes, but... I don't."
1381,"And the Organization doesn't, either."
1382,They just need to be with their own.
1383,That's what Pinky would say.
1384,CHUCKLING Pinky didn't mind segregation one bit.
1385,She just wanted to be with her own kind.
1386, Sounds like she was a Mammy to you.
1387," You ever seen ""Gone with the Wind?"" Pinky was my Hattie McDaniel."
1388,"She won the Oscar for that role. You know, Best Supporting Actress, so..."
1389," You were Scarlett, and she was Mammy."
1390, CHUCKLING That's right.
1391, Right.
1392," That's funny. When she passed, it was like..."
1393,"Well, it was like we lost a member of the family."
1394,A good nigger is funny like that.
1395,"In that sense, they're like a good dog."
1396,"They get real close to you, and as soon as you lose 'em, it just breaks your heart."
1397,"That's well said, Ron."
1398, I knew a coon once.
1399, Did you?
1400,"Yeah, that Negro lived across the street from us. I must have been..."
1401,six or seven.
1402, His nickname was Butter Biscuit.
1403, LAUGHING  How'd he get that nickname?
1404, He loved his mama's butter biscuits.
1405,"LAUGHS Yum, yum. LAUGHS Me and Butter Biscuit played together every day."
1406,"One day, my father came home early from work."
1407,He told me I couldn't play with that little spook anymore because I was white and Butter Biscuit was a nigger.
1408,LAUGHING That's so rich.
1409,"Well, your father sounds like a terrific man."
1410,He was a true American.
1411, Taught me what was right.
1412, This is why we need more people like you and me in public office...
1413,get this country back on track.
1414, Amen.
1415, For America to achieve its...
1416," uh, its greatness again."
1417, Absolutely.
1418,"Boy, I sure wish we had a chance to chat facetoface."
1419,"In due time, my friend. In due time, I will be in Colorado Springs  for your initiation."
1420," You're coming to Colorado Springs, sir?"
1421, You bet your Mayflower Society ass I am.
1422, BOTH LAUGHING You're darn tootin'.
1423,"All right, I pulled the materials that you asked for."
1424, Okay.
1425, So you just move it around like this to see the images.
1426,"Once you try it, I think you'll get the hang of it."
1427, Okay? Got it?
1428, Thank you.
1429," Okay, I'll be at the desk if you need anything."
1430, Okay. Thank you.
1431,WALTER: Thanks for getting back to me.
1432,"Listen, I think we need a new leader."
1433,Someone everyone can unite behind. I just don't think I'm gonna carry the votes.
1434,"Felix would love to be the one, but..."
1435,I can't let that happen.
1436,CHUCKLES He's a crazy son of a bitch.
1437,"Goddamn... loose cannon. No, we need someone articulate, someone..."
1438,someone who displays real leadership qualities.
1439,INDISTINCT ARGUMENT IN OTHER ROOM  I think it should be you.
1440, I gotta think about this.
1441,"My father, he's sick, and he lives in El Paso."
1442,I don't know if I can handle both.
1443,Sorry to hear that.
1444,Think about it.
1445,"You're a smart and diligent man, and I've got no doubt that you could handle it."
1446,INDISTINCT ARGUMENT CONTINUES IN OTHER ROOM SIGHS WALTER: I think it's time we get some new blood in here.
1447, Yeah?
1448, New ideas.
1449,"For that reason, I'm planning to step down as your president."
1450,But I would like to make a nomination.
1451, Mr. Ron Stallworth for chapter president.
1452, We just met this guy.
1453,He just walked in off the street.
1454,Let me ask a question.
1455,Is there anybody here who's willing to put their neck on the line for Ron?
1456,I'll vouch for Ron.
1457,You know who else vouches for Ron?
1458, Mr. Duke.
1459," Look, it's a big honor, but I... I can't accept."
1460,"The trouble is, what you good men need is a president who will be constant."
1461,"On call day in, day out. My old man is sick. I just found out."
1462,So I'm going to be back and forth between here and Dallas.
1463," El Paso, Flip, El Paso!"
1464, Thought it was El Paso.
1465,It is. What did I say?
1466, Dallas.
1467," Which one is it, Ron?"
1468,Make up your mind.
1469,Dallas is where the layover is.
1470,El Paso is where my father is.
1471,"Dallas, that's, uh... that's where they killed  that nigger lover, Kennedy."
1472, LAUGHTER Where you learned that?
1473, I... I can read. I can.
1474," Well, we'll pray for your pop's health."
1475,It's him.
1476,"DUKE: OVER PHONE Hey, Ron, I don't share this with  a lot of people, but..."
1477, Yeah.
1478," Well, I'm anxious to meet you."
1479," Excited to meet you, too, Ron."
1480,"Aren't you ever concerned of some smartaleck nigger calling you,  pretending to be white?"
1481, CHUCKLING No. I can always tell when I'm talking to a Negro.
1482, How so?
1483," Take you, for example, Ron."
1484,Me?
1485,Yeah.
1486,"I mean, I can tell that you're a..."
1487,pure Aryan white man from the way you pronounce certain words.
1488,RELIEVED SIGH  Can you give me any examples?
1489," Yeah, take the word..."
1490,"uh, ""are"". Pure Aryan like you or I would pronounce it correctly. ""Are""."
1491,"Negro pronounces it ""areuh."" Did you ever notice that? It's like, ""Areuh..."
1492,"""you gonna fry up that, crispy fried chicken, soul brother?""  SPUTTERS, LAUGHS  DUKE: You know?"
1493,LAUGHING Sorry.
1494,Wow. You are so white. Thank you for teaching me this lesson.
1495,"If you had not brought it to my attention, I wouldn't have noticed the difference  between how we talk and how Negroes talk."
1496," Good, good."
1497, STAMMERS  Yeah.
1498,I'd love to continue this conversation in Colorado Springs.
1499," It's beautiful here, sir. God's country."
