,dialog
791,CHUCKLES They certainly do.
792,They certainly do.
793,"Don't be shy, Vincent."
794,"What else did ""they"" say?"
795,Well I'm    I'm not shy.
796,"Um    Did it involve the ""F"" word?"
797,"Nono, no, no, no, no."
798,They just said that Antwan had given you a foot massage.
799,And?
800,And    And nothin'.
801,That's it.
802,You heard Marsellus...
803,threw Tony Rocky Horror out of a fourthstory window for giving me a foot massage?
804,Mmhmm.
805,And you believe that?
806,"CHUCKLES Well, I mean, the time I was told it sounded reasonable."
807,Marsellus throwing Tony out of a fourthstory window...
808,for massaging my feet seemed reasonable?
809,"No, it seemed excessive, but that doesn't mean it didn't happen."
810,I understand that Marsellus is very protective of you.
811,A husband being protective of his wife is one thing.
812,A husband almost killing another man for touching his wife's feet is something else.
813,But did it happen?
814,Only thing Antwan ever touched of mine was my hand when he shook it...
815,at my wedding.
816,Really?
817,"Truth is, nobody knows why Marsellus threw Tony out that window..."
818,except Marsellus and Tony.
819,"When you little scamps get together, you're worse than a sewing circle."
820,Ladies and gentlemen.
821,Now the moment you've all been waiting for.
822,The worldfamous Jackrabbit Slim's twist contest.
823,"APPLAUSE Now, this is where one lucky couple..."
824,will win this handsome trophy that Marilyn here is holding.
825,"Now, who will be our first contestants?"
826,Right here!
827,MAN All right!
828,I wanna dance.
829,"No, no, no, no, no, no."
830,"No, no, no, no, no, no, no."
831,"I do believe Marsellus, my husband, your boss, told you to take me out and do whatever I wanted."
832,Now I wanna dance; I wanna win; I want that trophy.
833,So dance good.
834,All right. You asked for it.
835,Let's hear it for our first contestants.
836,Now let's meet our first contestants here this evening.
837,"Young lady, what is your name?"
838,Mrs. Mia Wallace.
839,And how 'bout your fella here?
840,Vincent Vega.
841,"All right, let's see what you can do. Take it away!"
842,WOMAN Go for it.
843,MAN Come on!
844,"       ""YOU NEVER CAN TELL""     It was a teenage wedding and the old folks wished them well         You could see that Pierre did truly love the mademoiselle         And now the young monsieur and madame have rung the chapel bell         C'est la vie say the old folks It goes to show you never can tell         They furnished off an apartment with a tworoom Roebucks sale         The 'coolerador was crammed with TV dinners and ginger ale         But when Pierre found work the little money comin' worked out well         C'est la vie say the old folks It goes to show you never can tell         They had a hifi phono and boy did they let it blast         Seven hundred little records all rock, rhythm and jazz         But when the sun went down the rapid tempo of the music fell         C'est la vie say the old folks It goes to show you never can tell         They had a teenage wedding and the old folks wished them well         You could see that Pierre did truly love the mademoiselle        SIGHS ALARM FAINTLY BEEPING BEEPING STOPS BOTH LAUGHING Is that what you call an uncomfortable silence?"
845,I don't know what you call that.
846,CHUCKLES Drinks! Music!
847,I'm gonna take a piss.
848,"That's a little bit more information than I needed, Vince, but go right ahead."
849,"       ""GIRL, YOU'LL BE A WOMAN SOON""     Girl     MIA Bomp, bomp, bom     You'll be a woman soon         I love you so much Can't count all the ways         I'd die for you, girl and all they can say is     SINGING WITH TAPE     He's not your kind         You never get tired of putting me down and I never know when I come around         What I'm gonna find         Don't let them make up your mind         Don't you know, girl     MIA Bomp bomp bom."
850,"    You'll be a woman soon     One drink, and that's it."
851,Don't be rude.
852,"Drink your drink, but do it quickly."
853,Say good night...
854,and go home.
855,"    Girl         You'll be a woman soon         Soon         You'll need a man         I've been misunderstood for all of my life         But what they're sayin', girl it cuts like a knife         The boy's no good         Well, I've finally have found what I been lookin' for         But if they get a chance they'll end it for sure, sure they would         Baby, I've done all I could     SIGHS You see, this is a moral test of oneself whether or not you can maintain loyalty."
856,Because... being loyal is very important.
857,"    You never get tired of putting me down and I never know when I come around         What I'm gonna find         Don't let them make up your mind         Don't you know, girl         You'll be a woman soon         Please         Come take my hand         Girl         You'll be a woman soon         Please         Come take my hand     Hello."
858,"    Girl     So, you're gonna go out there and you're gonna say, ""Good night."
859,"I've had a very lovely evening."" Walk out the door, get in the car, go home, jerk off and that's all you gonna do."
860,"    Now it's up to you, girl         You'll be a woman soon         Please     SNIFFING     Come take my hand         Girl     MOANS     You'll be a woman soon     BREATHING HEAVILY     Soon         You'll need a man        MUSIC FADES BATHROOM DOOR OPENS All right, Mia."
861,"So listen, I gotta go, all right?"
862,"Oh, Jesus fucking Christ."
863,"You fu    Oh, Jesus Christ!"
864,"Oh, fuck me."
865,Fuck me!
866,"Oh    Come on, girl."
867,We're gettin' outta here.
868,We gotta walk now.
869,"TIRES SCREECHING Don't fuckin' die on me, Mia!"
870,Fuck!
871,DIALING Answer.
872,TELEPHONE RINGING MAN ON TELEVISION Have you got the ring?
873,"Why, certainly."
874,"Join hands, you two lovebirds."
875,RINGING CONTINUES WOMAN Please! Please!
876,"Yes, yes. Hold hands, you lovebirds."
877,"RINGING CONTINUES PEOPLE ON TELEVISION YELLING, SHOUTING RINGING Fuck you, Lance!"
878,Answer!
879,"RINGING CONTINUES YELLING, SHOUTING CONTINUE ON TELEVISION WOMAN ON TELEVISION Now what do you say?"
880,MAN ON TELEVISION I give up!
881,I'll marry you!
882,RINGING CONTINUES JODY Lance!
883,The goddamn phone's ringing!
884,I can hear it.
885,JODY I thought you told those fuckin' assholes never to call here this late!
886,"Yeah, I told them."
887,And that is exactly what I'm going to tell this fucking asshole right now.
888,WOMAN ON TELEVISION Don't you dare strike me!
889,Hello.
890,Lance! Vincent.
891,"I'm in big fuckin' trouble, man."
892,I'm coming to your house.
893,WWhoa. Whoa.
894,"Hold your horses, man."
895,WWhat's the problem?
896,"I got this chick, she's fuckin' O.D.in' on me!"
897,"Well, don't bring her here!"
898,I'm not even joking with you!
899,Do not be bringing some fuckedup poohbah to my house!
900,No choice.
901,Wh    She's O.D.in'?
902,"She's fuckin' dyin' on me, man!"
903,MAN ON TELEVISION Just dandy.
904,"Okay, then you bite the fuckin' bullet, take her to a hospital and call a lawyer."
905,Negative!
906,"This is not my fuckin' problem, man!"
907,"You fucked her up, you fuckin' deal with this!"
908,"Uh, are you talkin' to me on a cellular phone?"
909,I don't know you. Who is this?
910,Don't come here!
911,I'm hanging up the phone!
912,Prank caller! Prank caller!
913,"TIRES SCREECHING, ENGINE RACING LOUD CRASH JODY What the hell was that?"
914,Have you lost your fucking mind?
915,You were talking about drug shit on a cellular phone!
916,"Lance, help me."
917,You crashed your car into my fucking house!
918,Grab her feet.
919,Are you deaf?
920,You are not bringing this fuckedup bitch into my house!
921,"This ""fuckedup bitch"" is Marsellus Wallace's wife."
922,Do you know who Marsellus Wallace is?
923,Yeah.
924,"If she croaks on me, I am a fucking grease spot!"
925,Now look: I am I will be forced to tell him that you did not help and and that let her die on your lawn.
926,"Now, come on, help me, help me."
927,Pick her up.
928,Shit.
929,GRUNTS Lance!
930,Shit.
931,It's 1:30 in the goddamn morning.
932,What the fuck's going on out here?
933,Who's she?
934,Go to the fridge and get the thing with the adrenaline shot.
935,What's wrong with her?
936,She's O.D.ing!
937,Get her the hell outta here!
938,TOGETHER Get the shot!
939,Fuck you!
940,Fuck you too!
941,What a fuckin' bitch.
942,"Just keep talking to her, all right?"
943,She's gettin' the shot.
944,I'm going to go get my little black medical book.
945,What the fuck you need a medical book for?
946,I've never had to give an adrenaline shot before!
947,You've never given an adrenaline shot?!
948,I don't go joypoppin' with bubblegummers!
949,My friends can handle their highs!
950,Get the shot!
951,"I am, if you'll let me!"
952,I ain't fucking stopping you!
953,Stop talking to me.
954,Start talking to her!
955,Get the shot!
956,All right!
957,"VINCENT Hurry up, Lance, we're losing her!"
958,I'm looking as fast as I can!
959,JODY What's he looking for?
960,VINCENT I don't know.
961,Some book.
962,JODY What are you looking for?
963,A little black medical book.
964,What are you looking for?
965,My little black medical book!
966,It's like a textbook they give to nurses.
967,I never saw no medical book.
968,Trust me. I have one.
969,"If it's so important, why don't you keep it with the shot?"
970,I don't know!
971,Stop bothering me!
972,"While you're looking, that girl's gonna die on our carpet."
973,You're never gonna find anything in this mess!
974,I'm gonna fucking kill you if you don't shut up!
975,"VINCENT YELLING Lance, get in here!"
976,Right?
977,Get the fuck outta my way.
978,Pig.
979,Quit fuckin' around and give her the shot.
980,"Look, while I'm doing this, you take off her shirt and find her heart."
981,Does it gotta be exact?
982,"Yes it's gotta be exact. We're giving her a shot in the heart, so I guess it's gotta be fucking exact."
983,I don't know exactly where her heart is. I think it's right here.
984,That's it.
985,"All right, what I need is a big, fat magic marker."
986,You got it?
987,What?
988,A magic marker.
989,A felt pen!
990,A fuckin' black magic marker!
991,Christ.
992,"Come on, man. Hurry up!"
993,"Fuck! Okay, okay."
994,Okay. I think it's ready.
995,"Hurry up, man."
996,I'll tell you what to do.
997,"No no no man, I ain't giving you're gonna give her the shot."
998,"No, you're gonna give her the shot."
999,I ain't giving her the shot.
1000,I never done this before.
1001,I ain't never done this either!
1002,"I ain't starting now! Look, you brought her here and that means that you're gonna give her the shot."
1003,"The day I bring an O.D.ing bitch to your house, then I give her the shot."
1004,Give her the shot.
1005,Give it to me.
1006,Here.
1007,Give me that.
1008,"All right, all right tell me what to do."
1009,"Okay, uh you're giving her an injection of adrenaline straight to her heart."
1010,But she's got a breastplate    you gotta pierce through that.
1011,"THUMPING So what you gotta do is, you gotta bring the needle down in a stabbing motion."
1012,I gotta    I gotta stab her three times?
1013,"No, you don't gotta fucking stab her three times. You gotta stab her once!"
1014,"But it's gotta be hard enough to get through her breastplate into her heart, alright?"
1015,"And then once you do that, you ppress down on th, the pplunger."
1016,Okay. Then what happens?
1017,Kinda curious about that myself.
1018,This ain't no fuckin' joke!
1019,Am I gonna kill her?
1020,"She's supposed to come out of it like that. It's    All right, count to three."
1021,All right. Ready?
1022,One.
1023,VINCENT PANTING Two.
1024,Three!
1025,"LOUD THUMP GASPS, SCREAMS GASPING CONTINUES COUGHS, GASPS, CRYING If you're all right, then say something."
1026,Something.
1027,CHUCKLES That was fuckin' trippy.
1028,CHUCKLES Ohh.
1029,"Oh, man."
1030,"CAR PULLS UP DOOR OPENS, CLOSES ENGINE STOPS DOOR OPENS, CLOSES Mia. Mia."
1031,What's    What's your thoughts on    on    on how to handle this?
1032,What's yours?
1033,"Well, I'm of the opinion that if Marsellus lived his whole life, he doesn't need know nothing about this incident."
1034,"If Marsellus knew about this incident, I'd be in as much trouble as you."
1035,I seriously doubt that.
1036,I can keep a secret if you can.
1037,Shake on it?
1038,Mum's the word?
1039,Cool.
1040,"Now, if you'll excuse me, I'm going to go home and have a heart attack."
1041,Vincent.
1042,"Do you wanna hear my ""Fox Force Five"" joke?"
1043,Sure.
1044,Except I think I'm still a little too petrified to laugh.
1045,"No, you won't laugh 'cause it's not funny."
1046,"But if you still wanna hear it, I'll tell it."
1047,I can't wait.
1048,Okay.
1049,Three tomatoes are walkin' down the street.
1050,"Papa Tomato, Mama Tomato and Baby Tomato."
1051,"Baby Tomato starts lagging behind, and Papa Tomato gets really angry."
1052,"Goes back and squishes him, and says, ""Ketchup."" WEAK CHUCKLE Ketchup."
1053,See you around.
1054,"DOG BARKING VOICE ON TELEVISION Oh, that paddlefoot. He funny, silly dog."
1055,He think totem pole alive!
1056,GIGGLING VOICE CONTINUES He Arctic tenderfoot!
1057,LAUGHING That totem pole been here forever!
1058,WOMAN Butch?
1059,"PADDLEFOOT BARKING MAN ON TELEVISION One more thing, and we'll start for    Butch, stop watching TV for a second."
1060,Yeah?
1061,You've got a special visitor.
1062,MAN ON TELEVISION Stand up.
1063,Stand up.
1064,"Now, do you remember when I told you your daddy died in a P.O.W. camp?"
1065,"Well, this here is Captain Koons."
1066,He was in the P.O.W. camp with Daddy.
1067,"Hello, little man."
1068,"Boy, I sure heard a bunch about you."
1069,"See, I was a good friend of your dad's."
1070,We were in that Hanoi pit of hell together...
1071,over five years.
1072,Hopefully...
1073,"you'll never have to experience this yourself, but when two men are in a situation like me and your dad were..."
1074,"for as long as we were, you take on certain responsibilities of the other."
1075,"If it'd been me who'd    not made it, Major Coolidge'd be talking right now to my son Jim."
1076,"But the way it turned out, I'm talking to you."
1077,Butch...
1078,I got something for ya.
1079,This watch I got here...
1080,was first purchased by your greatgrandfather during the First World War.
1081,"It was bought in a little general store in Knoxville, Tennessee."
1082,Made by the first company to ever make wristwatches.
1083,"Up 'til then, people just carried pocket watches."
1084,It was bought by Private Doughboy Erine Coolidge...
1085,on the day he set sail for Paris.
1086,"This was your greatgrandfather's war watch, and he wore it every day he was in that war, and..."
1087,"when he'd done his duty, he went home to your greatgrandmother, took the watch off, put it in an old coffee can, and in that can it stayed..."
1088,"until your granddad, Dane Coolidge, was called upon by his country..."
1089,to go overseas and fight the Germans once again.
1090,This time they called it World War II.
1091,Your greatgrandfather gave this watch to your granddad for good luck.
1092,"Unfortunately, Dane's luck wasn't as good as his old man's."
1093,"Dane was a Marine, and he was killed, along with all the other Marines at the battle of Wake Island."
1094,Your granddad was facing death.
1095,He knew it.
1096,"None of those boys had any illusions about ever leaving that island alive, so three days before the Japanese took the island, your granddad asked a gunner on an Air Force transport, name of Winocki    a man he'd never met before in his life    to deliver to his infant son, who he'd never seen in the flesh, his gold watch."
1097,"Three days later, your granddad was dead, but Winocki kept his word."
1098,"After the war was over, he paid a visit to your grandmother, delivering to your infant father his dad's gold watch."
1099,This watch.
1100,This watch was on your daddy's wrist when he was shot down over Hanoi.
1101,"He was captured, put in a Vietnamese prison camp."
1102,"He knew if the gooks ever saw the watch, it'd be confiscated, taken away."
1103,"The way your dad looked at it, this watch was your birthright."
1104,"He'd be damned if any slope's gonna put their greasy, yellow hands on his boy's birthright, so he hid it in one place he knew he could hide something    his ass."
1105,Five long years he wore this watch up his ass.
1106,Then he died of dysentery    He give me the watch.
1107,"I hid this uncomfortable hunk of metal up my ass, two years."
1108,Then...
1109,"after seven years, I was sent home to my family and..."
1110,now...
1111,"little man, I give the watch to you."
1112,"BELL RINGS GASPS CROWD CHEERING GRUNTING CHEERING CONTINUES It's time, Butch."
1113,"EXHALING RING ANNOUNCER In the lightweight division, in the right corner wearing the blue trunks, BUTCH GRUNTS weighing 210 pounds, Floyd Ray Wilson!"
1114,"CROWD CHEERING, YELLING BELL RINGS ANNOUNCER It's official. It's official."
1115,Wilson is dead!
1116,"ANNOUNCER 2 Well, Dan, that had to be the bloodiest..."
1117,"hands down, the most brutal fight this city's ever seen."
1118,Coolidge was out of there faster than I've ever seen a victorious boxer leave the ring.
1119,ANNOUNCER 1 Do you think he knew Wilson was dead?
1120,ANNOUNCER 2 My guess would be yes.
1121,I could see the frenzy in his eyes give way to the realization of what he was doing.
1122,I think any man would've left the ring that fast.
1123,Do you feel this tragedy...
1124,is gonna affect the world of boxing?
1125,A tragedy like this can't help but shake the world of boxing to its very foundations.
1126,"It's of paramount importance, during the sad weeks ahead, the eyes of the W.B.A. remain    CROWD CHEERING, YELLING CONTINUES ENGINE STARTS TIRES SCREECHING HORN HONKING MAN Man, you know I didn't    Marsellus."
1127,"No, it wasn't."
1128,I didn't do it.
1129,I didn't do it.
1130,How you doing?
1131,Great.
1132,I never thanked you for dinner.
1133,What you got?
1134,He booked.
1135,His trainer?
1136,Says he don't know nothin'.
1137,I believe him.
1138,I think Butch surprised his ass same as us.
1139,"No, we don't wanna ""think."" We wanna know."
1140,"Take him to the kennel, sic the dogs on his ass."
1141,We'll find out for goddamn sure what he knows and what he don't.
1142,Butch's search    how do you want it done?
1143,I'm prepared to scour the Earth for that motherfucker.
1144,"If Butch goes to Indochina, I want a nigger hiding in a bowl of rice..."
1145,ready to pop a cap in his ass.
1146,I will take care of it.
1147,Mister.
1148,"Hey, mister."
1149,What?
1150,"You were in that fight, the fight on the radio."
1151,You're the fighter?
1152,Whatever gave you that idea?
1153,"No, come on."
1154,You're him.
1155,I know you're him.
1156,Tell me you're him.
1157,I'm him.
1158,You killed the other boxing man.
1159,He's dead?
1160,The radio said he was dead.
1161,"Sorry about that, Floyd."
1162,What does it feel like?
1163,What does what feel like?
1164,Killing a man.
1165,Beating another man to death with your bare hands.
1166,"What are you, a weirdo?"
1167,No.
1168,It is a subject I have much interest in.
1169,You are the first person I have ever met who has killed somebody.
1170,So?
1171,What does it feel like to kill a man?
1172,BUTCH SNIFFS I'll tell you what.
1173,Give me one of them cigarettes you got up there and I'll tell you all about it.
1174,"So, Esmarelda..."
1175,Villa Lobos    is that Mexican?
1176,"The name is Spanish, but I am Colombian."
1177,"That's some handle you got there, honey."
1178,Thank you.
1179,And what is your name?
1180,Butch.
1181,Butch. What does it mean?
1182,"I'm an American, honey."
1183,Our names don't mean shit.
1184,"So, moving right along, Esmarelda, what is it you want to know?"
1185,I want to know what it feels like to kill a man.
1186,I couldn't tell ya.
1187,I didn't know he was dead 'til you told me he was dead.
1188,"Now that I know he's dead, you wanna know how I feel about it?"
1189,I don't feel the least bit bad about it.
1190,What the fuck'd I tell ya?
1191,Huh?
1192,"As soon as the word got out the fix was in, man, the odds went through the roof."
1193,I know. I know.
1194,Unbelievable.
1195,"Hey, fuck him, Scotty."
1196,"If he was a better boxer, he'd still be alive."
1197,"If he never laced up his gloves, which he never shoulda done in the first fuckin' place, he'd still be alive."
1198,"HAWKS, SPITS Yeah, well, who gives a fuck?"
1199,It's over now.
1200,"Yeah, well, enough about the poor, unfortunate Mr. Floyd."
1201,Let's talk about the rich and prosperous Mr. Butch.
1202,How many bookies did you lay it around on?
1203,All eight?
1204,How long to collect?
1205,So you'll have it all by tomorrow night?
1206,"No, I understand."
1207,A few stragglers aside.
1208,"Oh, fuck, Scotty, that is good news."
1209,"That is great news, man."
1210,"Yeah. Mmhmm. No, me and Fabienne are gonna leave in the morning."
1211,It'll probably take us a couple days to get down to Knoxville.
1212,"Okay, my brother."
1213,LAUGHING You're right.
1214,You're goddamn right.
1215,"All right, Scotty, next time I see you, it'll be on Tennessee time."
1216,"Cool, brother."
1217,$45.60.
1218,"And, uh, here's a little something for the effort. Now..."
1219,"if anybody asks you who your fare was tonight, what are you gonna say?"
1220,The truth.
1221,"Three welldressed, slightly toasted Mexicans."
1222,"Bonsoir, Esmarelda Villa Lobos."
1223,"Buenas noches, Butch."
1224,Whew.
1225,Keep the light off.
1226,"Is that better, sugar pop?"
1227,Oui.
1228,SIREN WAILING IN DISTANCE DOG BARKING Hard day at the office?
1229,Pretty hard.
1230,Got in a fight.
1231,Poor baby.
1232,Can you make spoons?
1233,You know what?
1234,I was thinkin' about takin' a shower.
1235,I'm stinkin' like a dog over here.
1236,I like the way you stink.
1237,Let me take this jacket off.
1238,I was looking at myself in the mirror.
1239,Uhhuh.
1240,I wish I had a pot.
1241,You were looking at yourself in the mirror and you wish you had some pot?
1242,A pot. GIGGLES A pot belly.
1243,Pot bellies are sexy.
1244,"Well, you should be happy    GRUNTS 'cause you have one."
1245,"Shut up, fatso."
1246,I don't have a pot.
1247,"I have a bit of a tummy, like Madonna when she did ""Lucky Star."" It's not the same thing."
1248,I didn't know there was such a difference between a pot belly and a tummy.
1249,The difference is huge.
1250,KISSING Would you like it if I had a pot belly?
1251,No.
1252,Pot bellies make a man look either oafish or like a gorilla.
1253,But on a woman a pot belly's very sexy.
1254,"The rest of you is normal    normal face, normal legs, normal hips, normal ass    but with a big, perfectly round pot belly."
1255,"If I had one, I'd wear a Tshirt two sizes too small..."
1256,to accentuate it.
1257,You think men would find that attractive?
1258,I don't give a damn what men find attractive.
1259,It's unfortunate what we find pleasing to the touch and pleasing to the eye...
1260,is seldom the same.
1261,"SIGHS If you had a pot belly, I would punch you in it."
1262,You'd punch me in the belly?
1263,Right in the belly.
1264,Ohh! I'd smother you!
1265,I'd drop it right on your face 'til you couldn't breathe!
1266,LAUGHING You'd do that?
1267,Yeah.
1268,Promise?
1269,Yeah.
1270,MOANING SOFTLY Mmm. Mmm.
1271,Mmm.
1272,"MOANING, LAUGHING Oh."
1273,INHALING GRUNTING Did you get everything?
1274,"Yes, I did."
1275,"Good job, Sugar Pop."
1276,Did everything go as planned?
1277,You didn't listen to the    Ow!
1278,GIGGLES You didn't listen to the radio?
1279,I never listen to your fights.
1280,Were you the winner?
1281,"I won, all right."
1282,Are you still retiring?
1283,Sure am.
1284,So it all worked out in the finish.
1285,"We're not at the finish yet, baby."
1286,"MOANING We're in a lot of danger, aren't we?"
1287,"If they find us, they'll kill us, won't they?"
1288,"But they won't find us, will they?"
1289,Do you still want me to go with you?
1290,I don't want to be a burden or a nuisance. It's    MOANS Say it.
1291,"MOANS Fabienne, I want you to be with me."
1292,Forever?
1293,Forever and ever.
1294,Do you love me?
1295,"Very, very much."
1296,MOANING Butch.
1297,Yes?
1298,Will you give me oral pleasure?
1299,Will you kiss it?
1300,But you first.
1301,Okay.
1302,Okay.
1303,MOANS Butch.
1304,Mon amour.
1305,L'aventure commence.
1306,MOANING CONTINUES SHOWER WATER RUNNING BUTCH GRUNTING BUTCH I think I cracked a rib.
1307,Giving me oral pleasure?
1308,"No, retard, from the fight."
1309,"Don't call me ""retard."" SLURRED VOICE My name is Fabby."
1310,My name is Fabienne!
1311,Stop it.
1312,Stop it!
1313,"My name is Fabi    Shut up, fuckhead!"
1314,I hate that mongoloid voice.
1315,"Okay, okay."
1316,"Sorry, sorry, sorry."
1317,WATER STOPS BUTCH I take it back.
1318,"Will you hand me a dry towel, Miss Beautiful Tulip?"
1319,"Oh, I like that."
1320,I like being called a tulip.
1321,"COUGHS ""Tulip"" is much better than ""mongoloid."" I didn't call you a mongoloid."
1322,I called you a retard.
1323,And I took it back.
1324,GRUNTS Butch?
1325,"Yes, lemon pie?"
1326,Where are we going to go?
1327,"Well, I'm not sure yet."
1328,Wherever you want.
1329,"We're gonna get a lot of money from this, but it ain't gonna be the kind of money..."
1330,that we can live like hogs in the fathouse forever.
1331,I was thinking maybe we could go down someplace in the South Pacific.
1332,Kind of money we're gonna have's gonna carry us a long way down there.
1333,"If we wanted, we could live in Bora Bora?"
1334,You betcha.
1335,"And if after a while you didn't dig that, we could go someplace else."
1336,"Maybe Tahiti, Mexico."
1337,But I do not speak Spanish.
1338,"Well, you do not speak BoraBoran either."
1339,"Besides, Mexican's easy."
1340,   Donde esta el zapater  a?
1341,What does that mean?
1342,Where is the shoe store?
1343,"   Donde esta    Spit, please."
1344,SPITS    Donde esta el zapater  a?
1345,Excellent pronunciation.
1346,Mmm.
1347,GIGGLES You'll be my little mamacita in no time.
1348,YAWNING    Que hora es?
1349,   Que hora es?
1350,What time is it?
1351,What time is it?
1352,Time for bed.
1353,"Sweet dreams, jellybean."
1354,SPITS Butch?
1355,Never mind.
1356,"BRUSHING MOTORBIKE ENGINES RACING, EXPLOSIONS ON TELEVISION Aah!"
1357,PANTING Merde! You startled me.
1358,Did you have a bad dream?
1359,"YAWNS, SCOFFS MOTORCYCLE ENGINES, EXPLOSIONS CONTINUE PANTING CONTINUES What is this you're watching?"
1360,A motorcycle movie.
1361,I'm not sure the name.
1362,Are you watching it?
1363,In a way.
1364,It's a little early in the morning for explosions and war.
1365,What was it about?
1366,"How should I know, Fabienne?"
1367,You were the one who was watching it.
1368,"No, imbecile, what was your dream about?"
1369,I don't know.
1370,I don't remember.
1371,It's really rare that I remember my dreams.
1372,"Well, let's look at the grumpy man in the morning."
1373,BOTH MOANING FABIENNE Why don't you get up and we'll get some breakfast.
1374,BUTCH One more kiss and I'll get up.
1375,MOANS Satisfied?
1376,EXHALING Yep.
1377,"GRUNTS Get up, lazy bones!"
1378,Ohh!
1379,Ohh. God.
1380,GIGGLES What time is it?
1381,Almost nine in the morning.
1382,What time does our train arrive?
1383,Eleven.
1384,You know what I'm gonna have for breakfast?
1385,"What, Lemon Pie?"
1386,I'm gonna order a big plate of blueberry pancakes...
1387,"with maple syrup, eggs over easy and five sausages."
1388,Anything to drink with that?
1389,"Wow, that looks nice."
1390,GIGGLES To drink    a tall glass of orange juice...
1391,and a black cup of coffee.
1392,"After that, I'm going to have a slice of pie."
1393,Pie for breakfast?
1394,LAUGHING Any time of the day is a good time for pie.
1395,Blueberry pie to go with the pancakes.
1396,"And on top, a thin slice of melted cheese."
1397,Where's my watch?
1398,It's there.
1399,"No, it's not."
1400,Have you looked?
1401,"Yes, I've fuckin' looked."
1402,What the fuck do you think I'm doin'?
1403,You sure you got it?
1404,Yes.
1405,Bedside table drawer.
1406,On the little kangaroo?
1407,"Yes, it was on the little kangaroo."
1408,"Yeah, well, it's not here now."
1409,"BUTCH RUMMAGING Well, it should be."
1410,"Yes, it most definitely should be, but it's not here now!"
1411,So where the fuck is it?
1412,"Fabienne, it was my father's fucking watch."
1413,Do you have any idea what he had to go through to get me that watch?
1414,"I don't have time to go into it, but he went through a lot."
1415,"Now all this other shit you could've set on fire, but I specifically reminded you..."
1416,not to forget the fucking watch!
1417,Now think.
1418,Did you get it?
1419,I believe so.
1420,"""You believe so""?"
1421,What the fuck does that mean?
1422,You either did or didn't get it.
1423,Then I did.
1424,Are you sure?
1425,No.
1426,Fuck! Fuck! Fuck!
1427,Motherfucker!
1428,Motherfuckin'    SCREAMING CRASH Do you know how fucking stupid you fucking are?
1429,No!
1430,GRUNTS It's not your fault.
1431,You left it at the apartment.
1432,"If you left it at the apartment, it's not your fault."
1433,I had you bring a bunch of stuff.
1434,"EXHALING I reminded you about it, but I didn't illustrate how personal the watch was to me."
1435,"If all I gave a fuck about was the watch, I shoulda told you that."
1436,You're not a mind reader.
1437,Are you?
1438,SNIFFLING I    I'm sorry.
1439,Don't be.
1440,Just means I can't have breakfast with you.
1441,Why does it mean that?
1442,Because I gotta go back to my apartment and get my watch.
1443,Won't the gangsters be looking for you there?
1444,"Well, that's what I'm gonna find out."
1445,"If they are, and I don't think I can handle it, then I'll split."
1446,I saw your watch.
1447,I thought I brought it.
1448,I'm so sorry.
1449,Here's some money.
1450,Go out and get those pancakes.
1451,Have a nice breakfast.
1452,I'll take your Honda.
1453,"I'll be back before you can say ""blueberry pie."" Blueberry pie."
1454,Maybe not that fast.
1455,But pretty fast. Okay?
1456,Okay.
1457,Bye.
1458,Bye.
1459,"Shit! Of all the fuckin' things she could fuckin' forget, she forgets my father's watch!"
1460,"I specifically reminded her    Bedside table, on the kangaroo."
1461,"I said the words: ""Don't forget my father's watch."" TIRES SCREECHING ENGINE STOPS RADIO ANNOUNCER Visit the Jackrabbit Slim's nearest you..."
1462,"       CAR HORN PLAYING ""LA CUCARACHA"" RADIO ANNOUNCER   El burro!"
1463,"       ICE CREAM TRUCK BELLS CHILDREN PLAYING, CRYING WOMAN, CHILDREN TALKING GIRL TALKING DOG BARKING WOMAN CONTINUES TALKING Lookin' good, Butch."
1464,"TOILET FLUSHES GUN SHOTS, CRASH, GLASS SHATTERING SMOKE ALARM BEEPING BEEPING CONTINUES BEEPING CONTINUES, FAINT BABY TALKING ENGINE STARTS        RADIO: ""FLOWERS ON THE WALL""     If I were walkin' in your shoes            CONTINUES     Countin' flowers on the wall That don't bother me at all         Playin' solitaire 'til dawn with a deck of 51     That's how you're gonna beat 'em, Butch."
1465,    Smokin' cigarettes and watchin' Captain Kangaroo     They keep underestimatin' ya.
1466,    Now don't tell me     SINGING ALONG     Countin' flowers on the wall         That don't bother me at all         Playin' solitaire 'til dawn with a deck of 51         Smokin' cigarettes and watchin' Captain Kangaroo         Now don't tell me         I've nothin' to do         It's good to see you I must go         I know I look a fright         Anyway my eyes     MARSELLUS Motherfucker.
1467,    Are not accustomed        Uhh!
1468,TIRES SCREECHING WOMAN Do you think he's dead?
1469,He's dead.
1470,"Oh, my God."
1471,He's dead.
1472,"If you need someone to go to court, I'll be glad to help."
1473,That guy was a drunken maniac.
1474,"He hit you, then he crashed into that car."
1475,Who?
1476,Him.
1477,I'll be damned.
1478,"WOMEN SCREAMING GRUNTING, PANTING GUNSHOT Ohh!"
1479,WOMAN SCREAMING Aaaah! I'm shot!
1480,"GRUNTING SCREAMING CONTINUES GRUNTING, GROANING GRUNTS GUNSHOT MAN Sally! Sally!"
1481,GRUNTING CONTINUES PANTING GUNSHOT Aaah!
