,dialog
889,"I'm simply trying to ascertain if this cowboy here, is taking advantage of you."
890,"With all due respect, Monsieur Candie..."
891,I didn't seek you out for your advice.
892,I sought you out to purchase a fighting nigger at above topdollar market price.
893,"Now I was under the impression, when you granted me an audience, it would be to discuss business."
894,"Well, we weren't talking business yet."
895,We were discussing my curiosity.
896,Thank you.
897,"Roscoe, Coco, go outside and play."
898,Sheba...
899,you stay right there.
900,I know you didn't mean me.
901,Prost!
902,German.
903,"Now, according to Moguy, if I do business with you, I'm doing business with both you all."
904,"He does the eyeballing, you the billfold?"
905,Is that it?
906,"Well, you don't make it sound too flattering, but more or less, yeah."
907,So...
908,Bright Boy.
909,Moguy tells me you looked over my African flesh and you was none too impressed?
910,Not for top dollar.
911,"Well, then, we got nothing more to talk about."
912,"You see, you wanna buy a beatass nigger from me, those are the beatass niggers I wanna sell so..."
913,He don't wanna buy the niggers you wanna sell.
914,"He wants the nigger, you don't wanna sell."
915,"I don't sell, the niggers, I don't wanna sell."
916,"Well, you won't sell your best."
917,You won't even sell your second best.
918,But your third best?
919,You don't want to sell him either.
920,But if I made you an offer so ridiculous you'd be forced to consider it...
921,who knows what could happen?
922,And what do you consider ridiculous?
923,"For a truly talented specimen, the right nigger?"
924,"How much would you say, Django?"
925,"$12,000."
926,"Well, gentlemen, you had my curiosity, but now you have my attention."
927,Willie.
928,Hold up! Hold up.
929,"Good morning, gentlemen."
930,Good Dr. Schultz.
931,"Beautiful morning, isn't it?"
932,You couldn't have picked a better one.
933,"Please, won't you take a ride with us here in the Victoria."
934,"Oh, thank you very much."
935,You can tie your horse up back there.
936,Django.
937,"Where I part company from many of my phrenologist colleagues is I believe there is a level above bright, above talented, above loyal that a nigger, can aspire to."
938,"Say, one nigger that just..."
939,"pops up in 10,000."
940,The exceptional nigger.
941,"Bright day, Bright Boy?"
942,Sun is up.
943,Shining on all of us.
944,"Have a seat, doc."
945,Thank you.
946,Quite an honor.
947,The honor is all ours.
948,"Thank you, but I do believe, that given time, exceptional niggers like Bright Boy here..."
949,become if not frequent...
950,more frequent.
951,"Bright Boy, you are that one in 10,000."
952,"The name of the game is keep up, not catch up, nigger."
953,"Touch your guns, you die."
954,"Everybody, calm down!"
955,Now I saw the whole thing.
956,No harm done.
957,Are you kidding me?
958,This nigger just...
959,I said no harm done!
960,Now take your hand off your pistol!
961,"Butch, that means you too."
962,Everybody stop antagonizing my guest.
963,Hoot!
964,Get back up on your horse.
965,He broke my collarbone!
966,"For God's sake, somebody please help Hoot here back up on his goddamn horse."
967,"Yes sir, boss."
968,"Oh, now you are one lucky nigger."
969,"You better listen to your boss, white boy."
970,"Oh, I'm gonna go walking in the moonlight with you."
971,You wanna hold my hand?
972,"Willie, take us home."
973,Start moving!
974,Head them out!
975,"You got a problem with your eyeball, boy?"
976,"No, sir."
977,You want a boot heel in it?
978,"No, sir."
979,Then you keep your goddamn eyeballs off me.
980,"You flash that bad look at me again, I'll give you a reason not to like me."
981,"Now move, nigger!"
982,You niggers are gonna understand something about me.
983,I'm worse than any of these white men here.
984,"You get the molasses out your ass, you keep your goddamn eyeballs off me."
985,"He is, a rambunctious sort, ain't he?"
986,Indeed.
987,May we stop for a moment so I may put a word in my man's ear?
988,"You know, I'm expecting to fall in love once I see the specimens at Candyland, so before that moment, it would be good if I could have a confidential strategy meeting with my..."
989,confidant.
990,You mind telling me what the hell you doing?
991,I confirmed that Broomhilda's at Candyland.
992,You're sure it's her?
993,"He didn't call her by name, but she's a young lady, whip marks on her back and speaks German."
994,"Now, while it's not wise to assume, in this instance, I think it's pretty safe."
995,"Point being, don't get so carried away with your retribution."
996,You lose sight of why we're here.
997,You think I lost sight of that?
998,"Yes, I do."
999,Stop antagonizing Candie.
1000,"You're going to blow this whole charade, or more than likely get us both killed."
1001,"And I for one, don't intend to die, in Chickasaw County, Mississippi, USA."
1002,I'm not antagonizing him.
1003,I'm intriguing him.
1004,You're yelling abuse at these poor slaves.
1005,"I recall the man, who had me kill another man in front of his son and he didn't bat a eye."
1006,You remember that?
1007,"Yeah, of course I remember."
1008,What you said was...
1009,that this is my world...
1010,and in my world you got to get dirty.
1011,So that's what I'm doing.
1012,I'm getting dirty.
1013,"Well, you're paraphrasing a tad, but..."
1014,that was the general gist.
1015,See you at Candyland.
1016,"Alright, niggers, back at it."
1017,"That means you too, Moonlight."
1018,I'll be.
1019,D'Artagnan!
1020,"Now, boy, why do a fool thing like run off?"
1021,"I can't fight no more, Monsieur Candie."
1022,"Yes, you can."
1023,"You might not be able to win, but your ass can fight."
1024,"Mr. Stonesipher, would you please shut these goddamn dogs up?"
1025,I cannot hear myself think!
1026,"Quiet down, Marsha!"
1027,"Marsha, hush up! Marsha!"
1028,Hush up! Hey!
1029,Get these goddamn dogs away from this nigger!
1030,"Come on now, boy..."
1031,get on out that tree.
1032,Yes sir.
1033,How long was he loose?
1034,A night.
1035,Day.
1036,Half the other night.
1037,How far he get off the property?
1038,About 20 miles off the prop.
1039,Pretty far considering that limp he got.
1040,"Mr. Moguy, who was D'Artagnan supposed to fight on Friday?"
1041,One of this new lot.
1042,"Well, way he looks now, a blind Indian would not bet a bead on him."
1043,"Please Monsieur Candie, I ain't got it in me no more."
1044,"Now, now, now, now, now."
1045,I can't...
1046,"Now, no... begging."
1047,No playing on my soft heart.
1048,"You're in trouble, now son."
1049,Yes sir.
1050,You know.
1051,I done paid $500 for you.
1052,When I pay $500 then    I expect to get five fights out of a nigger before he roll over and play dead.
1053,Sir.
1054,"You got to understand, that I'm running a business here."
1055,You fought three fights.
1056,But I won every one.
1057,"Yes, you did."
1058,"Yes, you did but that last one, you muddled the line between winning and losing."
1059,Yes sir.
1060,"Still, the fact remains."
1061,"I pay $500, I want five goddamn fights!"
1062,So what about my $500?
1063,What about my $500?
1064,You gonna reimburse me?
1065,You even know what reimburse means?
1066,I'll reimburse you!
1067,You will?
1068,Yep.
1069,"You'll pay $500, for practically a oneeyed old Joe ain't fit to push a broom?"
1070,"No, he won't."
1071,He just tired of you toying with him is all.
1072,"Matter of fact, so am I."
1073,But we ain't paying a penny for that pickaninny.
1074,Ain't got no use for him.
1075,"Ain't that right, doc?"
1076,You heard him.
1077,You're gonna have to excuse Mr. Stonesipher's slackjawed gaze.
1078,He ain't never seen a nigger like you ever in his life.
1079,"Ain't that right, Mr. Stonesipher?"
1080,That right.
1081,For that matter...
1082,nor have I.
1083,Now...
1084,seeing as you won't pay a penny for this pickaninny here...
1085,you won't mind me handling this nigger any way I see fit?
1086,He's your nigger.
1087,Mr. Stonesipher?
1088,Let Marsha and her bitches send D'Artagnan to nigger heaven.
1089,"Marsha! Marsha, hey, get him!"
1090,"Get him, get him!"
1091,Yeah!
1092,Your boss looks a little green around the gills for a blood sport like nigger fighting.
1093,"Nah, he just ain't used to seeing a man ripped apart by dogs is all."
1094,You are used to it?
1095,I'm just a little more used to Americans than he is.
1096,"Now, Monsieur Candie..."
1097,whenever you're ready.
1098,We rode five hours so you could show off your stock.
1099,Let's get to it.
1100,"Because as of now, if he's an example, I ain't impressed."
1101,Follow me.
1102,"Line them up to the left here now, boy."
1103,"Stand up straight, now!"
1104,Get up there.
1105,"Get up there, boy."
1106,Come on.
1107,Give me a line!
1108,Give me a line!
1109,Get in line there!
1110,Straighten up!
1111,"Hello! Stephen, my boy!"
1112,"Yeah, yeah, yeah."
1113,"Hello, my ass."
1114,"Who, this nigger up on that nag?"
1115,"Stephen, you have nails for breakfast?"
1116,What's a matter?
1117,Why you so ornery?
1118,You miss me?
1119,"Oh, yes sir."
1120,"I miss you, like a hog miss slop!"
1121,Like a baby miss mammy's titty.
1122,I miss you like I misses a rock in my shoe.
1123,"Now I ask you, who this nigger on that nag?"
1124,"Hey, Snowball?"
1125,"Wanna know my name or the name of my horse, you ask me."
1126,"Just who the hell you calling Snowball, horse boy?"
1127,I'll snatch your black ass off that nag there and in the mud so fast...
1128,make your head spin.
1129,"Stephen, Stephen, Stephen, Stephen."
1130,Let's keep it funny.
1131,Django here's a free man.
1132,This nigger here?
1133,That nigger there.
1134,Let me at least introduce the two of you.
1135,"Django, this is another cheeky black bugger like yourself, Stephen."
1136,"Stephen, this here's Django."
1137,You two oughta hate each other.
1138,"Calvin, just who the hell is this nigger you feels the need to entertain?"
1139,"Django and his friend in gray here, Dr. Schultz, are customers."
1140,"And they are our guests, Stephen."
1141,"And you, you old decrepit bastard, oughta show them every hospitality."
1142,You understand that?
1143,Yes sir. Him I understand.
1144,But I don't know why I got to take lip off this nigger.
1145,You don't have to know why.
1146,Do you understand?
1147,Yes sir. I understand.
1148,"Well, good."
1149,They're spending the night.
1150,Go up in the guest bedrooms and get two ready.
1151,He gonna stay in The Big House?
1152,"Stephen, he's a slaver."
1153,It's different.
1154,In The Big House?
1155,"Well, you got a problem with that?"
1156,"Oh, no."
1157,"I ain't got no problem with it, if you ain't got no problem with burning the bed, the sheets, the pillowcases, everything else when this blackass motherfucker's gone!"
1158,That is my problem!
1159,They are mine to burn!
1160,Now your problem right now is making a good impression!
1161,And I want you to start solving that problem right now and get them goddamn rooms ready!
1162,"Yes sir, Monsieur Candie."
1163,"Go on, now."
1164,Can't believe you brought a nigger to stay in The Big House.
1165,Your daddy rolling over in his goddamned grave.
1166,"Man, the lip on him."
1167,He's getting worse and worse.
1168,"Now, where is my beautiful sister?"
1169,There she is!
1170,"Dr. Schultz, this attractive Southern belle is my widowed sister."
1171,"Darling, you are a tonic for tired eyes."
1172,"May I present to you, Lara Lee CandieFitzwilly."
1173,"Chester, Rodney, Chicken Charly."
1174,Y'all get your ass over by that pen.
1175,"Come on, Charly. Come on, now!"
1176,Let's go.
1177,You know where it is.
1178,Like you on a rope!
1179,"Niggers don't walk around here, niggers run!"
1180,Monsieur Candie?
1181,Yeah.
1182,About that matter about the nigger girl you were talking about?
1183,Nigger gal?
1184,"Yeah, I believe you mentioned she spoke German."
1185,"Yes! Hilda, what about her?"
1186,"Do you think before the demonstration, you could send her around to my room?"
1187,"You little dickens, you."
1188,I don't see why not.
1189,"Stephen, when you get through showing them to their rooms, go fetch Hilda, get her cleaned up and smelling real nice, and sent over to Dr. Schultz's room here."
1190,"Actually, Monsieur Candie, sir, there is a something I ain't told you about yet."
1191,What?
1192,Hilda in the Hot Box.
1193,What's she doing there?
1194,What you think she doing there in the Hot Box?
1195,She being punished.
1196,What she do?
1197,She run off again.
1198,"Jesus Christ Stephen, how many people ran away while I was gone?"
1199,Two.
1200,When did she go?
1201,Last night.
1202,They brung her back this morning.
1203,How bad did Stonesipher's dogs tear her up?
1204,"Lucky for her, they was out chasing D'Artagnan's ass."
1205,"Bill and Cody went looking for her, found her, brung her back."
1206,"Now, she a little beatup."
1207,But she done that to her own damn self running through them damn bushes and shit.
1208,How long she been in the box?
1209,How long you think she been in there?
1210,All damn day.
1211,And the little bitch got ten more days to be in there.
1212,"Still, take her out."
1213,Take her out? Why?
1214,"Because I said so, that's why."
1215,Dr. Schultz is my guest.
1216,Hilda is my nigger.
1217,"Southern hospitality dictates, I make her available to him."
1218,"But, Monsieur Candie, she run off."
1219,"Jesus Christ, Stephen."
1220,What is the point of having a nigger that speaks German if you can't wheel them out when you have a German guest?
1221,"Now, I realize it is inconvenient, but still, you take her ass out."
1222,Yes sir.
1223,Lara Lee!
1224,Will you and Cora be responsible for getting Hilda cleaned up and presentable for Dr. Schultz here.
1225,"Of course, darling."
1226,"Now gentlemen, I do apologize, but I am weary from our travels beyond words."
1227,It is time for me to rest my tired eyes.
1228,Y'all done heard the man!
1229,Get her ass up outta there!
1230,Cora!
1231,Come here!
1232,"Get over there and get her cleaned up, bring her back over here to Dr..."
1233,What he say your name is? Shoots?
1234,Schultz.
1235,Schultz.
1236,Get her back over here.
1237,"Hurry up, girl."
1238,Yes sir.
1239,"Come on, girl."
1240,Stand up.
1241,Is you coming with me or is you gonna sleep in that little box over yonder?
1242,"Hello, ladies."
1243,Dr. Schultz.
1244,May I introduce to you Broomhilda?
1245,"Hilda, this is Dr. Schultz."
1246,"It's a pleasure to meet you, Broomhilda."
1247,I've heard a lot of good things about you.
1248,"Well, it's not every nigger speaks German, don't ya know."
1249,"As I look at you now, Broomhilda, I can see all the passions you inspire are completely justified."
1250,The doctor here speaks German.
1251,And I've been informed you do as well?
1252,"Go ahead, girl."
1253,Speak a little German.
1254,Astonishing.
1255,And I shall bring you...
1256,Much obliged.
1257,Yes.
1258,Don't be afraid.
1259,Don't be afraid.
1260,Pardon.
1261,Thank you.
1262,I promise.
1263,"Hey, Little Trouble Maker."
1264,"You silvertongued devil, you."
1265,"Hurry up, girl."
1266,"These ready, Miss Cora."
1267,"No, no, no, they drinking tonight."
1268,"Go downstairs, get the big jug with the red stuff Monsieur Candie like, hear?"
1269,Get your big pretty ass out the way.
1270,You know you like it.
1271,That's because you knows what I like.
1272,"Come on with these biscuits, girl."
1273,"Look, Monsieur Candie, they were all fine specimens, no doubt about it."
1274,But the best three by far were...
1275,Samson.
1276,What's that other one's name?
1277,Goldie.
1278,Goldie.
1279,And Eskimo Joe.
1280,"By the way, why is he called Eskimo Joe?"
1281,You never know how these nigger nicknames get started.
1282,"His name was Joe, maybe one day he said he was cold."
1283,Who knows?
1284,"Well, regardless, Samson's your best."
1285,We all know that.
1286,"You will never sell him, and I can see why."
1287,He's a champion.
1288,All three are champions.
1289,Samson's the champion.
1290,Them other two pretty good.
1291,"Calvin, now what's this nigger you let..."
1292,It's alright. It's alright.
1293,"You have to understand, Monsieur Candie, while admittedly a neophyte, in the nigger fight game, I do have a little bit of a background in the European traveling circus."
1294,Is that right?
1295,"Hence, I have big ideas when it comes to presentation."
1296,I need something more than just a big nigger.
1297,"Yeah, he needs to have panache."
1298,Need to have what? What?
1299,Panache.
1300,A sense of Showmanship.
1301,"Showmanship, yes."
1302,I want to be able to bill him as The Black Hercules.
1303,"The Black Hercules, isn't that clever?"
1304,More like Niggerles.
1305,"I said and I told, I would pay top dollar, for..."
1306,the right nigger.
1307,"Now I'm not saying that Eskimo Joe is the wrong nigger, per se."
1308,But is he right as rain?
1309,"Oh, Dr. Schultz, I will have you know, there is no one, in the nigger fight game that appreciates the value of showmanship more than Monsieur Calvin J. Candie here."
1310,Nobody.
1311,But one must not forget the most important thing in the nigger fight game.
1312,And that is a nigger that can win fights.
1313,"Now that should be your first, second, third, fourth, and fifth concern."
1314,"Now, after you have that, and you know you have that, then you can start, to implement a grand design."
1315,"In other words, first thing is first."
1316,First thing's first.
1317,I see you two getting on.
1318,Famously.
1319,"Oh, Monsieur Candie, you can't imagine what it's like not to hear your native tongue, in four years."
1320,"Well, hell, I can't imagine two weeks in Boston."
1321,Two weeks in Boston!
1322,"Monsieur Candie, you a mess!"
1323,Two weeks in Boston!
1324,I can't express the joy I felt conversing in my mother tongue.
1325,And Hilda is a charming conversation companion.
1326,"Well, be careful now, Dr. Schultz."
1327,You mighta caught yourself a little dose of nigger love.
1328,"Nigger love's a powerful emotion, boy."
1329,It's like a pool of black tar.
1330,"Once it catches your ass, you're caught."
1331,"Yes sir, you stuck."
1332,"I don't know, doctor."
1333,"You can lay on all the German sweet talk you want, but..."
1334,it looks like this pony's got big eyes for Django.
1335,"Well, naturally."
1336,"It is the soaring, eagle that attracts her attention, not the plucked chicken."
1337,"Dr. Schultz, don't be so down on yourself."
1338,You are quite the dapper European gentleman.
1339,"You got to clean these dishes, you got to put your elbow in these dishes, you hear me?"
1340,"You know that nigger, don't you?"
1341,Who?
1342,Who?
1343,"Don't who me, bitch."
1344,You know who I'm talking about.
1345,At the table?
1346,I don't know him.
1347,You don't know him.
1348,No.
1349,"No, what?"
1350,"No, sir."
1351,"You would not lie to me now, would you?"
1352,Ok.
1353,Yeah. If you say so.
1354,"Eskimo Joe's a quality nigger, no doubt about it."
1355,"But if it was my money, I would not pay no $12,000 for him."
1356,What would your price be?
1357,"Well, if I was inclined to be generous, and I don't know why, I would be inclined to be generous..."
1358,Maybe.
1359,"Dr. Schultz, let me reclarify how this whole negotiation came about."
1360,"You see, it wasn't me who came to you to sell a nigger."
1361,Sure wasn't.
1362,It was you who approached me to buy one.
1363,Sure was.
1364,"Now, that $9,000 figure Bright Boy's been bandying about, that ain't too far off from right."
1365,"And if I wanted to sell Eskimo Joe for that, I could do so any day of the week."
1366,Any day.
1367,"But, like you said in Greenville, doctor..."
1368,I don't want to sell him.
1369,It was only your...
1370,"ridiculous offer of $12,000 that made me even consider it."
1371,"You know, Monsieur Candie, you do possess the power of persuasion."
1372,Why not?
1373,"Monsieur Candie, you have a deal."
1374,"Eskimo Joe, $12,000."
1375,"Hooray, doctor."
1376,Hooray.
1377,And a wise decision that is.
1378,"However, that is a tremendous amount of money."
1379,"And the way you have your Mr. Moguy, I have a lawyer."
1380,Persnickety man named Tuttle.
1381,And I would need my Mr. Tuttle to draw up a legal contract before I'd feel comfortable exchanging that amount of money for flesh.
1382,"Not to mention having Eskimo Joe examined, by a physician of my choosing."
1383,Naturally.
1384,"So, say I return in about..."
1385,five days time.
1386,Five days?
1387,With my Mr. Tuttle.
1388,"And then my Mr. Tuttle and your Mr. Moguy, can hash out the finer details between themselves."
1389,"I say splendid, doctor."
1390,Splendid.
1391,Gentlemen...
1392,may I propose a toast.
1393,To Eskimo Joe.
1394,Or shall we call him.
1395,The Black Hercules?
1396,To The Black Hercules.
1397,The Black Hercules.
1398,To The Black Hercules.
1399,"You was right, doctor."
1400,That name do have panass.
1401,"Hilda, top my drink off."
1402,"So Hilda, how you like serving at the big table in The Big House?"
1403,"When Monsieur Candie talk to you, you answers."
1404,"I like it a lot, Monsieur Candie."
1405,It's a lot better than sizzling in that Hot Box or dragging your ass through a bramble bush.
1406,"But maybe it's not quite as much fun as getting to pleasure all them Mandingos, Sugar bear?"
1407,"Oh, Lord."
1408,She like them niggers.
1409,Sure do.
1410,Like Samson?
1411,"No, sir."
1412,"You know, Monsieur Candie, the doctor here might be interested in seeing Hilda's peeled back, seeing as how they don't have many niggers where he come from."
1413,"Dr. Schultz, when you was alone with Hilda, here, did you just speak German or..."
1414,did you get to take her clothes off?
1415,"No, we just talked and..."
1416,"Oh, so you haven't seen her back?"
1417,I haven't...
1418,"No, no, no, no."
1419,"Stephen's right, you might find this interesting."
1420,"Hilda, go on, take off your dress."
1421,Show Dr. Schultz your back here.
1422,Go on.
1423,Calvin.
1424,I just got her all dressed up and looking nice.
1425,"But, Lara Lee, Dr. Schultz is from Dusseldorf."
1426,They don't got niggers there.
1427,He is a man of medicine.
1428,"I'm sure it would fascinate him, the niggers' endurance for pain."
1429,"These niggers are tough, Dr. Schultz, no doubt about it."
1430,Hilda's got something like four lashes on her back.
1431,"Lara Lee just get one, she'd lose her goddamn mind."
1432,Sure would.
1433,"Look at that, doctor."
1434,It's like a painting. Look at that.
1435,Calvin!
1436,We are eating. Ain't no one wanna look at her whipped up back.
1437,"Fine. Fine, fine, fine, fine."
1438,"After dinner, then, Stephen."
1439,After dinner.
1440,"During the brandies, gentlemen?"
1441,"Cora, come get this girl!"
1442,She a mess.
1443,"Yes, ma'am."
1444,Why are you all undone?
1445,I just got you done up.
1446,Come on in here.
1447,"Baby, you on Stephen bad side, and you need to be on his blind side."
1448,You say you ain't know him.
1449,"I said, you said you ain't know him."
1450,I don't.
1451,"Yes, you do."
1452,Mr. Stephen...
1453,I don't.
1454,Why is you lying to me?
1455,I ain't.
1456,Then why is you crying?
1457,You scaring me.
1458,Why is I'm scaring you?
1459,Because you scary.
1460,To speak German this afternoon with Hilda was positively soulenriching.
1461,"Doctor, that warms my heart to hear that."
1462,You stay right here.
1463,"You indicated earlier, you'd be willing to part with Hilda."
1464,"Why, yes. Yessiree bob, I did."
1465,"In that case, allow me..."
1466,to propose another proposition.
1467,I'm all ears.
1468,"Hurry up, goddamn it!"
1469,Monsieur Candie...
1470,Stephen!
1471,You just interrupted Dr. Schultz here.
1472,"I'm sorry, Dr. Schultz."
1473,My ears ain't worth a damn these days.
1474,Excuse him.
1475,"Monsieur Candie, could I get a word with you in the kitchen?"
1476,You mean get up out of my chair?
1477,If'n you could manage it.
1478,Why?
1479,It's about dessert.
1480,What about dessert?
1481,I'd rather discuss that in private.
1482,We're having white cake!
1483,What sort of melodrama could be brewing back there?
1484,"You right, Monsieur Candie."
1485,You right. I'll handle it myself.
1486,Meet me in the library.
1487,I just can't understand why you won't come talk to these niggers.
1488,"Shit get fucked up around here, you blame me."
1489,"Fine! Fine. Friend Stephen, I..."
1490,I will be along momentarily.
1491,Yes sir.
1492,"Well, gentlemen, as you can see talented as they are, no doubt, in the kitchen, from time to time, adult supervision is required."
1493,If you'll excuse me a moment.
1494,You may clear the dinner service.
1495,You heard him. Go on! Get.
1496,"Hurry up, girl."
1497,"So, Dr. Schultz, why don't you regale us with a tale of the circus."
1498,The circus?
1499,What is the matter?
1500,Them motherfuckers ain't here to buy no Mandingos.
1501,They wants that girl.
1502,"Stephen, what the hell are you talking about?"
1503,They playing your ass for a fool is what I'm talking about.
1504,"They ain't here, for no musclebound Jimmie."
1505,They here for that girl.
1506,Wh... What girl?
1507,Wha... Hilda?
1508,"Yeah, Hilda."
1509,"Her and Django, them niggers know each other."
1510,He just bought Eskimo Joe.
1511,Did he give you any money?
1512,No! Not yet. But...
1513,Then he ain't bought diddly.
1514,"Not yet, no how."
1515,But he's just about to buy...
1516,who he come here to buy when I interrupted him.
1517,"Thank you, Stephen."
1518,"You're welcome, Calvin."
1519,Where you getting all this?
1520,"Why would they go through all that trouble for a nigger with a chewed up back, ain't worth $300?"
1521,They doing it because that nigger Django's in love with Hilda.
1522,She probably his wife.
1523,"Now, why that German gives a fuck who that uppity son of a bitch is in love with, I'm sure I don't know."
1524,If she's who they want...
1525,why this whole...
1526,"snake oil pitch about Mandingos, then?"
1527,You would not pay no never mind to no $300.
1528,"But that 12,000?"
1529,"That made you real friendly, now, didn't it?"
1530,"Yes, it did."
1531,His wife?
1532,"If it had been a snake, it would have bit me."
1533,Those lying...
1534,goddamn time...
1535,wasting sons of bitches.
1536,Sons of bitches!
1537,"Out of New Orleans, so I have quite a bit of practice with theater types."
1538,"Oh, there you are."
1539,I was beginning to think that you and that old crow run off together.
1540,"That'd be a hell of a note, would not it?"
1541,"Lara Lee, I was just looking out the big window."
1542,Billy Crash is out there dealing with some...
1543,shady slaver trying to sell a passel of ponies.
1544,"Would you be a dear, go out there and give them gals an eyeball?"
1545,"Of course, brother."
1546,"Thank you, darling."
1547,Yeah.
1548,Business never sleeps.
1549,"Apropos, before your exit, we were discussing the possibility of my purchasing Broomhilda."
1550,Ah yes.
1551,"Yes, we were, doctor."
1552,And we will again. In a moment.
1553,Who's your little friend?
1554,This is Ben.
1555,He's a old Joe that...
1556,lived around here for a long time.
1557,And I do mean a long damn time.
1558,"Old Ben here, took care of my daddy..."
1559,and my daddy's daddy.
1560,Till he up and keeled over one day.
1561,Old Ben took care of me.
1562,Growing up the son of a...
1563,a huge plantation owner in Mississippi puts a white man in contact with a whole lotta...
1564,black faces.
1565,"I spent my whole life here, right here, in Candyland, surrounded, by black faces."
1566,"Now, seeing them every day, day in, day out, I only had one question."
1567,Why don't they kill us?
1568,"Now, right out there on that porch, three times a week for 50 years, Old Ben here, would shave my daddy with a straight razor."
1569,"Now, if I was Old Ben, I woulda cut my daddy's goddamn throat and it would not have taken me no 50 years to do it, neither."
1570,But he never did.
1571,Why not?
1572,"You see, the science of phrenology is crucial to understanding the separation of our two species."
1573,"In the skull of the African here, the area associated with submissiveness, is larger than any human or any other subhuman species on planet Earth."
1574,If you examine...
1575,this piece of skull here...
1576,"you will notice, three distinct dimples."
1577,"Here, here, and here."
1578,Now...
1579,"if I was holding the skull of an Isaac Newton or Galileo, these three dimples would be found in the area of the skull most associated with..."
1580,creativity.
1581,But this is the skull of Old Ben.
1582,"And in the skull of Old Ben, unburdened by genius, these three dimples exist in the area of the skull most associated with..."
1583,servility.
1584,"Now, Bright Boy."
1585,I will admit you are pretty clever.
1586,But if I took this hammer here...
1587,and I bashed in your skull with it...
1588,"you would have the same three dimples, in the same place, as Old Ben."
1589,Hey!
1590,Now lay your palms flat on that tabletop!
1591,"If you lift those palms off that turtle shell tabletop, Mr. Pooch is gonna let loose with both barrels of that sawedoff."
1592,"There have been a lot of lies said around this dinner table here tonight, but that you can believe!"
1593,"Mr. Moguy, would you be so kind as to collect the pistol hanging off these boys' hips here?"
1594,Thank you ever so much.
1595,Doctor.
1596,Where were we?
1597,Jackass.
1598,Ah yes.
1599,"I do believe, you were just getting ready to make me, a proposition to buy Broomhilda."
1600,Am I right?
1601,Right.
1602,Bring out Hilda!
1603,Get over there yonder.
1604,Sit your ass in that goddamn...
1605,Lay your hand flat on that tabletop.
1606,Now shut your mouth!
1607,"Dr. Schultz, in Greenville, you yourself said, that for the right nigger, you'd be willing to pay what some may consider is a ridiculous amount."
1608,"To which me myself said, What is your definition of ridiculous?"
1609,"To which you said, $12,000."
1610,"Now considering, you all have ridden a whole lot of miles, went through a whole lot of trouble, and done spread a whole lot of bull to purchase this lovely lady right here, it would appear that Broomhilda, is in fact, the right nigger."
1611,"And if you all want to leave Candyland with Broomhilda, the price..."
1612,"is $12,000."
1613,And I take it you prefer the take it or leave it style of negotiation?
1614,"Yes, I do doctor."
1615,"You see, under the laws of Chickasaw County, Broomhilda here, is my property."
1616,"And I can choose to do, with my property, whatever I so desire!"
1617,And if you all think my price...
1618,"for this nigger here, is too steep..."
1619,what I'm gonna desire to do is...
1620,"take this goddamn hammer here, and beat her ass to death with it!"
1621,Right in front of both you all!
1622,"Easy, big fella."
1623,Then we can examine the three dimples inside Broomhilda's skull!
1624,"Now, what's it gonna be, doc?"
1625,What's it gonna be?
1626,May I lift the hands off the tabletop in order to remove my billfold?
1627,"Yes, you may."
1628,That 12.
1629,Sold!
1630,To the man with the exceptional beard and his unexceptional nigger.
1631,Mr. Moguy.
1632,"Yes, Calvin?"
1633,"Will you make these gentlemen a receipt for $12,000, please?"
1634,"$12,000."
1635,It was a pleasure doing business with you all.
1636,"Now gentlemen, if you care to join me in the parlor..."
1637,we will be serving white cake.
1638,"Well done, Calvin."
1639,Excuse me.
1640,"Excuse me, ma'am?"
1641,Could you please stop playing Beethoven?
1642,Take your hands off the harp!
1643,Doctor!
1644,"Doctor, you can't go in there!"
1645,Stephen.
1646,Stephen.
1647,He ain't got no business going in there.
1648,Let it be.
1649,"He's just a little upset, that's all."
1650,I'll handle this.
1651,White cake?
1652,"I don't go in for sweets, thank you."
1653,You brooding about me getting the best of you?
1654,"Actually, I was thinking of that poor devil you fed to the dogs today."
1655,D'Artagnan.
1656,And I was wondering what Dumas would make of all this.
1657,Come again?
1658,Alexandre Dumas.
1659,He wrote The Three Musketeers.
1660,"Yes, of course, doctor."
1661,I figured you must be an admirer.
1662,"You named your slave, after his novel's lead character."
1663,"Now if, Alexandre Dumas had been there today, I wonder what he would have made of it."
1664,You doubt he'd approve?
1665,Yes.
1666,His approval would be a dubious proposition at best.
1667,Softhearted Frenchie.
1668,Alexandre Dumas is black.
1669,Are these Broomhilda's papers?
1670,"Yes, they are."
1671,May I?
1672,Of course.
1673,Thank you.
1674,"That is her bill of sale, her ownership history, and of course, her freedom papers, doctor."
1675,Would you have ink and pen for me?
1676,Right over there on that little table.
1677,Thank you.
1678,Thank you.
1679,Broomhilda Von Shaft...
1680,consider yourself a free woman.
1681,Mr. Candie...
1682,"normally, I would say auf Wiedersehen."
1683,"But since what auf Wiedersehen actually means is till I see you again and since I never wish to see you again, to you sir, I say, goodbye."
1684,Let's go.
1685,Come on.
1686,"One more moment, doctor!"
1687,What?
1688,"It's a custom here in the South, once a business deal is concluded that the two parties, shake hands."
1689,It implies good faith.
1690,I'm not from the South.
1691,But you are...
1692,"in my house, doctor."
1693,So I'm afraid I must insist.
1694,Insist?
