number_of_dialog,start_time,end_time,dialog
343,"00:24:19,218","00:24:21,719","Yo, Vincent Vega. Our man in Amsterdam."
344,"00:24:21,804","00:24:26,224","Jules Winfield, our man in Inglewood. Get your asses on in here."
345,"00:24:26,350","00:24:30,186","-Goddamn, nigger, what's up with them clothes? <i>-You don't even want to know.</i>"
346,"00:24:30,271","00:24:33,523",Where's the big man?
347,"00:24:33,607","00:24:36,526",The big man's right over there takin' care of some business.
348,"00:24:36,610","00:24:41,072","Why don't you hang back a second or two. You see the white boy leave, just go on over."
349,"00:24:43,784","00:24:45,994",<i>[VINCENT] How ya been?</i>
350,"00:24:46,120","00:24:50,039",-I been doin' pretty good. How 'bout yourself? -All right.
351,"00:24:51,667","00:24:54,502",So I hear you're takin' Mia out tomorrow.
352,"00:24:57,673","00:24:59,841",At Marsellus's request.
353,"00:25:01,135","00:25:03,636",-Have you met Mia? -Not yet.
354,"00:25:03,762","00:25:06,889",-[CHUCKLES] -What's so fuckin' funny?
355,"00:25:07,016","00:25:09,600",-Not a goddamn thing. -I got to piss.
356,"00:25:09,685","00:25:13,938","Look, I'm not a fuckin' idiot, all right? It's the big man's wife."
357,"00:25:14,023","00:25:16,691","I'm gonna sit across from her, chew my food with my mouth closed,"
358,"00:25:16,775","00:25:18,735","laugh at her fuckin' jokes, and that's it."
359,"00:25:18,819","00:25:21,946","Hey, my name's Paul, and this shit's between y'all."
360,"00:25:22,031","00:25:25,074",Then what'd you fuckin' ask me about it for?
361,"00:25:25,159","00:25:27,660",[WHISPERS] Asshole.
362,"00:25:33,876","00:25:36,085",-Gimme a pack of Red Apples. -Filters?
363,"00:25:36,170","00:25:38,087",No.
364,"00:25:40,924","00:25:44,844","-You lookin' at somethin', friend? -You ain't my friend, palooka."
365,"00:25:46,930","00:25:50,433","-What was that? -I think you heard me just fine, punchy."
366,"00:25:50,517","00:25:53,102",<i>MARSELLUS] Vincent Vega's in the house?</i>
367,"00:25:53,187","00:25:56,481","<i>My nigger, get your ass over here.</i>"
368,"00:26:04,073","00:26:06,824","-What's up? -Man, I'm really sorry."
369,"00:26:06,909","00:26:09,077",You shouldn't worry about it.
370,"00:26:09,161","00:26:12,121",Pack of Red Apples. $1.40.
371,"00:26:14,625","00:26:16,959",And some matches.
372,"00:26:20,089","00:26:22,006",Thanks.
373,"00:26:23,884","00:26:28,179",<i>[WOMAN] It's as if it turns every part of your body into the tip of a penis.</i>
374,"00:26:28,263","00:26:32,183",-Whoa. -I'll lend it to you. It's a great book on piercing.
375,"00:26:32,267","00:26:36,646","That gun to pierce your ears, they don't use that to pierce your nipples, do they?"
376,"00:26:36,730","00:26:40,566",Forget that gun. That guns goes against the entire idea behind piercing.
377,"00:26:40,651","00:26:45,530","All my piercing, 18 places on my body, every one of 'em done with a needle."
378,"00:26:45,614","00:26:49,075","Five in each ear, one through the nipple of my left breast,"
379,"00:26:49,159","00:26:52,286","two in my right nostril, one in my left eyebrow,"
380,"00:26:52,371","00:26:55,206","one in my belly, one in my lip, one in my clit,"
381,"00:26:55,290","00:26:58,751",-and I wear a stud in my tongue. <i>-[VINCENT] Excuse me.</i>
382,"00:26:58,836","00:27:00,753","I was just curious,"
383,"00:27:00,838","00:27:04,715","but, um... why would you wear a stud in your tongue?"
384,"00:27:04,800","00:27:08,261",Sex thing. Helps fellatio.
385,"00:27:08,345","00:27:12,306",Vincenzo. Step in my office.
386,"00:27:19,106","00:27:22,150",This is Panda from Mexico. Very good stuff.
387,"00:27:22,234","00:27:25,653","Now, that's Bava. Different, but equally good."
388,"00:27:25,737","00:27:28,656",And that is Choco from the Harz Mountains of Germany.
389,"00:27:28,740","00:27:33,161","Now, the first two are the same. 300 a gram. Those are friend prices."
390,"00:27:33,245","00:27:36,205",But this one is a little more expensive.
391,"00:27:36,290","00:27:38,666",This is 500 a gram.
392,"00:27:38,750","00:27:42,128","But, when you shoot it, you will know where that extra money went."
393,"00:27:42,212","00:27:46,299","There's nothing wrong with these two. This is real, real, real good shit."
394,"00:27:46,383","00:27:50,052",But this one is a fuckin' madman.
395,"00:27:50,137","00:27:52,889","Remember, I just got back from Amsterdam."
396,"00:27:52,973","00:27:55,975",Am I a nigger? Are we in Inglewood? No.
397,"00:27:56,059","00:27:59,228","You're in my home. Now, white people who know the difference..."
398,"00:27:59,313","00:28:02,273","between good shit and bad shit, this is the house they come to."
399,"00:28:02,357","00:28:05,693","Now, my shit, I'll take the Pepsi Challenge with that Amsterdam shit..."
400,"00:28:05,819","00:28:09,113",-any old day of the fuckin' week. -That's a bold statement.
401,"00:28:09,198","00:28:13,034","This ain't Amsterdam, Vince. This is a seller's market."
402,"00:28:13,118","00:28:17,121",Coke is fuckin' dead as... dead.
403,"00:28:17,206","00:28:21,042","Heroin, it's comin' back in a big fuckin' way."
404,"00:28:22,336","00:28:25,796",-All right. Gimme three grams of madman. -Okay.
405,"00:28:25,881","00:28:29,300","Now, if it's as good as you say it is, I'll come back and buy another thousand."
406,"00:28:29,384","00:28:32,136","I just hope that I still have some left for ya,"
407,"00:28:32,221","00:28:36,390",but I'm givin' you some out of my own private stash.
408,"00:28:36,475","00:28:39,602",That is what a nice guy I am.
409,"00:28:39,728","00:28:43,814","-I'm outta balloons. Is a baggie all right? -Yeah, that's cool."
410,"00:28:43,899","00:28:45,858",All right. I'll just get one for ya.
411,"00:28:45,943","00:28:50,863","Honey, will you get me some baggies and, uh, twistix from the kitchen?"
412,"00:28:50,948","00:28:52,907",<i>[WOMAN] Okay.</i>
413,"00:28:52,991","00:28:56,452","Hey, uh, what do you think about Trudi? She ain't got a boyfriend."
414,"00:28:56,578","00:28:59,830",-You wanna hang out and get high? -Which one's Trudi?
415,"00:28:59,957","00:29:04,126","-The one with all the shit in her face? -No, that's Jody."
416,"00:29:04,211","00:29:06,587",That's my wife.
417,"00:29:06,713","00:29:11,259","-[CHUCKLES] I'm sorry, man. -Thank you."
418,"00:29:11,385","00:29:15,221","-No, I can't. I gotta be someplace. -All right, no problemo."
419,"00:29:15,305","00:29:18,015",-I'll take a rain check. -[KNOCKING]
420,"00:29:18,100","00:29:21,435","-Oh. -Thank you, Jody."
421,"00:29:21,520","00:29:24,814",<i>Still got your Malibu?</i>
422,"00:29:24,898","00:29:27,942","Oh, man, you know what some fucker did the other day?"
423,"00:29:28,068","00:29:29,944",<i>-What?</i> -Fuckin' keyed it.
424,"00:29:30,070","00:29:33,656","-Oh, man, that's fucked up. <i>-Tell me about it.</i>"
425,"00:29:33,740","00:29:36,409",I had it in storage for three years.
426,"00:29:36,493","00:29:40,830","It was out five days, and some dickless piece of shit fucked with it."
427,"00:29:40,914","00:29:45,334","<i>They should be fuckin' killed, man. No trial, no jury, straight to execution.</i>"
428,"00:29:45,419","00:29:50,089",I wish I could've caught him doin' it. I'd have given anything to catch that asshole.
429,"00:29:50,215","00:29:54,927",-It'd been worth him doin' it just so I could've caught him. -What a fucker!
430,"00:29:55,012","00:29:57,763",What's more chicken-shit than fuckin' with a man's automobile?
431,"00:29:57,889","00:30:00,725",-Don't fuck with another man's vehicle. -You don't do it.
432,"00:30:00,851","00:30:03,227",-It's just against the rules. -Thank you.
433,"00:30:03,312","00:30:05,438",Thank you.
434,"00:30:05,564","00:30:08,357","-Mind if I shoot up here? -Hey, mi casa es su casa."
435,"00:30:08,442","00:30:11,736",Muchas gracias.
436,"00:30:11,820","00:30:15,323","â™ªâ™ª [""BULLWINKLE PART II""]"
437,"00:31:24,351","00:31:26,394",<i>[CAR DOOR CLOSING]</i>
438,"00:31:54,673","00:31:58,759",<i>[MIA'S VOICE] Hi Vincent. I'm getting dressed. The door's open.</i>
439,"00:31:58,844","00:32:03,013",<i>Come inside and make yourself a drink. Mia.</i>
440,"00:32:03,098","00:32:06,559","â™ªâ™ª [""SON OF A PREACHER MAN""]"
441,"00:32:11,940","00:32:13,899",Hello?
442,"00:32:13,984","00:32:15,985",â™ª Billy Raye was a preacher's son â™ª
443,"00:32:16,069","00:32:18,487",â™ª And when his daddy would visit he'd come along â™ª
444,"00:32:18,572","00:32:20,740",Vincent.
445,"00:32:22,951","00:32:25,244",<i>[MIA ON INTERCOM] Vinceeent.</i>
446,"00:32:25,328","00:32:27,246",<i>I'm on the intercom.</i>
447,"00:32:27,330","00:32:29,957",Where isâ€” Where is the intercom?
448,"00:32:30,041","00:32:33,377",It's on the wall by the two African fellows.
449,"00:32:33,462","00:32:35,546",<i>To your right.</i>
450,"00:32:38,675","00:32:40,760",<i>Warm.</i>
451,"00:32:40,844","00:32:42,928",<i>Warmer.</i>
452,"00:32:43,013","00:32:45,014",<i>Disco.</i>
453,"00:32:45,098","00:32:47,683",Hello?
454,"00:32:47,768","00:32:51,061",<i>Push the button if you want to talk.</i>
455,"00:32:51,146","00:32:53,230",Hello?
456,"00:32:53,315","00:32:57,109","Go make yourself a drink, and I'll be down in two shakes of a lamb's tail."
457,"00:32:57,194","00:33:00,613",<i>The bar's by the fireplace.</i>
458,"00:33:02,491","00:33:04,533",Okay.
459,"00:33:04,618","00:33:07,036",â™ª When he started sweet talkin' to me â™ª
460,"00:33:07,120","00:33:09,872",â™ª He come and tell me everything is all right â™ª
461,"00:33:09,956","00:33:12,583",â™ª He'd kiss me and tell me everything is all right â™ª
462,"00:33:12,667","00:33:14,585",â™ª Can I get away again tonight â™ª
463,"00:33:14,669","00:33:17,296",â™ª The only one who could ever reach me â™ª
464,"00:33:17,380","00:33:19,965",â™ª Was the son of a preacher man â™ª
465,"00:33:20,050","00:33:23,093",â™ª The only boy who could ever teach me â™ª
466,"00:33:23,178","00:33:26,138","â™ª Was the son of a preacher man Yes, he was â™ª"
467,"00:33:26,223","00:33:28,474",â™ª He was â™ª
468,"00:33:28,600","00:33:31,227","-â™ª Lord he knows he was â™ª â™ª Yes, he was â™ª -[DRINK POURS]"
469,"00:33:33,855","00:33:36,273",-[CHOPPING] -â™ª How well I remember â™ª
470,"00:33:36,358","00:33:39,109",â™ª The look that was in his eyes â™ª
471,"00:33:39,194","00:33:41,654",â™ª Stealing kisses from me on the sly â™ª
472,"00:33:41,738","00:33:44,323",â™ª Taking time to make time â™ª
473,"00:33:44,407","00:33:46,867",â™ª Telling me that he's all mine â™ª
474,"00:33:46,993","00:33:49,912",-â™ª Learning from each other's knowin' â™ª -[SNIFFING]
475,"00:33:49,996","00:33:52,081",â™ª Looking to see how much we've grown â™ª
476,"00:33:52,165","00:33:54,625",â™ª And the only one who could ever reach me â™ª
477,"00:33:54,709","00:33:56,961",â™ª Was the son of a preacher man â™ª
478,"00:33:57,045","00:33:59,964",â™ª The only boy who could ever teach me â™ª
479,"00:34:00,048","00:34:02,383","â™ª Was the son of a preacher man Yes, he was â™ª"
480,"00:34:02,509","00:34:05,302","â™ª Was, was â™ª â™ª He was â™ª"
481,"00:34:05,387","00:34:08,055","-â™ª Oh, yes, he was â™ªâ™ª -[MUSIC STOPS]"
482,"00:34:08,139","00:34:09,890",<i>[MIA] Let's go.</i>
483,"00:34:15,564","00:34:17,523",What the fuck is this place?
484,"00:34:17,607","00:34:21,068",This is Jackrabbit Slim's.
485,"00:34:21,194","00:34:23,445",-An Elvis man should love it. -[SIGHS]
486,"00:34:23,572","00:34:27,783","-Come on, Mia. Let's go get a steak. -You can get a steak here, Daddy-O."
487,"00:34:27,868","00:34:30,661",Don't be aâ€”
488,"00:34:30,745","00:34:34,164","Oh, after you, kitty-cat."
489,"00:34:34,249","00:34:37,960",<i>[PEOPLE CHATTERING]</i>
490,"00:34:51,516","00:34:53,517",<i>[PEOPLE CHEERING]</i>
491,"00:34:53,602","00:34:57,313","Good evening, ladies and gentlemen. Now, how may I help you?"
492,"00:34:57,439","00:35:00,232",-There's a reservation under Wallace. -Wallace?
493,"00:35:00,358","00:35:03,235","-â™ªâ™ª [""WAITIN' IN SCHOOL""] -We reserved a car."
494,"00:35:03,320","00:35:08,866","Oh, a car. Why don't you seat 'em over there in the Chrysler."
495,"00:35:08,950","00:35:12,286","â™ª School gal, baby gonna tell you some news â™ª"
496,"00:35:12,370","00:35:14,538",â™ª Sure do look good in them baby-doll shoes â™ª
497,"00:35:14,623","00:35:19,376","â™ª It's one, two, buckle the shoes three, four, get out on the floor â™ª"
498,"00:35:19,461","00:35:24,757","â™ª Five, six, come get your kicks down at the corner of Lincoln and 46th, yeah â™ª"
499,"00:35:28,094","00:35:30,304",â™ª All right â™ª
500,"00:35:32,849","00:35:35,100",â™ª I've been waitin' in school all day long â™ª
501,"00:35:35,185","00:35:37,269",â™ª Waiting on the bell to ring so I can go home â™ª
502,"00:35:37,354","00:35:39,813",â™ª Throw my books on the table Pick up the telephone â™ª
503,"00:35:39,940","00:35:41,982","-â™ª Come on, baby â™ª <i>-[MAN] Coffee, please? Decaf!</i>"
504,"00:35:42,108","00:35:44,401",<i>-[MARILYN] Just a minute.</i> -â™ª Heading down to the drugstore to get a soda pop â™ª
505,"00:35:44,486","00:35:46,820",â™ª Throw a nickel in the jukebox then we start to rock â™ª
506,"00:35:46,905","00:35:48,948",â™ª School gal baby gonna tell you some news â™ª
507,"00:35:49,032","00:35:51,075",â™ª You sure do look good in them baby-doll shoes â™ª
508,"00:35:51,159","00:35:53,827","â™ª Well, it's one, two buckle the shoes â™ª"
509,"00:35:53,912","00:35:56,246","â™ª Three, four get out on the floor â™ª"
510,"00:35:56,331","00:36:00,209","â™ª Five, six, come get your kicks down at the corner of Lincoln and 46th â™ª"
511,"00:36:00,293","00:36:04,964",<i>[CHATTERING]</i>
512,"00:36:05,048","00:36:08,050",â™ª Gonna rock all night just wait and see â™ªâ™ª
513,"00:36:08,134","00:36:11,845","<i>-[MAN] Ricky, Ricky, Ricky! -[PEOPLE CHEERING]</i>"
514,"00:36:13,682","00:36:16,558",[ED SULLIVAN IMPERSONATOR] Let's hear it for Ricky Nelson!
515,"00:36:16,643","00:36:20,020","-Fantastic job, Rick. Thank you very much. -[MIA] Vincent!"
516,"00:36:24,025","00:36:27,277","<i>[SULLIVAN] Ah just to let you all know, Ricky will be back in the second half of our show,</i>"
517,"00:36:27,362","00:36:31,949",<i>so we hope you enjoy your meals here at Jackrabbit Slim's.</i>
518,"00:36:32,033","00:36:34,368",<i>Thank you.</i>
519,"00:36:34,452","00:36:37,871",Call for...
520,"00:36:37,998","00:36:42,584",<i>-[WAITER] Phil-lip Mor-ris.</i> -[MIA] What do you think?
521,"00:36:42,669","00:36:47,339",I think it's like a wax museum with a pulse.
522,"00:36:47,424","00:36:51,260","Hi, I'm Buddy. What can I get you?"
523,"00:36:51,344","00:36:53,721","â™ªâ™ª [""LONESOME TOWN""]"
524,"00:36:53,805","00:36:58,100","Let's see, steak, steak, steak. Oh, yeah, I'll have the Douglas Sirk steak."
525,"00:36:58,226","00:37:00,936",-I'll have that. -How do you want that cooked?
526,"00:37:01,062","00:37:04,356","-Burned to a crisp or bloody as hell? -Bloody as hell, andâ€”"
527,"00:37:04,441","00:37:07,151","Oh, yeah, look at thisâ€” vanilla Coke."
528,"00:37:07,235","00:37:09,194","What about you, Peggy Sue?"
529,"00:37:09,279","00:37:12,614",I'll have the...
530,"00:37:12,699","00:37:16,994","Durward Kirby burger, bloody."
531,"00:37:17,078","00:37:20,998",And... a five-dollar shake.
532,"00:37:21,082","00:37:23,792","How do you want that shake, Martin and Lewis, or Amos 'n Andy?"
533,"00:37:23,877","00:37:28,005",-Martin and Lewis. -Did you just order a five-dollar shake?
534,"00:37:28,089","00:37:30,132",Mm-hmm.
535,"00:37:30,216","00:37:33,302",That's a shake? That's milk and ice cream?
536,"00:37:33,428","00:37:37,848",<i>-Last I heard.</i> -That's five dollars? You don't put bourbon in it or nothin'?
537,"00:37:37,932","00:37:40,267",-No. -Just checking.
538,"00:37:40,351","00:37:43,020",I'll be right back with your drinks.
539,"00:37:43,104","00:37:45,022",[JUKEBOX] â™ª To lonesome town â™ª
540,"00:37:45,106","00:37:49,109",â™ª To cry my troubles away â™ª
541,"00:37:50,695","00:37:54,740","Could you, um... roll me one of those, cowboy?"
542,"00:37:54,824","00:37:57,701","You can have this one, cowgirl."
543,"00:37:57,786","00:37:59,703",-Thanks. -[IGNITES LIGHTER]
544,"00:37:59,788","00:38:02,164",â™ª The streets are filled with regret â™ª
545,"00:38:04,459","00:38:06,460",Think nothin' of it.
546,"00:38:06,544","00:38:10,339",â™ª Lay me down in lonesome town â™ª
547,"00:38:10,465","00:38:13,967",-â™ª I can learn to forget â™ªâ™ª -So...
548,"00:38:14,052","00:38:17,137",Marsellus said you just got back from Amsterdam.
549,"00:38:17,222","00:38:20,349",-Sure did. <i>-How long were you there?</i>
550,"00:38:20,433","00:38:22,976",[INHALES] Just over three years.
551,"00:38:25,480","00:38:28,315",I go there about once a year to chill out for a month.
552,"00:38:28,399","00:38:32,111",No kiddin'? I didn't know that.
553,"00:38:32,195","00:38:35,114",Why would you?
554,"00:38:35,198","00:38:38,158","â™ªâ™ª [""ACE OF SPADES""]"
555,"00:38:39,828","00:38:41,787",I heard you did a pilot.
556,"00:38:42,997","00:38:46,708",-That was my 15 minutes. -What was it?
557,"00:38:46,793","00:38:51,463","It was a show about a team of female secret agents called ""Fox Force Five""."
558,"00:38:51,548","00:38:54,258",-What? -Fox Force Five.
559,"00:38:54,342","00:38:56,593","Fox, as in were a bunch of foxy chicks."
560,"00:38:56,678","00:38:59,138","Force, as in we're a force to be reckoned with."
561,"00:38:59,222","00:39:01,974","And five, as in there's one-two-three-four-five of us."
562,"00:39:02,058","00:39:05,769","<i>There was a blond one, Sommerset O'Neal. She was the leader.</i>"
563,"00:39:05,854","00:39:08,939",The Japanese fox was a kung fu master.
564,"00:39:09,023","00:39:13,110",The black girl was a demolition expert.
565,"00:39:13,194","00:39:16,029",French Fox's speciality was sex.
566,"00:39:16,114","00:39:20,409",-What was your speciality? -Knives.
567,"00:39:20,493","00:39:22,578","<i>The character I played, Raven McCoy,</i>"
568,"00:39:22,662","00:39:26,498",<i>her background was she grew up raised by circus performers.</i>
569,"00:39:26,583","00:39:30,836","According to the show, she was the deadliest woman in the world with a knife."
570,"00:39:30,920","00:39:33,672",And she knew a zillion old jokes.
571,"00:39:33,756","00:39:37,885","Her grandfather, an old vaudevillian, taught her."
572,"00:39:37,969","00:39:41,263","And if we would have got picked up, they would've worked in a gimmick..."
573,"00:39:41,347","00:39:45,225",where every show I would've told another joke.
574,"00:39:46,394","00:39:49,188",You know any of them old jokes?
575,"00:39:49,272","00:39:52,983","Well, I only got the chance to say one 'cause we only did one show."
576,"00:39:53,067","00:39:55,611",-Tell me. -It's corny.
577,"00:39:56,529","00:39:58,572",Don't be that way. Tell me.
578,"00:39:58,698","00:40:02,367","-No, you wouldn't like it, and I'd be embarrassed. <i>-You'd be embarrâ€”</i>"
579,"00:40:02,452","00:40:06,330","You told 50 million people, and you can't tell me?"
580,"00:40:06,456","00:40:10,334","<i>-I promise I won't laugh.</i> -That's what I'm afraid of, Vince."
581,"00:40:10,418","00:40:12,711",That's not what I meant. You know it.
582,"00:40:12,795","00:40:16,215",Now I'm definitely not gonna tell you 'cause it's been built up too much.
583,"00:40:16,299","00:40:18,926",What a gyp. [SIGHS]
584,"00:40:20,094","00:40:22,429",Martin and Lewis.
585,"00:40:25,516","00:40:27,935",Vanilla Coke.
586,"00:40:32,273","00:40:35,567",Mmm. Yummy.
587,"00:40:35,652","00:40:38,612",You think I could have a sip of that?
588,"00:40:40,156","00:40:42,324",Be my guest.
589,"00:40:42,408","00:40:46,411",I gotta know what a five-dollar shake tastes like.
590,"00:40:46,496","00:40:49,957","-You can use my straw. I don't have cooties. -Yeah, but maybe I do."
591,"00:40:50,041","00:40:52,876",Cooties I can handle.
592,"00:40:52,961","00:40:54,962","All right. â™ªâ™ª [""RUMBLE"" BEGINS]"
593,"00:41:02,011","00:41:04,763","Goddamn, that's a pretty fuckin' good milk shake!"
594,"00:41:04,889","00:41:08,976","-Told ya. -I don't know if it was worth five dollars, but it's pretty fuckin' good."
595,"00:41:11,813","00:41:14,648",â™ªâ™ª [CONTINUES]
596,"00:41:43,886","00:41:47,431",-Don't you hate that? -Hate what?
597,"00:41:47,515","00:41:49,850",Uncomfortable silences.
598,"00:41:51,853","00:41:56,356",Why do we feel it's necessary to yak about bullshit in order to be comfortable?
599,"00:41:56,441","00:42:00,360",I don't know. That's a good question.
600,"00:42:00,445","00:42:05,157",That's when you know you found somebody really special.
601,"00:42:05,241","00:42:09,953",When you can just shut the fuck up for a minute and comfortably share silence.
602,"00:42:10,038","00:42:14,166","Well, I don't think we're quite there yet, but don't feel bad. We just met each other."
603,"00:42:15,626","00:42:18,754",I'll tell you what.
604,"00:42:18,838","00:42:22,090",I'm gonna go to the bathroom and powder my nose.
605,"00:42:22,175","00:42:25,385",You sit here... and think of something to say.
606,"00:42:26,596","00:42:28,555",I'll do that.
607,"00:42:30,892","00:42:32,851",Okay.
608,"00:42:45,448","00:42:47,491",[WOLF WHISTLE]
609,"00:42:47,575","00:42:50,035",[PEOPLE APPLAUDING]
610,"00:42:55,124","00:42:58,001",[SNIFFING]
611,"00:42:58,086","00:43:00,253",I said goddamn!
612,"00:43:00,338","00:43:03,507",Goddamn! Goddamn.
613,"00:43:06,094","00:43:08,720",<i>[WOMAN] I need some hair spray.</i>
614,"00:43:10,765","00:43:13,767","â™ªâ™ª [""SINCE I FIRST MET YOU""]"
615,"00:43:14,560","00:43:16,520",Mmmm.
616,"00:43:16,604","00:43:20,941",Don't you just love it when you come back from the bathroom to find your food waiting for you?
617,"00:43:21,025","00:43:23,402",We're lucky we got anything at all.
618,"00:43:23,486","00:43:26,613",I don't think Buddy Holly's much of a waiter.
619,"00:43:26,697","00:43:29,783",Maybe we should've sat in Marilyn Monroe's section.
620,"00:43:29,909","00:43:32,953","-Which one? There's two Monroes. <i>-No, there's not.</i>"
621,"00:43:33,037","00:43:35,372",That is Marilyn Monroe.
622,"00:43:35,456","00:43:38,166",That is Mamie Van Doren.
623,"00:43:38,251","00:43:43,171","I don't see Jayne Mansfield, so she must have the night off."
624,"00:43:43,256","00:43:46,675",-Pretty smart. -Yeah. I got my moments.
625,"00:43:46,759","00:43:51,138","-So did you think of somethin' to say? -Actually, I did."
626,"00:43:52,765","00:43:54,724",However...
627,"00:43:56,436","00:43:59,438","you seem like a really nice person, and Iâ€”"
628,"00:43:59,522","00:44:02,357",-I don't want to offend you. -Oooh.
629,"00:44:02,442","00:44:07,612","This doesn't sound like the usual, mindless, boring, gettin'-to-know-you chitchat."
630,"00:44:07,697","00:44:10,699",This sounds like you actually have somethin' to say.
631,"00:44:10,783","00:44:13,535","Well, well, I do. I do."
632,"00:44:13,661","00:44:17,706","-[INHALES] But you have to promise not to be offended. <i>-No, no no no.</i>"
633,"00:44:17,832","00:44:22,043",You can't promise somethin' like that. I have no idea what you're gonna ask me.
634,"00:44:22,128","00:44:26,965","You can ask me what you're gonna ask me, and my natural response could be to get offended."
635,"00:44:27,049","00:44:29,384","Then through no fault of my own, I would have broken my promise."
636,"00:44:29,510","00:44:32,179",-Let's just forget it. -That's an impossibility.
637,"00:44:32,263","00:44:36,308",Trying to forget anything as intriguing as this would be an exercise in futility.
638,"00:44:36,392","00:44:38,560","-Is that a fact? <i>-And besides,</i>"
639,"00:44:38,686","00:44:43,690","-isn't it more, uh, exciting when you don't have permission? <i>-All right, all right.</i>"
640,"00:44:43,774","00:44:46,568","Well, here goes."
641,"00:44:46,652","00:44:49,654",What did you think about what happened to Antwan?
642,"00:44:49,739","00:44:53,158",-Who's Antwan? -Tony Rocky Horror. You know him.
643,"00:44:53,242","00:44:56,453",-He fell out of a window. -Hmm. Hmm.
644,"00:44:56,537","00:45:01,249","Well, that is one way to say it. Another way to say it would be that he was thrown out."
645,"00:45:01,334","00:45:04,461",Another way would be he was thrown out by Marsellus.
646,"00:45:04,545","00:45:09,674","Yet, even another way is to say he was thrown out of a window by Marsellus because of you."
647,"00:45:09,759","00:45:12,177",-Is that a fact? <i>-No.</i>
648,"00:45:12,261","00:45:15,347","No, it's not a fact. It's just what I heard. That's just what I heard."
649,"00:45:15,473","00:45:18,350",-Who told you? <i>-They.</i>
650,"00:45:18,434","00:45:20,894","""They"" talk a lot, don't they?"
651,"00:45:20,978","00:45:22,979",[CHUCKLES]
652,"00:45:23,064","00:45:25,732",They certainly do. They certainly do.
653,"00:45:25,816","00:45:30,195","-Don't be shy, Vincent. What else did ""they"" say? -Well I'mâ€” I'm not shy."
654,"00:45:30,279","00:45:32,822","-Umâ€” -Did it involve the ""F"" word?"
655,"00:45:32,907","00:45:36,910","No--no, no, no, no, no. They just said that Antwan had given you a foot massage."
656,"00:45:38,412","00:45:41,039",-And? -Andâ€” And nothin'.
657,"00:45:41,123","00:45:44,000",That's it.
658,"00:45:44,085","00:45:46,127",You heard Marsellus...
659,"00:45:46,212","00:45:50,507",threw Tony Rocky Horror out of a fourth-story window for giving me a foot massage?
660,"00:45:50,633","00:45:52,551",<i>-Mm-hmm.</i> -And you believe that?
661,"00:45:52,635","00:45:57,180","[CHUCKLES] Well, I mean, the time I was told it sounded reasonable."
662,"00:45:57,265","00:46:00,350",Marsellus throwing Tony out of a fourth-story window...
663,"00:46:00,434","00:46:03,478",for massaging my feet seemed reasonable?
664,"00:46:03,563","00:46:07,023","No, it seemed excessive, but that doesn't mean it didn't happen."
665,"00:46:07,108","00:46:09,734",I understand that Marsellus is very protective of you.
666,"00:46:09,819","00:46:14,447",A husband being protective of his wife is one thing.
667,"00:46:14,532","00:46:18,243",A husband almost killing another man for touching his wife's feet is something else.
668,"00:46:18,527","00:46:20,870",But did it happen?
669,"00:46:21,050","00:46:26,835",Only thing Antwan ever touched of mine was my hand when he shook it... at my wedding.
670,"00:46:26,919","00:46:29,296",Really?
671,"00:46:29,280","00:46:32,716","Truth is, nobody knows why Marsellus threw Tony out that window..."
672,"00:46:32,700","00:46:34,718",except Marsellus and Tony.
673,"00:46:34,802","00:46:38,763","When you little scamps get together, you're worse than a sewing circle."
674,"00:46:38,848","00:46:42,767",Ladies and gentlemen. Now the moment you've all been waiting for.
675,"00:46:42,852","00:46:47,897",The world-famous Jackrabbit Slim's twist contest.
676,"00:46:47,982","00:46:50,233",[APPLAUSE]
677,"00:46:50,318","00:46:54,613","Now, this is where one lucky couple..."
678,"00:46:54,697","00:46:59,159",will win this handsome trophy that Marilyn here is holding.
679,"00:46:59,243","00:47:02,787","Now, who will be our first contestants?"
680,"00:47:02,872","00:47:05,165",-Right here! <i>-[MAN] All right!</i>
681,"00:47:05,249","00:47:08,251","-I wanna dance. -No, no, no, no, no, no."
682,"00:47:08,336","00:47:13,048","No, no, no, no, no, no, no. I do believe Marsellus, my husband, your boss,"
683,"00:47:13,132","00:47:16,551",told you to take me out and do whatever I wanted.
684,"00:47:16,636","00:47:20,305",Now I wanna dance; I wanna win; I want that trophy.
685,"00:47:20,389","00:47:22,974",-So dance good. -All right. You asked for it.
686,"00:47:23,059","00:47:26,019",Let's hear it for our first contestants.
687,"00:47:30,650","00:47:35,904","Now let's meet our first contestants here this evening. Young lady, what is your name?"
688,"00:47:35,988","00:47:37,947",Mrs. Mia Wallace.
689,"00:47:38,032","00:47:40,659",And how 'bout your fella here?
690,"00:47:40,743","00:47:42,577",Vincent Vega.
691,"00:47:42,662","00:47:46,039","All right, let's see what you can do. Take it away!"
692,"00:47:46,165","00:47:49,084",<i>-[WOMAN] Go for it. -[MAN] Come on!</i>
693,"00:48:04,850","00:48:07,310","â™ªâ™ª [""YOU NEVER CAN TELL""]"
694,"00:48:07,395","00:48:11,356",â™ª It was a teenage wedding and the old folks wished them well â™ª
695,"00:48:13,359","00:48:17,320",â™ª You could see that Pierre did truly love the mademoiselle â™ª
696,"00:48:19,407","00:48:23,493",â™ª And now the young monsieur and madame have rung the chapel bell â™ª
