number_of_dialog,start_time,end_time,dialog
391,"00:17:47,060","00:17:48,686","- Hey! - Yeah, but you know what?"
392,"00:17:48,770","00:17:50,271",That whole part about lighting farts is bullshit.
393,"00:17:50,355","00:17:51,355",You can't do that.
394,"00:17:52,524","00:17:53,524",No way!
395,"00:17:54,651","00:17:57,653","Okay, Kenny, I'll bet you $100 you can't light a fart on fire!"
396,"00:18:04,828","00:18:07,163","- Holy shit, dude! - Ahh! Oh, my God!"
397,"00:18:07,998","00:18:10,166","Oh, shit! Oh, shit!"
398,"00:18:10,709","00:18:13,252",- Somebody do something! - This stick is on fire!
399,"00:18:19,635","00:18:22,470","- Oh, my God, you killed Kenny! - You bastard!"
400,"00:18:22,554","00:18:25,056","Well, I guess you can light a fart on fire, huh?"
401,"00:18:27,935","00:18:30,227",Load that IV with 70 cc's of sodium pentothal!
402,"00:18:30,312","00:18:32,313","- We just called the parents. - Oh, shit, dude!"
403,"00:18:32,397","00:18:33,522",Now our moms are gonna find out we went
404,"00:18:33,607","00:18:34,982",to the Terrance and Phillip movie again!
405,"00:18:35,067","00:18:36,233",Vacuum!
406,"00:18:36,318","00:18:38,903",Try to untangle his trachea and esophagus.
407,"00:18:38,987","00:18:40,321","- Dude! - No, that doesn't go there!"
408,"00:18:43,158","00:18:44,158",Oh!
409,"00:18:44,242","00:18:45,952","- Gross, Stan! - That's sick."
410,"00:18:46,036","00:18:48,287",- Watch his liver. - I'll get it.
411,"00:18:48,872","00:18:50,331","We have precious little time left, people."
412,"00:18:50,415","00:18:51,415",We're gonna lose him soon.
413,"00:18:51,500","00:18:53,960","- Doctor, his heart stopped! - Let's get it out of there."
414,"00:18:54,044","00:18:56,295",We need to zap this quick!
415,"00:18:57,839","00:19:00,925","- Who's making a potato? - My bad, sir. I missed lunch."
416,"00:19:01,009","00:19:03,678",Damn it! I'm not gonna lose this kid!
417,"00:19:03,971","00:19:06,055",Close him up. We've done all we can.
418,"00:19:06,139","00:19:08,182",The rest is up to God.
419,"00:19:09,768","00:19:12,561","Kenny? Kenny, can you hear me?"
420,"00:19:12,646","00:19:14,188","How are you feeling, son?"
421,"00:19:15,607","00:19:17,900","Great. Son, I have some bad news."
422,"00:19:17,985","00:19:20,695",We accidentally replaced your heart with a baked potato.
423,"00:19:20,779","00:19:21,988",You have about three seconds to live.
424,"00:19:23,740","00:19:25,491","Ah! Fucking weak, dude!"
425,"00:19:25,575","00:19:28,369","- Oh, my God, they killed Kenny! - You bastards!"
426,"00:19:28,453","00:19:32,498",Damn it! It never gets any easier!
427,"00:19:36,420","00:19:39,338",I bet him he couldn't do it. I bet him $100.
428,"00:19:39,423","00:19:40,840","Come on, Cartman, it's not your fault."
429,"00:19:40,924","00:19:42,925","No, I know. I'm just fucking stoked I don't have to pay him."
430,"00:19:43,010","00:19:46,429","Oh! That's real nice! He was your friend, you fat fuck!"
431,"00:19:46,513","00:19:49,682","So, boys, you saw that movie again?"
432,"00:19:49,766","00:19:52,101","- Yes. - Well, Kyle, I have had it!"
433,"00:19:52,185","00:19:54,395",You are grounded for the next two weeks!
434,"00:19:55,897","00:19:58,441","- Grounded? - And you, Stan. Come on."
435,"00:19:58,525","00:20:00,818","And you're grounded for three weeks, Eric."
436,"00:20:00,902","00:20:03,070",Why am I grounded more? That's fucking bullshit!
437,"00:20:04,281","00:20:06,198","What? What? What? What was that word, young man?"
438,"00:20:20,881","00:20:23,799",Little boy at peace
439,"00:20:23,884","00:20:27,428",What is this place beyond the stars?
440,"00:20:27,971","00:20:30,347",Open up your eyes
441,"00:20:30,974","00:20:34,894",What are these things you're moving toward?
442,"00:20:34,978","00:20:37,980",Head so full of wonder
443,"00:20:38,065","00:20:40,399",Worries in the past
444,"00:20:40,650","00:20:43,319",Could it be that you are free at last?
445,"00:20:45,197","00:20:46,238",No!
446,"00:20:53,080","00:20:55,748",Little boy You're going to hell!
447,"00:20:55,832","00:20:57,208",You said bad words Threw rocks at the birds
448,"00:20:57,292","00:20:58,667",And now this is your hotel
449,"00:20:58,752","00:21:02,213","You ain't going back This ain't Disneyland, it's hell!"
450,"00:21:03,256","00:21:05,925","Little boy, it's time for you to pay"
451,"00:21:06,009","00:21:07,259",For hurting that bird and not going to church
452,"00:21:07,344","00:21:08,677",And staring at boobs every day
453,"00:21:08,762","00:21:11,847","Thought you were in bed Instead, you're in hell!"
454,"00:21:13,183","00:21:16,268","Hell isn't good, hell isn't good Hell!"
455,"00:21:17,521","00:21:19,688","Hell isn't good, hell isn't good Hell!"
456,"00:21:21,691","00:21:23,359","Hey, fuck-face, have you seen Gracie?"
457,"00:21:23,443","00:21:26,862",There is orderliness in the universe.
458,"00:21:27,489","00:21:29,532","Hell isn't good, hell isn't good No!"
459,"00:21:40,418","00:21:43,504","Parents, our children are out of control!"
460,"00:21:43,588","00:21:47,299",This is what happens when toilet humor is allowed to run rampant!
461,"00:21:47,384","00:21:49,468",That's right. Kenny set himself on fire
462,"00:21:49,553","00:21:52,471",because he saw Terrance and Phillip do it in that dirty movie!
463,"00:21:52,556","00:21:55,891",We must stop dirty language from getting to our children's ears!
464,"00:21:55,976","00:21:57,977",We must go fight the source of it!
465,"00:21:58,061","00:21:59,728",But what is the source?
466,"00:21:59,813","00:22:01,480",Oh! That's easy.
467,"00:22:01,773","00:22:04,650",Times have changed Our kids are getting worse
468,"00:22:04,734","00:22:08,028",They won't obey their parents They just want to fart and curse
469,"00:22:08,113","00:22:09,405",Should we blame the government?
470,"00:22:09,489","00:22:10,990",Or blame society?
471,"00:22:11,074","00:22:13,450",Or should we blame the images on TV?
472,"00:22:13,535","00:22:15,494",No! Blame Canada!
473,"00:22:15,579","00:22:16,996",Blame Canada!
474,"00:22:17,080","00:22:20,166",With all their beady little eyes and flapping heads so full of lies
475,"00:22:20,250","00:22:23,210",Blame Canada! Blame Canada!
476,"00:22:23,295","00:22:24,753",We need to form a full assault
477,"00:22:24,838","00:22:26,589",It's Canada's fault!
478,"00:22:26,756","00:22:29,842",Don't blame me for my son Stan
479,"00:22:29,926","00:22:33,012",He saw the darn cartoon and now he's off to join the Klan
480,"00:22:33,096","00:22:36,015",And my boy Eric once had my picture on his shelf
481,"00:22:36,099","00:22:38,434",But now when I see him he tells me to fuck myself
482,"00:22:38,518","00:22:41,979","Well, Blame Canada! Blame Canada!"
483,"00:22:42,063","00:22:45,232",It seems that everything's gone wrong since Canada came along
484,"00:22:45,317","00:22:48,360",Blame Canada! Blame Canada!
485,"00:22:48,445","00:22:51,655",They're not even a real country anyway
486,"00:22:51,740","00:22:54,783",My son could've been a doctor or a lawyer rich and true
487,"00:22:54,868","00:22:58,162","Instead, he burned up like a piggy on a barbecue"
488,"00:22:58,246","00:23:00,873",Should we blame the matches? Should we blame the fire?
489,"00:23:00,957","00:23:03,167",Or the doctors who allowed him to expire?
490,"00:23:03,251","00:23:04,210","Heck, no!"
491,"00:23:04,294","00:23:07,046",Blame Canada! Blame Canada!
492,"00:23:07,130","00:23:08,714",With all their hockey hullabaloo
493,"00:23:08,798","00:23:10,341","And that bitch Anne Murray, too"
494,"00:23:10,425","00:23:13,510",Blame Canada! Shame on Canada!
495,"00:23:13,595","00:23:14,553",For
496,"00:23:14,638","00:23:16,055",The smut we must stop The trash we must bash
497,"00:23:16,139","00:23:17,598",The laughter and fun must all be undone
498,"00:23:17,682","00:23:19,058",We must blame them and cause a fuss
499,"00:23:19,142","00:23:23,062",Before somebody thinks of blaming us!
500,"00:23:29,069","00:23:30,986","All right, you turds, listen up!"
501,"00:23:31,071","00:23:34,865",Your moms are away at a meeting and they put me in charge of you!
502,"00:23:34,950","00:23:38,244","But you're still grounded, so you're not allowed to have any fun!"
503,"00:23:38,328","00:23:41,497","- Any questions? - Shelly, where's the clitoris?"
504,"00:23:43,500","00:23:46,126",Now you all just sit there and keep your mouths shut
505,"00:23:46,211","00:23:49,505",while I go listen to my Britney Spears records.
506,"00:23:51,633","00:23:52,675","Okay, it's clear."
507,"00:23:54,719","00:23:57,263",Our next guests have the number one movie in the world right now.
508,"00:23:57,347","00:23:59,265",Please welcome Terrance and Phillip!
509,"00:24:00,433","00:24:01,558",Hooray!
510,"00:24:03,436","00:24:05,437","- Hello, Conan. - Hello, Brooke Shields."
511,"00:24:05,522","00:24:07,731","Now, guys, some people claim that your Canadian humor"
512,"00:24:07,816","00:24:09,733",is nothing but immature fart jokes.
513,"00:24:09,818","00:24:13,612","That's not true. Take this classic Canadian joke, for instance."
514,"00:24:13,697","00:24:15,114","Excuse me, Terrance."
515,"00:24:15,198","00:24:16,198","Yes, Phillip?"
516,"00:24:18,451","00:24:19,451",Gosh darn it!
517,"00:24:20,870","00:24:22,913","- Good one, Phillip. Cheers. - Cheers, fuck-face."
518,"00:24:22,998","00:24:24,790","Guys, you can't say that on TV."
519,"00:24:24,874","00:24:26,250",Now Terrance smells like my ass!
520,"00:24:27,419","00:24:30,254",I farted once on the set of Blue Lagoon.
521,"00:24:34,467","00:24:37,052","So, guys, does it make you nervous to be in America?"
522,"00:24:37,137","00:24:38,429",There are a lot of organizations here
523,"00:24:38,513","00:24:40,556",that want you arrested for destroying children.
524,"00:24:40,640","00:24:43,058",- Oh! They'd have to find us first. - You're right.
525,"00:24:43,143","00:24:44,143",Now!
526,"00:24:45,353","00:24:46,395","Terrance and Phillip,"
527,"00:24:46,479","00:24:50,024",Mothers Against Canada is placing you under citizen's arrest!
528,"00:24:50,108","00:24:51,650","- Mom? - Dude, what the hell is going on?"
529,"00:24:51,735","00:24:53,986",We have a court order for your arrest!
530,"00:24:54,070","00:24:55,654","Phillip, we've been ambushed!"
531,"00:24:55,739","00:24:57,323","Here you go, Conan."
532,"00:24:57,407","00:24:59,616",This little scrotum sucker deceived us!
533,"00:24:59,701","00:25:01,994","- You are a bad man! - Don't listen to them, Conan!"
534,"00:25:02,078","00:25:04,663","You loved our movie, Conan! We watched it together!"
535,"00:25:04,748","00:25:07,791",- Remember? You laughed! - What have I done?
536,"00:25:16,593","00:25:20,596",Holy crap! Did you see that? They arrested Terrance and Phillip!
537,"00:25:24,934","00:25:26,143","As the Canadian Ambassador,"
538,"00:25:26,227","00:25:28,312",I hereby condemn the actions taken by America
539,"00:25:28,396","00:25:29,355",in apprehending Terrance and Phillip.
540,"00:25:30,565","00:25:31,565","As you can see from this graph,"
541,"00:25:31,649","00:25:34,109",the entire economy of Canada relies on Terrance and Phillip!
542,"00:25:34,194","00:25:36,945","Without them, we are doomed to recession."
543,"00:25:37,197","00:25:40,199","What say you, Mr. American Ambassador?"
544,"00:25:42,452","00:25:44,703","- Fuck Canada! - Hey, fuck you, buddy!"
545,"00:25:44,788","00:25:46,663",Terrance and Phillip will not be released!
546,"00:25:46,748","00:25:49,750",They're going to be put on trial for corrupting America's youth.
547,"00:25:49,834","00:25:51,377",We don't know what all the fuss is about.
548,"00:25:51,461","00:25:53,253",The fuss is aboot taking our citizens!
549,"00:25:53,338","00:25:55,881",It's aboot not censoring our art! It's aboot... It's aboot...
550,"00:25:57,300","00:25:58,801",What's so goddamn funny?
551,"00:25:58,885","00:26:00,260","Nothing, nothing."
552,"00:26:00,345","00:26:03,514",Could you tell us again what your argument is all about?
553,"00:26:03,598","00:26:06,058","This is not aboot diplomacy, this is aboot dignity!"
554,"00:26:07,185","00:26:09,853",This is aboot respect! This is aboot realizing that humor...
555,"00:26:10,397","00:26:12,189",You guys are dicks! Release Terrance and Phillip
556,"00:26:12,273","00:26:14,983",or we'll give you something to cry aboot!
557,"00:26:27,414","00:26:30,040",Pilot to bombardier. Pilot to bombardier. We're nearing the target.
558,"00:26:30,125","00:26:31,458","The bomb's ready, buddy."
559,"00:26:32,669","00:26:34,920","Baldwin residence. No, this is Billy Baldwin."
560,"00:26:35,004","00:26:38,757","If you want Daniel Baldwin, call his extension, stupid!"
561,"00:26:38,842","00:26:41,510","Hey, Alec, do you know what sucks about being a Baldwin?"
562,"00:26:41,594","00:26:43,929","- No, what? - Nothing! Yeah!"
563,"00:26:51,187","00:26:52,771",You missed me!
564,"00:26:56,443","00:26:58,569","All right, children, your mothers are all making me"
565,"00:26:58,653","00:27:00,946",throw away my lesson plan and teach theirs.
566,"00:27:01,030","00:27:03,365","Mr. Garrison, how come our moms arrested Terrance and Phillip?"
567,"00:27:03,450","00:27:04,783",- Yeah! - That's gay.
568,"00:27:05,118","00:27:06,869","Well, your moms are just upset."
569,"00:27:06,953","00:27:08,579",They're probably all on their periods or something.
570,"00:27:09,747","00:27:12,958","Mr. Garrison, Wendy and I think that was a sexist statement."
571,"00:27:13,042","00:27:14,126","Well, I'm sorry, Wendy,"
572,"00:27:14,210","00:27:17,880",but I just don't trust anything that bleeds for five days and doesn't die.
573,"00:27:17,964","00:27:21,133","Anyway, children, let's start off with some vocabulary."
574,"00:27:21,217","00:27:23,302","- Attention, students! - Oh! What now?"
575,"00:27:23,386","00:27:25,345",Come to the gymnasium immediately
576,"00:27:25,430","00:27:27,764","for a special announcement, m'kay?"
577,"00:27:30,602","00:27:33,187","- What's going on, Chef? - Something big, children."
578,"00:27:33,271","00:27:35,397","Chef, I can't find the clitoris. You have to help me."
579,"00:27:35,482","00:27:36,857","Stan, the clitoris..."
580,"00:27:36,941","00:27:40,944","Please take your seats, everyone. They're about to announce it, m'kay?"
581,"00:27:41,029","00:27:42,529",This is a state of emergency.
582,"00:27:42,614","00:27:44,323",We go now to the White House for an announcement
583,"00:27:44,407","00:27:46,783",from the President of the United States.
584,"00:27:46,868","00:27:48,327","My fellow Americans,"
585,"00:27:48,411","00:27:52,581","at 5:00 a.m. today, a day which will live in infamy,"
586,"00:27:53,333","00:27:56,627",the Canadians have bombed the Baldwins.
587,"00:27:56,711","00:28:01,131","In response to this, the U.S. has declared war on Canada."
588,"00:28:03,676","00:28:05,385","- Oh, no! - War?"
589,"00:28:05,470","00:28:08,514","- No, Gregory! No! - This is bad, Wendy. Hold on to me."
590,"00:28:08,598","00:28:10,265",All the Baldwins are dead?
591,"00:28:10,350","00:28:13,435",Now it is the time for us to send a message to Canadians.
592,"00:28:13,520","00:28:16,897","In two days time, the war criminals Terrance and Phillip"
593,"00:28:16,981","00:28:18,732",will be executed.
594,"00:28:19,567","00:28:20,859",They're gonna kill them?
595,"00:28:20,944","00:28:24,780","And now I'd like to bring up my newly appointed Secretary of Offense,"
596,"00:28:24,864","00:28:26,865",Ms. Sheila Broflovski.
597,"00:28:26,950","00:28:28,200","Holy shit, dude!"
598,"00:28:28,284","00:28:29,701","My fellow Americans,"
599,"00:28:29,786","00:28:33,872",our neighbor to the north has abused us for the last time!
600,"00:28:33,957","00:28:36,083",- I have a plan... - The Canadians want to fight us
601,"00:28:36,167","00:28:38,710",because we won't tolerate their potty mouths!
602,"00:28:38,795","00:28:43,882","Well, if it is war they want, then war they shall have!"
603,"00:28:46,302","00:28:50,180","- Dude, this is fucking weak. - How could things be any worse?"
604,"00:29:01,734","00:29:04,820","Fallen one, I am Satan."
605,"00:29:04,904","00:29:07,406",I am your god now.
606,"00:29:10,034","00:29:11,994",There is no escape.
607,"00:29:15,081","00:29:18,000","Now, feel the delightful pain."
608,"00:29:18,793","00:29:21,837","Hey, Satan, did you hear the news?"
609,"00:29:21,921","00:29:24,506",A war just broke out up on Earth.
610,"00:29:24,591","00:29:27,801","Meet Saddam Hussein, my new partner in evil."
611,"00:29:28,970","00:29:30,679","Move over, Satan, you're hogging all the fun."
612,"00:29:30,763","00:29:33,974","Yeah! Yeah! Man, this is getting me so hot!"
613,"00:29:35,184","00:29:36,977","Saddam, would you let me do my job, please?"
614,"00:29:37,061","00:29:39,605","Come on, rub my nipples while I torture this little piggy!"
615,"00:29:39,689","00:29:42,941","Saddam, could I talk to you over here for a second?"
616,"00:29:44,235","00:29:47,696",I don't see why you have to belittle me in front of people like that.
617,"00:29:47,780","00:29:49,531","Aye! Relax, guy!"
618,"00:29:49,616","00:29:52,534","Well, sometimes I think you don't have any respect for me."
619,"00:29:52,619","00:29:54,661","Hey, come here, guy."
620,"00:29:55,580","00:29:58,206",- Who's my cream puff? - I am.
621,"00:29:58,291","00:29:59,416","That's right, buddy."
622,"00:30:03,630","00:30:05,631","- Dude, I don't want to be at war. - You don't think they're really"
623,"00:30:05,715","00:30:06,965","gonna kill Terrance and Phillip, do you?"
624,"00:30:07,050","00:30:09,134","Kyle, you need to stop being such a chicken shit"
625,"00:30:09,218","00:30:10,218",and stand up to your mother.
626,"00:30:10,303","00:30:11,803","You need to smack her in the face and say,"
627,"00:30:11,888","00:30:13,388","""That's enough of your shit, you fucking bitch!"""
628,"00:30:13,473","00:30:15,223","Don't call my mom a bitch, Cartman!"
629,"00:30:15,308","00:30:17,100",You guys stop it! This isn't helping!
630,"00:30:17,185","00:30:18,310",We've gotta think here!
631,"00:30:18,394","00:30:20,646","Now, let's see, what would Brian Boitano do?"
632,"00:30:20,730","00:30:23,231","Yeah, what would Brian Boitano do?"
633,"00:30:26,069","00:30:27,402","Hey, what's going on over there?"
634,"00:30:27,487","00:30:30,155",The American government thinks it has the right to police the world.
635,"00:30:30,239","00:30:32,324","Your government is going to kill two Canadian citizens,"
636,"00:30:32,408","00:30:35,994","an action condemned by the U. N. Home of the free, indeed."
637,"00:30:37,664","00:30:39,331",- Let's play tetherball. - Yeah.
638,"00:30:39,415","00:30:42,042",This is about freedom of speech! About censorship!
639,"00:30:42,126","00:30:43,377",Can't you guys be more political like Gregory?
640,"00:30:43,461","00:30:45,504",There's the girI that I like
641,"00:30:47,173","00:30:51,093",Now it appears that she likes another guy
642,"00:30:51,177","00:30:55,180",It must be because he's political and stuff
643,"00:30:56,224","00:30:59,017","I bet I could be political, too"
644,"00:30:59,102","00:31:00,060","What do you think, Stan?"
645,"00:31:02,855","00:31:05,524","- Damn it! - You guys, this is all Kyle's mom's fault!"
646,"00:31:05,608","00:31:06,566","Shut up, Cartman!"
647,"00:31:06,651","00:31:08,610","Kyle's mom is the one that started that damn club,"
648,"00:31:08,695","00:31:10,862","and all because she's a big, fat, stupid..."
649,"00:31:10,947","00:31:12,781","Don't say it, Cartman!"
650,"00:31:12,865","00:31:13,865",Well...
651,"00:31:13,950","00:31:15,784","Don't do it, Cartman!"
652,"00:31:16,119","00:31:17,244",Well...
653,"00:31:17,328","00:31:19,663",- I'm warning you! - Okay. Okay.
654,"00:31:20,248","00:31:21,957",I'm getting pretty sick of him calling my mom...
655,"00:31:22,041","00:31:23,625","well, Kyle's mom's a bitch She's a big fat witch"
656,"00:31:23,710","00:31:25,210",She's the biggest bitch in the whole wide world
657,"00:31:25,294","00:31:26,670",She's a stupid bitch if there ever was a bitch
658,"00:31:26,754","00:31:29,131",She's a bitch to all the boys and girls
659,"00:31:29,215","00:31:31,425","Shut your fucking mouth, Cartman!"
660,"00:31:31,509","00:31:32,884",On Monday she's a bitch On Tuesday she's a bitch
661,"00:31:32,969","00:31:34,428",And Wednesday through Saturday she's a bitch
662,"00:31:34,512","00:31:36,054","Then on Sunday, just to be different"
663,"00:31:36,139","00:31:38,890",She's a super King Kamehameha bitch!
664,"00:31:38,975","00:31:40,559","Come on, you all know the words!"
665,"00:31:40,643","00:31:41,935",Have you ever met my friend Kyle's mom?
666,"00:31:42,019","00:31:43,520",She's the biggest bitch in the whole wide world
667,"00:31:43,604","00:31:45,063",She's a mean old bitch and she has stupid hair
668,"00:31:45,148","00:31:46,690","She's a bitch, bitch, bitch, bitch"
669,"00:31:46,774","00:31:49,735","Bitch, bitch, bitch, bitch She's a stupid bitch"
670,"00:31:49,819","00:31:52,863",Kyle's mom's a bitch and she's just a dirty bitch
671,"00:31:52,947","00:31:54,239",Talk to kids around the world
672,"00:31:54,323","00:31:55,907",It might go a little bit something like this
673,"00:32:08,045","00:32:09,421",Have you ever met my friend Kyle's mom?
674,"00:32:09,505","00:32:10,881",She's the biggest bitch in the whole wide world
675,"00:32:10,965","00:32:12,424",She's a mean old bitch and she has stupid hair
676,"00:32:12,508","00:32:13,759","She's a bitch, bitch, bitch, bitch"
677,"00:32:14,886","00:32:16,678","Bitch, bitch, bitch, bitch, bitch She's a stupid bitch"
678,"00:32:16,763","00:32:17,763",Cartman...
679,"00:32:17,847","00:32:19,806",Kyle's mom's a bitch and she's just a dirty bitch
680,"00:32:19,891","00:32:21,224",I really mean it
681,"00:32:21,309","00:32:23,185",Kyle's mom
682,"00:32:23,603","00:32:28,482",She's a big fat fucking bitch
683,"00:32:28,566","00:32:31,276","Big, old, fat fucking bitch, Kyle's mom"
684,"00:32:31,360","00:32:32,486",Yeah!
685,"00:32:37,533","00:32:38,700",What?
686,"00:32:39,869","00:32:40,911",Oh!
687,"00:32:40,995","00:32:42,037",Fuck.
688,"00:32:42,371","00:32:44,790","Okay, everyone settle down."
689,"00:32:44,874","00:32:47,501","As we continue to send troops into Canada,"
690,"00:32:47,585","00:32:51,087",M.A.C. is also fighting the war against potty mouths here at home!
691,"00:32:51,172","00:32:54,674",Here to present the V-Chip is Dr. Vosknocker.
692,"00:32:58,137","00:33:00,472",The machinery of the V-Chip is very simple.
693,"00:33:00,556","00:33:02,432",It is placed under the child's skin
694,"00:33:02,517","00:33:04,518",where it emits a small shock of electricity
695,"00:33:04,602","00:33:06,269",whenever an obscenity is uttered.
696,"00:33:06,354","00:33:07,646","Now, wait a minute."
697,"00:33:07,730","00:33:10,148",This chip somehow knows if the child is swearing?
698,"00:33:10,233","00:33:11,483",It's just like a lie detector.
699,"00:33:11,567","00:33:13,360","You see, certain things happen to you when you swear,"
700,"00:33:13,444","00:33:14,569",just like when you lie.
701,"00:33:14,654","00:33:18,156",The chip picks up on this and gives the subject a little prick.
702,"00:33:18,241","00:33:21,076","Patient B5, would you step out here, please?"
703,"00:33:21,160","00:33:24,579",Patient B5 here has been fitted with the new V-Chip.
704,"00:33:24,664","00:33:26,540",- Ow! My head hurts. - Don't worry about that.
705,"00:33:26,624","00:33:28,917","Now I want you to say ""doggy."""
706,"00:33:30,169","00:33:32,921",- Doggy. - Notice that nothing happens.
707,"00:33:33,005","00:33:36,383","- Now say ""Montana."" - Montana."
708,"00:33:36,467","00:33:38,510","Good! Now, ""pillow."""
709,"00:33:38,594","00:33:40,345",- Pillow. - All right.
710,"00:33:40,429","00:33:43,181","Now I want you to say ""horse fucker."""
711,"00:33:44,225","00:33:46,309","Go ahead, Eric. It's all right."
712,"00:33:46,394","00:33:47,352",Horse...
713,"00:33:49,105","00:33:51,857","That hurt, goddamn... Fuck!"
714,"00:33:51,941","00:33:54,901","Now I'd like you to say ""big floppy donkey dick."""
715,"00:33:54,986","00:33:56,486",- No! - Success!
716,"00:33:56,571","00:33:58,613",The child doesn't want to swear!
717,"00:33:58,698","00:33:59,823","This isn't fair, you sons of bitches!"
718,"00:34:00,992","00:34:05,203",We will start putting V-Chips in all our children next week!
719,"00:34:07,999","00:34:11,293",Snacky Smores presents The March of War.
720,"00:34:11,711","00:34:13,044",Let's hear it for our boys in blue.
721,"00:34:13,129","00:34:14,629",President Clinton has called them to action
722,"00:34:14,714","00:34:16,756",to fight the eviI Canadian scourge.
723,"00:34:16,841","00:34:19,467",A full-scale attack has been launched on Toronto
724,"00:34:19,552","00:34:21,052",after the Canadians' last bombing
725,"00:34:21,137","00:34:23,847",which took a horrible toll on the Arquette family.
726,"00:34:23,931","00:34:26,182","For security measures, our great American government"
727,"00:34:26,267","00:34:28,643",is rounding up all citizens that have any Canadian blood
728,"00:34:28,728","00:34:29,811",and putting them into camps.
729,"00:34:29,896","00:34:31,897",All Canadian-American citizens are to report
730,"00:34:31,981","00:34:33,607",to one of these death camps right away.
731,"00:34:33,691","00:34:34,733",Did I say death camps?
732,"00:34:34,817","00:34:37,402","I meant happy camps, where you will eat the finest meals,"
733,"00:34:37,486","00:34:40,447",have access to fabulous doctors and be able to exercise regularly.
734,"00:34:40,531","00:34:42,490","Meanwhile, the war criminals Terrance and Phillip"
735,"00:34:42,575","00:34:44,451",are prepped for their execution.
736,"00:34:44,535","00:34:48,121",Their execution will take place during a fabulous USO show!
737,"00:34:48,205","00:34:52,083","With special guests celebrities, including Big Gay Al and Winona Ryder!"
738,"00:34:52,168","00:34:54,711","Of course, the only way to see the USO show"
739,"00:34:54,795","00:34:56,379",is to sign up for the army!
740,"00:34:56,464","00:34:58,965",So join the army and kill some Canadian scum
741,"00:34:59,050","00:35:02,594",as we continue the march of war!
742,"00:35:06,933","00:35:10,518",We must rid ourselves of anything Canadian!
743,"00:35:11,270","00:35:12,270",Bomb them!
744,"00:35:12,855","00:35:14,814","Dude, don't you like Terrance and Phillip anymore?"
745,"00:35:14,899","00:35:16,066",Course not! My mommy says
746,"00:35:16,150","00:35:18,735",I hate Canadians now 'cause they made me have a dirty mouth!
747,"00:35:18,819","00:35:20,487",Burn it all!
748,"00:35:21,155","00:35:23,114","- Hey, dudes. - What's the matter, Cartman?"
749,"00:35:23,199","00:35:26,326",It's this V-Chip. I hate it. I can't say any dirty words.
750,"00:35:26,410","00:35:28,787","- Really? So you can't say ""fuck""? - No."
751,"00:35:28,871","00:35:30,789","- And you can't say ""shit""? - No."
752,"00:35:30,873","00:35:32,248","So you can't say, ""I'm Eric Cartman,"
753,"00:35:32,333","00:35:33,792","""the fattest fucking piece of shit in the world""?"
754,"00:35:33,876","00:35:36,127",- Fuck you... - Sweet.
755,"00:35:36,212","00:35:37,879","Come on, you guys. This has gone far enough."
756,"00:35:37,964","00:35:39,506",It's time we talked to our moms.
757,"00:35:39,590","00:35:41,132",We're supposed to be grounded in our rooms.
758,"00:35:41,217","00:35:43,468","Come on, Kyle, it's time for us to get political."
759,"00:35:43,552","00:35:46,638",Canada will no longer corrupt our children!
760,"00:35:46,722","00:35:50,100","- Mom, can I talk to you for a second? - Kyle, what are you doing here?"
761,"00:35:50,184","00:35:51,476",You are grounded!
762,"00:35:51,560","00:35:53,812",Now get back to the house and stay there!
763,"00:35:53,896","00:35:55,313","You too, Stanley!"
764,"00:35:55,398","00:35:58,358","Mom, we think you're going too far. You can't kill Terrance and Phillip."
765,"00:35:58,442","00:36:00,235",We must fight for our children's futures...
766,"00:36:01,404","00:36:02,404",You started a war! You have to stop it!
767,"00:36:02,488","00:36:04,489",...to make them safe again!
768,"00:36:04,573","00:36:06,825",- Hello? - Our children are precious!
769,"00:36:06,909","00:36:09,995",- Hello! - We must make a stand now!
770,"00:36:10,079","00:36:11,830",Stop at nothing!
771,"00:36:12,206","00:36:13,498",I told you my mom wouldn't listen.
772,"00:36:13,582","00:36:16,001","Well, then we're just gonna have to save Terrance and Phillip ourselves!"
773,"00:36:16,085","00:36:17,627","- What? - Think about it, you guys."
774,"00:36:17,712","00:36:18,920",What would Brian Boitano do?
775,"00:36:19,005","00:36:20,547",He'd figure out a way to rescue Terrance and Phillip
776,"00:36:20,631","00:36:21,673",before they're executed.
777,"00:36:21,757","00:36:24,384",We can't do anything. Our moms' organization is too strong.
778,"00:36:24,468","00:36:26,386","Well, then, we'll round up all the grounded kids in town"
779,"00:36:26,470","00:36:27,846",and start our own organization.
780,"00:36:27,930","00:36:29,848",An organization to help save Terrance and Phillip.
781,"00:36:29,932","00:36:32,017","Hey, yeah, our own secret club!"
782,"00:36:32,101","00:36:34,853",- I guess that could work. - We have to try.
783,"00:36:34,937","00:36:38,023",What would Brian Boitano do if he was here right now?
784,"00:36:38,107","00:36:39,858",He'd make a plan and he'd follow through
785,"00:36:39,942","00:36:41,359",That's what Brian Boitano would do
786,"00:36:41,444","00:36:44,696",When Brian Boitano was in the Olympics skating for the gold
787,"00:36:44,780","00:36:48,033",He did two salchows and a triple Lutz while wearing a blindfold
788,"00:36:48,117","00:36:51,536",When Brian Boitano was in the Alps fighting grizzly bears
789,"00:36:51,620","00:36:54,873",He used his magical fire breath and saved the maidens fair
