,Unnamed: 0,number_of_dialog,start_time,end_time,dialog,source,batch_id
390,390,516_517,"00:36:24,025","00:36:31,949"," Ah just to let you all know, Ricky will be back in the second half of our show, so we hope you enjoy your meals here at Jackrabbit Slim's.",Pulp.csv,3380820460
391,391,518,"00:36:32,033","00:36:34,368",Thank you.,Pulp.csv,3380820460
392,392,519,"00:36:34,452","00:36:37,871",Call for...,Pulp.csv,3380820460
393,393,520,"00:36:37,998","00:36:42,584",- Phil-lip Mor-ris. - What do you think?,Pulp.csv,3380820460
394,394,521,"00:36:42,669","00:36:47,339",I think it's like a wax museum with a pulse.,Pulp.csv,3380820460
395,395,522,"00:36:47,424","00:36:51,260","Hi, I'm Buddy. What can I get you?",Pulp.csv,3380820460
396,396,523_524,"00:36:51,344","00:36:58,100","       [""LONESOME TOWN""] Let's see, steak, steak, steak. Oh, yeah, I'll have the Douglas Sirk steak.",Pulp.csv,3380820460
397,397,525,"00:36:58,226","00:37:00,936",-I'll have that. -How do you want that cooked?,Pulp.csv,3380820460
398,398,526_527,"00:37:01,062","00:37:07,151","-Burned to a crisp or bloody as hell? -Bloody as hell, and    Oh, yeah, look at this    vanilla Coke.",Pulp.csv,3380820460
399,399,528,"00:37:07,235","00:37:09,194","What about you, Peggy Sue?",Pulp.csv,3380820460
400,400,529,"00:37:09,279","00:37:12,614",I'll have the...,Pulp.csv,3380820461
401,401,530,"00:37:12,699","00:37:16,994","Durward Kirby burger, bloody.",Pulp.csv,3380820461
402,402,531,"00:37:17,078","00:37:20,998",And... a five-dollar shake.,Pulp.csv,3380820461
403,403,532,"00:37:21,082","00:37:23,792","How do you want that shake, Martin and Lewis, or Amos 'n Andy?",Pulp.csv,3380820461
404,404,533,"00:37:23,877","00:37:28,005",-Martin and Lewis. -Did you just order a five-dollar shake?,Pulp.csv,3380820461
405,405,534_535,"00:37:28,089","00:37:33,302",Mm-hmm. That's a shake? That's milk and ice cream?,Pulp.csv,3380820461
406,406,536,"00:37:33,428","00:37:37,848",-Last I heard. -That's five dollars? You don't put bourbon in it or nothin'?,Pulp.csv,3380820461
407,407,537,"00:37:37,932","00:37:40,267",-No. -Just checking.,Pulp.csv,3380820461
408,408,538,"00:37:40,351","00:37:43,020",I'll be right back with your drinks.,Pulp.csv,3380820461
409,409,539_540_541,"00:37:43,104","00:37:54,740","     To lonesome town         To cry my troubles away     Could you, um... roll me one of those, cowboy?",Pulp.csv,3380820461
410,410,542,"00:37:54,824","00:37:57,701","You can have this one, cowgirl.",Pulp.csv,3380820461
411,411,543_544_545,"00:37:57,786","00:38:06,460",-Thanks. -     The streets are filled with regret     Think nothin' of it.,Pulp.csv,3380820461
412,412,546_547,"00:38:06,544","00:38:13,967",    Lay me down in lonesome town     -    I can learn to forget        -So...,Pulp.csv,3380820461
413,413,548,"00:38:14,052","00:38:17,137",Marsellus said you just got back from Amsterdam.,Pulp.csv,3380820461
414,414,549,"00:38:17,222","00:38:20,349",-Sure did. -How long were you there?,Pulp.csv,3380820461
415,415,550,"00:38:20,433","00:38:22,976", Just over three years.,Pulp.csv,3380820461
416,416,551,"00:38:25,480","00:38:28,315",I go there about once a year to chill out for a month.,Pulp.csv,3380820461
417,417,552,"00:38:28,399","00:38:32,111",No kiddin'? I didn't know that.,Pulp.csv,3380820461
418,418,553,"00:38:32,195","00:38:35,114",Why would you?,Pulp.csv,3380820461
419,419,554_555,"00:38:35,198","00:38:41,787","       [""ACE OF SPADES""] I heard you did a pilot.",Pulp.csv,3380820461
420,420,556,"00:38:42,997","00:38:46,708",-That was my 15 minutes. -What was it?,Pulp.csv,3380820462
421,421,557,"00:38:46,793","00:38:51,463","It was a show about a team of female secret agents called ""Fox Force Five"".",Pulp.csv,3380820462
422,422,558,"00:38:51,548","00:38:54,258",-What? -Fox Force Five.,Pulp.csv,3380820462
423,423,559,"00:38:54,342","00:38:56,593","Fox, as in were a bunch of foxy chicks.",Pulp.csv,3380820462
424,424,560,"00:38:56,678","00:38:59,138","Force, as in we're a force to be reckoned with.",Pulp.csv,3380820462
425,425,561,"00:38:59,222","00:39:01,974","And five, as in there's one-two-three-four-five of us.",Pulp.csv,3380820462
426,426,562,"00:39:02,058","00:39:05,769","There was a blond one, Sommerset O'Neal. She was the leader.",Pulp.csv,3380820462
427,427,563,"00:39:05,854","00:39:08,939",The Japanese fox was a kung fu master.,Pulp.csv,3380820462
428,428,564,"00:39:09,023","00:39:13,110",The black girl was a demolition expert.,Pulp.csv,3380820462
429,429,565,"00:39:13,194","00:39:16,029",French Fox's speciality was sex.,Pulp.csv,3380820462
430,430,566,"00:39:16,114","00:39:20,409",-What was your speciality? -Knives.,Pulp.csv,3380820462
431,431,567_568,"00:39:20,493","00:39:26,498","The character I played, Raven McCoy, her background was she grew up raised by circus performers.",Pulp.csv,3380820462
432,432,569,"00:39:26,583","00:39:30,836","According to the show, she was the deadliest woman in the world with a knife.",Pulp.csv,3380820462
433,433,570,"00:39:30,920","00:39:33,672",And she knew a zillion old jokes.,Pulp.csv,3380820462
434,434,571,"00:39:33,756","00:39:37,885","Her grandfather, an old vaudevillian, taught her.",Pulp.csv,3380820462
435,435,572,"00:39:37,969","00:39:41,263","And if we would have got picked up, they would've worked in a gimmick...",Pulp.csv,3380820462
436,436,573,"00:39:41,347","00:39:45,225",where every show I would've told another joke.,Pulp.csv,3380820462
437,437,574,"00:39:46,394","00:39:49,188",You know any of them old jokes?,Pulp.csv,3380820462
438,438,575,"00:39:49,272","00:39:52,983","Well, I only got the chance to say one 'cause we only did one show.",Pulp.csv,3380820462
439,439,576,"00:39:53,067","00:39:55,611",-Tell me. -It's corny.,Pulp.csv,3380820462
440,440,577,"00:39:56,529","00:39:58,572",Don't be that way. Tell me.,Pulp.csv,3380820463
441,441,578_579,"00:39:58,698","00:40:06,330","-No, you wouldn't like it, and I'd be embarrassed. -You'd be embarr    You told 50 million people, and you can't tell me?",Pulp.csv,3380820463
442,442,580,"00:40:06,456","00:40:10,334","-I promise I won't laugh. -That's what I'm afraid of, Vince.",Pulp.csv,3380820463
443,443,581,"00:40:10,418","00:40:12,711",That's not what I meant. You know it.,Pulp.csv,3380820463
444,444,582,"00:40:12,795","00:40:16,215",Now I'm definitely not gonna tell you 'cause it's been built up too much.,Pulp.csv,3380820463
445,445,583_584,"00:40:16,299","00:40:22,429",What a gyp.  Martin and Lewis.,Pulp.csv,3380820463
446,446,585,"00:40:25,516","00:40:27,935",Vanilla Coke.,Pulp.csv,3380820463
447,447,586,"00:40:32,273","00:40:35,567",Mmm. Yummy.,Pulp.csv,3380820463
448,448,587,"00:40:35,652","00:40:38,612",You think I could have a sip of that?,Pulp.csv,3380820463
449,449,588,"00:40:40,156","00:40:42,324",Be my guest.,Pulp.csv,3380820463
450,450,589,"00:40:42,408","00:40:46,411",I gotta know what a five-dollar shake tastes like.,Pulp.csv,3380820463
451,451,590,"00:40:46,496","00:40:49,957","-You can use my straw. I don't have cooties. -Yeah, but maybe I do.",Pulp.csv,3380820463
452,452,591,"00:40:50,041","00:40:52,876",Cooties I can handle.,Pulp.csv,3380820463
453,453,592_593,"00:40:52,961","00:41:04,763","All right.        [""RUMBLE"" BEGINS] Goddamn, that's a pretty fuckin' good milk shake!",Pulp.csv,3380820463
454,454,594,"00:41:04,889","00:41:08,976","-Told ya. -I don't know if it was worth five dollars, but it's pretty fuckin' good.",Pulp.csv,3380820463
455,455,596,"00:41:43,886","00:41:47,431",-Don't you hate that? -Hate what?,Pulp.csv,3380820463
456,456,597,"00:41:47,515","00:41:49,850",Uncomfortable silences.,Pulp.csv,3380820463
457,457,598,"00:41:51,853","00:41:56,356",Why do we feel it's necessary to yak about bullshit in order to be comfortable?,Pulp.csv,3380820463
458,458,599,"00:41:56,441","00:42:00,360",I don't know. That's a good question.,Pulp.csv,3380820463
459,459,600,"00:42:00,445","00:42:05,157",That's when you know you found somebody really special.,Pulp.csv,3380820463
460,460,601,"00:42:05,241","00:42:09,953",When you can just shut the fuck up for a minute and comfortably share silence.,Pulp.csv,3380820464
461,461,602,"00:42:10,038","00:42:14,166","Well, I don't think we're quite there yet, but don't feel bad. We just met each other.",Pulp.csv,3380820464
462,462,603,"00:42:15,626","00:42:18,754",I'll tell you what.,Pulp.csv,3380820464
463,463,604,"00:42:18,838","00:42:22,090",I'm gonna go to the bathroom and powder my nose.,Pulp.csv,3380820464
464,464,605,"00:42:22,175","00:42:25,385",You sit here... and think of something to say.,Pulp.csv,3380820464
465,465,606,"00:42:26,596","00:42:28,555",I'll do that.,Pulp.csv,3380820464
466,466,607_611,"00:42:30,892","00:43:00,253",Okay. I said goddamn!,Pulp.csv,3380820464
467,467,612,"00:43:00,338","00:43:03,507",Goddamn! Goddamn.,Pulp.csv,3380820464
468,468,613,"00:43:06,094","00:43:08,720", I need some hair spray.,Pulp.csv,3380820464
469,469,614_615,"00:43:10,765","00:43:16,520","       [""SINCE I FIRST MET YOU""] Mmmm.",Pulp.csv,3380820464
470,470,616,"00:43:16,604","00:43:20,941",Don't you just love it when you come back from the bathroom to find your food waiting for you?,Pulp.csv,3380820464
471,471,617,"00:43:21,025","00:43:23,402",We're lucky we got anything at all.,Pulp.csv,3380820464
472,472,618,"00:43:23,486","00:43:26,613",I don't think Buddy Holly's much of a waiter.,Pulp.csv,3380820464
473,473,619,"00:43:26,697","00:43:29,783",Maybe we should've sat in Marilyn Monroe's section.,Pulp.csv,3380820464
474,474,620,"00:43:29,909","00:43:32,953","-Which one? There's two Monroes. -No, there's not.",Pulp.csv,3380820464
475,475,621,"00:43:33,037","00:43:35,372",That is Marilyn Monroe.,Pulp.csv,3380820464
476,476,622,"00:43:35,456","00:43:38,166",That is Mamie Van Doren.,Pulp.csv,3380820464
477,477,623,"00:43:38,251","00:43:43,171","I don't see Jayne Mansfield, so she must have the night off.",Pulp.csv,3380820464
478,478,624,"00:43:43,256","00:43:46,675",-Pretty smart. -Yeah. I got my moments.,Pulp.csv,3380820464
479,479,625,"00:43:46,759","00:43:51,138","-So did you think of somethin' to say? -Actually, I did.",Pulp.csv,3380820464
480,480,626_627_628,"00:43:52,765","00:44:02,357","However... you seem like a really nice person, and I    -I don't want to offend you. -Oooh.",Pulp.csv,3380820465
481,481,629,"00:44:02,442","00:44:07,612","This doesn't sound like the usual, mindless, boring, gettin'-to-know-you chitchat.",Pulp.csv,3380820465
482,482,630,"00:44:07,697","00:44:10,699",This sounds like you actually have somethin' to say.,Pulp.csv,3380820465
483,483,631,"00:44:10,783","00:44:13,535","Well, well, I do. I do.",Pulp.csv,3380820465
484,484,632,"00:44:13,661","00:44:17,706","- But you have to promise not to be offended. -No, no no no.",Pulp.csv,3380820465
485,485,633,"00:44:17,832","00:44:22,043",You can't promise somethin' like that. I have no idea what you're gonna ask me.,Pulp.csv,3380820465
486,486,634,"00:44:22,128","00:44:26,965","You can ask me what you're gonna ask me, and my natural response could be to get offended.",Pulp.csv,3380820465
487,487,635,"00:44:27,049","00:44:29,384","Then through no fault of my own, I would have broken my promise.",Pulp.csv,3380820465
488,488,636,"00:44:29,510","00:44:32,179",-Let's just forget it. -That's an impossibility.,Pulp.csv,3380820465
489,489,637,"00:44:32,263","00:44:36,308",Trying to forget anything as intriguing as this would be an exercise in futility.,Pulp.csv,3380820465
490,490,638_639,"00:44:36,392","00:44:43,690","-Is that a fact? -And besides, -isn't it more, uh, exciting when you don't have permission? -All right, all right.",Pulp.csv,3380820465
491,491,640,"00:44:43,774","00:44:46,568","Well, here goes.",Pulp.csv,3380820465
492,492,641,"00:44:46,652","00:44:49,654",What did you think about what happened to Antwan?,Pulp.csv,3380820465
493,493,642,"00:44:49,739","00:44:53,158",-Who's Antwan? -Tony Rocky Horror. You know him.,Pulp.csv,3380820465
494,494,643,"00:44:53,242","00:44:56,453",-He fell out of a window. -Hmm. Hmm.,Pulp.csv,3380820465
495,495,644,"00:44:56,537","00:45:01,249","Well, that is one way to say it. Another way to say it would be that he was thrown out.",Pulp.csv,3380820465
496,496,645,"00:45:01,334","00:45:04,461",Another way would be he was thrown out by Marsellus.,Pulp.csv,3380820465
497,497,646,"00:45:04,545","00:45:09,674","Yet, even another way is to say he was thrown out of a window by Marsellus because of you.",Pulp.csv,3380820465
498,498,647,"00:45:09,759","00:45:12,177",-Is that a fact? -No.,Pulp.csv,3380820465
499,499,648,"00:45:12,261","00:45:15,347","No, it's not a fact. It's just what I heard. That's just what I heard.",Pulp.csv,3380820465
500,500,649,"00:45:15,473","00:45:18,350",-Who told you? -They.,Pulp.csv,3380820466
501,501,650,"00:45:18,434","00:45:20,894","""They"" talk a lot, don't they?",Pulp.csv,3380820466
502,502,652,"00:45:23,064","00:45:25,732",They certainly do. They certainly do.,Pulp.csv,3380820466
503,503,653,"00:45:25,816","00:45:30,195","-Don't be shy, Vincent. What else did ""they"" say? -Well I'm    I'm not shy.",Pulp.csv,3380820466
504,504,654,"00:45:30,279","00:45:32,822","-Um    -Did it involve the ""F"" word?",Pulp.csv,3380820466
505,505,655,"00:45:32,907","00:45:36,910","No--no, no, no, no, no. They just said that Antwan had given you a foot massage.",Pulp.csv,3380820466
506,506,656,"00:45:38,412","00:45:41,039",-And? -And    And nothin'.,Pulp.csv,3380820466
507,507,657,"00:45:41,123","00:45:44,000",That's it.,Pulp.csv,3380820466
508,508,658,"00:45:44,085","00:45:46,127",You heard Marsellus...,Pulp.csv,3380820466
509,509,659,"00:45:46,212","00:45:50,507",threw Tony Rocky Horror out of a fourth-story window for giving me a foot massage?,Pulp.csv,3380820466
510,510,660,"00:45:50,633","00:45:52,551",-Mm-hmm. -And you believe that?,Pulp.csv,3380820466
511,511,661,"00:45:52,635","00:45:57,180"," Well, I mean, the time I was told it sounded reasonable.",Pulp.csv,3380820466
512,512,662,"00:45:57,265","00:46:00,350",Marsellus throwing Tony out of a fourth-story window...,Pulp.csv,3380820466
513,513,663,"00:46:00,434","00:46:03,478",for massaging my feet seemed reasonable?,Pulp.csv,3380820466
514,514,664,"00:46:03,563","00:46:07,023","No, it seemed excessive, but that doesn't mean it didn't happen.",Pulp.csv,3380820466
515,515,665,"00:46:07,108","00:46:09,734",I understand that Marsellus is very protective of you.,Pulp.csv,3380820466
516,516,666,"00:46:09,819","00:46:14,447",A husband being protective of his wife is one thing.,Pulp.csv,3380820466
517,517,667,"00:46:14,532","00:46:18,243",A husband almost killing another man for touching his wife's feet is something else.,Pulp.csv,3380820466
518,518,668,"00:46:18,527","00:46:20,870",But did it happen?,Pulp.csv,3380820466
519,519,669,"00:46:21,050","00:46:26,835",Only thing Antwan ever touched of mine was my hand when he shook it... at my wedding.,Pulp.csv,3380820466
520,520,670_671,"00:46:26,919","00:46:32,716","Really? Truth is, nobody knows why Marsellus threw Tony out that window...",Pulp.csv,3380820467
521,521,672,"00:46:32,700","00:46:34,718",except Marsellus and Tony.,Pulp.csv,3380820467
522,522,673,"00:46:34,802","00:46:38,763","When you little scamps get together, you're worse than a sewing circle.",Pulp.csv,3380820467
523,523,674,"00:46:38,848","00:46:42,767",Ladies and gentlemen. Now the moment you've all been waiting for.,Pulp.csv,3380820467
524,524,675,"00:46:42,852","00:46:47,897",The world-famous Jackrabbit Slim's twist contest.,Pulp.csv,3380820467
525,525,677,"00:46:50,318","00:46:54,613","Now, this is where one lucky couple...",Pulp.csv,3380820467
526,526,678,"00:46:54,697","00:46:59,159",will win this handsome trophy that Marilyn here is holding.,Pulp.csv,3380820467
527,527,679,"00:46:59,243","00:47:02,787","Now, who will be our first contestants?",Pulp.csv,3380820467
528,528,680,"00:47:02,872","00:47:05,165",-Right here! - All right!,Pulp.csv,3380820467
529,529,681,"00:47:05,249","00:47:08,251","-I wanna dance. -No, no, no, no, no, no.",Pulp.csv,3380820467
530,530,682_683,"00:47:08,336","00:47:16,551","No, no, no, no, no, no, no. I do believe Marsellus, my husband, your boss, told you to take me out and do whatever I wanted.",Pulp.csv,3380820467
531,531,684,"00:47:16,636","00:47:20,305",Now I wanna dance; I wanna win; I want that trophy.,Pulp.csv,3380820467
532,532,685,"00:47:20,389","00:47:22,974",-So dance good. -All right. You asked for it.,Pulp.csv,3380820467
533,533,686,"00:47:23,059","00:47:26,019",Let's hear it for our first contestants.,Pulp.csv,3380820467
534,534,687,"00:47:30,650","00:47:35,904","Now let's meet our first contestants here this evening. Young lady, what is your name?",Pulp.csv,3380820467
535,535,688,"00:47:35,988","00:47:37,947",Mrs. Mia Wallace.,Pulp.csv,3380820467
536,536,689,"00:47:38,032","00:47:40,659",And how 'bout your fella here?,Pulp.csv,3380820467
537,537,690,"00:47:40,743","00:47:42,577",Vincent Vega.,Pulp.csv,3380820467
538,538,691,"00:47:42,662","00:47:46,039","All right, let's see what you can do. Take it away!",Pulp.csv,3380820467
539,539,692,"00:47:46,165","00:47:49,084",- Go for it. - Come on!,Pulp.csv,3380820467
540,540,693_694_695_696_697_698_699_700_701_702_703_704_705_706_707_712,"00:48:04,850","00:50:33,456","       [""YOU NEVER CAN TELL""]     It was a teenage wedding and the old folks wished them well         You could see that Pierre did truly love the mademoiselle         And now the young monsieur and madame have rung the chapel bell         C'est la vie say the old folks It goes to show you never can tell         They furnished off an apartment with a two-room Roebucks sale         The 'coolerador was crammed with TV dinners and ginger ale         But when Pierre found work the little money comin' worked out well         C'est la vie say the old folks It goes to show you never can tell         They had a hi-fi phono and boy did they let it blast         Seven hundred little records all rock, rhythm and jazz         But when the sun went down the rapid tempo of the music fell         C'est la vie say the old folks It goes to show you never can tell         They had a teenage wedding and the old folks wished them well         You could see that Pierre did truly love the mademoiselle        Is that what you call an uncomfortable silence?",Pulp.csv,3380820468
541,541,713,"00:50:33,541","00:50:36,835",I don't know what you call that.,Pulp.csv,3380820468
542,542,714,"00:50:36,961","00:50:39,587",- -Drinks! Music!,Pulp.csv,3380820468
543,543,715,"00:50:40,589","00:50:42,799",I'm gonna take a piss.,Pulp.csv,3380820468
544,544,716,"00:50:42,883","00:50:47,887","That's a little bit more information than I needed, Vince, but go right ahead.",Pulp.csv,3380820468
545,545,717_718_719_720_721_722_723_724_725_726,"00:51:00,943","00:51:35,184","       [""GIRL, YOU'LL BE A WOMAN SOON""]     Girl      Bomp, bomp, bom     You'll be a woman soon         I love you so much Can't count all the ways         I'd die for you, girl and all they can say is          He's not your kind         You never get tired of putting me down and I never know when I come around         What I'm gonna find         Don't let them make up your mind     -    Don't you know, girl     - Bomp bomp bom.",Pulp.csv,3380820468
546,546,727_728,"00:51:36,562","00:51:43,359","    You'll be a woman soon     One drink, and that's it.",Pulp.csv,3380820468
547,547,729,"00:51:43,444","00:51:47,280","Don't be rude. Drink your drink, but do it quickly.",Pulp.csv,3380820468
548,548,730_731_732_733_734_735_736_737_738_739_740_741,"00:51:48,824","00:52:33,034","-Say good night... and go home. -    Girl         You'll be a woman soon         Soon         You'll need a man         I've been misunderstood for all of my life         But what they're sayin', girl it cuts like a knife         The boy's no good         Well, I've finally have found what I been lookin' for         But if they get a chance they'll end it for sure, sure they would         Baby, I've done all I could      You see, this is a moral test of oneself whether or not you can maintain loyalty.",Pulp.csv,3380820468
549,549,742,"00:52:33,118","00:52:36,412",Because... being loyal is very important.,Pulp.csv,3380820468
550,550,743_744_745_746_747_748_749_750_751_752_753_754_755,"00:52:36,497","00:53:30,049","    You never get tired of putting me down and I never know when I come around         What I'm gonna find         Don't let them make up your mind         Don't you know, girl         You'll be a woman soon         Please         Come take my hand         Girl         You'll be a woman soon         Please         Come take my hand     -Hello. -    Girl     So, you're gonna go out there and you're gonna say, ""Good night.",Pulp.csv,3380820468
551,551,756_757,"00:53:30,134","00:53:37,849","I've had a very lovely evening."" Walk out the door, get in the car, go home, jerk off and that's all you gonna do.",Pulp.csv,3380820468
552,552,758_759_760_761_762_763_764_765_767,"00:53:42,646","00:54:27,899","    Now it's up to you, girl         You'll be a woman soon     -    Please     -     Come take my hand     -    Girl     - -    You'll be a woman soon     -     Soon         You'll need a man         All right, Mia.",Pulp.csv,3380820468
553,553,768,"00:54:27,983","00:54:31,110","So listen, I gotta go, all right?",Pulp.csv,3380820468
554,554,769,"00:54:34,239","00:54:37,575","Oh, Jesus fucking Christ.",Pulp.csv,3380820468
555,555,770,"00:54:37,659","00:54:40,369","You fu    Oh, Jesus Christ!",Pulp.csv,3380820468
556,556,771,"00:54:40,454","00:54:42,747","Oh, fuck me. Fuck me!",Pulp.csv,3380820468
557,557,772,"00:54:42,831","00:54:47,293","Oh    Come on, girl. We're gettin' outta here. We gotta walk now.",Pulp.csv,3380820468
558,558,774,"00:54:58,013","00:55:01,349","Don't fuckin' die on me, Mia!",Pulp.csv,3380820468
559,559,775_777_778,"00:55:01,433","00:55:14,070",Fuck! Answer. - - Have you got the ring?,Pulp.csv,3380820468
560,560,779,"00:55:14,154","00:55:17,949","Why, certainly. Join hands, you two lovebirds.",Pulp.csv,3380820469
561,561,780,"00:55:18,075","00:55:20,451",- - Please! Please!,Pulp.csv,3380820469
562,562,781,"00:55:20,536","00:55:23,162","Yes, yes. Hold hands, you lovebirds.",Pulp.csv,3380820469
563,563,784,"00:55:29,461","00:55:31,587","Fuck you, Lance! Answer!",Pulp.csv,3380820469
564,564,786,"00:55:36,718","00:55:38,636", Now what do you say?,Pulp.csv,3380820469
565,565,787,"00:55:38,720","00:55:41,597", I give up! I'll marry you!,Pulp.csv,3380820469
566,566,788,"00:55:41,723","00:55:46,394",- - Lance! The goddamn phone's ringing!,Pulp.csv,3380820469
567,567,789,"00:55:48,105","00:55:50,022",I can hear it.,Pulp.csv,3380820469
568,568,790,"00:55:50,107","00:55:53,526", I thought you told those fuckin' assholes never to call here this late!,Pulp.csv,3380820469
569,569,791,"00:55:53,610","00:55:55,528","Yeah, I told them.",Pulp.csv,3380820469
570,570,792,"00:55:55,612","00:55:58,865",And that is exactly what I'm going to tell this fucking asshole right now.,Pulp.csv,3380820469
571,571,793,"00:56:00,450","00:56:03,244",- Don't you dare strike me! -Hello.,Pulp.csv,3380820469
572,572,794,"00:56:03,328","00:56:05,621",Lance! Vincent.,Pulp.csv,3380820469
573,573,795,"00:56:05,706","00:56:08,583","I'm in big fuckin' trouble, man. I'm coming to your house.",Pulp.csv,3380820469
574,574,796,"00:56:08,667","00:56:12,753","W-Whoa. Whoa. Hold your horses, man. W-What's the problem?",Pulp.csv,3380820469
575,575,797,"00:56:12,838","00:56:16,090","-I got this chick, she's fuckin' O.D.in' on me! -Well, don't bring her here!",Pulp.csv,3380820469
576,576,798,"00:56:16,175","00:56:20,511",I'm not even joking with you! Do not be bringing some fucked-up pooh-bah to my house!,Pulp.csv,3380820469
577,577,799,"00:56:20,596","00:56:22,638",-No choice. -Wh    She's O.D.in'?,Pulp.csv,3380820469
578,578,800,"00:56:22,723","00:56:25,933","-She's fuckin' dyin' on me, man! - Just dandy.",Pulp.csv,3380820469
579,579,801,"00:56:26,018","00:56:30,188","Okay, then you bite the fuckin' bullet, take her to a hospital and call a lawyer.",Pulp.csv,3380820469
580,580,802,"00:56:30,272","00:56:32,690","-Negative! -This is not my fuckin' problem, man!",Pulp.csv,3380820470
581,581,803,"00:56:32,774","00:56:36,485","You fucked her up, you fuckin' deal with this!",Pulp.csv,3380820470
582,582,804,"00:56:36,570","00:56:39,405","Uh, are you talkin' to me on a cellular phone?",Pulp.csv,3380820470
583,583,805,"00:56:39,489","00:56:41,908",I don't know you. Who is this? Don't come here!,Pulp.csv,3380820470
584,584,806,"00:56:41,992","00:56:45,328",I'm hanging up the phone! Prank caller! Prank caller!,Pulp.csv,3380820470
585,585,808,"00:56:53,420","00:56:56,339",- - What the hell was that?,Pulp.csv,3380820470
586,586,809,"00:56:58,300","00:57:00,676",Have you lost your fucking mind?,Pulp.csv,3380820470
587,587,810,"00:57:00,802","00:57:03,679","-You were talking about drug shit on a cellular phone! -Lance, help me.",Pulp.csv,3380820470
588,588,811,"00:57:03,805","00:57:06,724",-You crashed your car into my fucking house! -Grab her feet.,Pulp.csv,3380820470
589,589,812,"00:57:06,808","00:57:10,228",Are you deaf? You are not bringing this fucked-up bitch into my house!,Pulp.csv,3380820470
590,590,813,"00:57:10,312","00:57:13,189","This ""fucked-up bitch"" is Marsellus Wallace's wife.",Pulp.csv,3380820470
591,591,814,"00:57:13,315","00:57:15,733",-Do you know who Marsellus Wallace is? -Yeah.,Pulp.csv,3380820470
592,592,815,"00:57:15,817","00:57:18,736","If she croaks on me, I am a fucking grease spot!",Pulp.csv,3380820470
593,593,816,"00:57:18,820","00:57:23,407",Now look: I am-- I will be forced to  tell him that you did not help and-- and that let her die on your lawn.,Pulp.csv,3380820470
594,594,817,"00:57:23,492","00:57:26,452","Now, come on, help me, help me. Pick her up.",Pulp.csv,3380820470
595,595,818_819,"00:57:27,496","00:57:33,876",-Shit. - Lance!,Pulp.csv,3380820470
596,596,820_821,"00:57:33,961","00:57:38,381",Shit. It's 1:30 in the goddamn morning.,Pulp.csv,3380820470
597,597,822,"00:57:38,465","00:57:41,759",What the fuck's going on out here?,Pulp.csv,3380820470
598,598,823,"00:57:41,843","00:57:43,761",Who's she?,Pulp.csv,3380820470
599,599,824,"00:57:43,845","00:57:46,722",Go to the fridge and get the thing with the adrenaline shot.,Pulp.csv,3380820470
600,600,825,"00:57:46,848","00:57:48,849",-What's wrong with her? -She's O.D.ing!,Pulp.csv,3380820471
601,601,826,"00:57:48,976","00:57:51,018",-Get her the hell outta here! - Get the shot!,Pulp.csv,3380820471
602,602,827,"00:57:51,144","00:57:54,647",-Fuck you! -Fuck you too! What a fuckin' bitch.,Pulp.csv,3380820471
603,603,828,"00:57:54,731","00:57:56,649","Just keep talking to her, all right?",Pulp.csv,3380820471
604,604,829,"00:57:56,733","00:57:59,652",She's gettin' the shot. I'm going to go get my little black medical book.,Pulp.csv,3380820471
605,605,830,"00:57:59,736","00:58:01,737",What the fuck you need a medical book for?,Pulp.csv,3380820471
606,606,831,"00:58:01,822","00:58:03,739",-I've never had to give an adrenaline shot before! -You've never given an adrenaline shot?!,Pulp.csv,3380820471
607,607,832,"00:58:03,824","00:58:07,201",I don't go joy-poppin' with bubble-gummers! My friends can handle their highs!,Pulp.csv,3380820471
608,608,833,"00:58:07,327","00:58:09,704","-Get the shot! -I am, if you'll let me!",Pulp.csv,3380820471
609,609,834,"00:58:09,830","00:58:12,707",-I ain't fucking stopping you! -Stop talking to me. Start talking to her!,Pulp.csv,3380820471
610,610,835,"00:58:12,833","00:58:14,750",-Get the shot! -All right!,Pulp.csv,3380820471
611,611,836,"00:58:17,921","00:58:21,340","- Hurry up, Lance, we're losing her! -I'm looking as fast as I can!",Pulp.csv,3380820471
612,612,837,"00:58:21,425","00:58:23,301", What's he looking for?,Pulp.csv,3380820471
613,613,838,"00:58:23,427","00:58:26,304",- I don't know. Some book. - What are you looking for?,Pulp.csv,3380820471
614,614,839,"00:58:26,430","00:58:29,348",-A little black medical book. -What are you looking for?,Pulp.csv,3380820471
615,615,840,"00:58:29,433","00:58:33,477",My little black medical book! It's like a textbook they give to nurses.,Pulp.csv,3380820471
616,616,841,"00:58:33,603","00:58:36,480",-I never saw no medical book. -Trust me. I have one.,Pulp.csv,3380820471
617,617,842,"00:58:36,606","00:58:39,483","-If it's so important, why don't you keep it with the shot? -I don't know!",Pulp.csv,3380820471
618,618,843,"00:58:39,609","00:58:43,529","-Stop bothering me! -While you're looking, that girl's gonna die on our carpet.",Pulp.csv,3380820471
619,619,844,"00:58:43,613","00:58:45,489",You're never gonna find anything in this mess!,Pulp.csv,3380820471
620,620,845,"00:58:45,615","00:58:49,452","-I'm gonna fucking kill you if you don't shut up! - Lance, get in here!",Pulp.csv,3380820472
621,621,846,"00:58:49,578","00:58:53,748",-Right? -Get the fuck outta my way. -Pig.,Pulp.csv,3380820472
