,tweet,label
5453,y'all's are all little punk ass bitches doe,1
5454,"TF do I look like, delivery bitch or what ahaha",1
5455,"he should I got tired of hearing how he can eat pussy 10,000 ways like damn",1
5456,I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol,0
5457,orr why? Thts my lor bae tho wyd why u fucking up hoe?,1
5458,look at what you just said lls new era Girl bye kill bitches w Kindness &amp;&amp; wht cousin?,1
5459,not what I said . I want a DJ to mix the track regardless for their own use  The video gon be dumb retarded with the reg versi,1
5460,"""aint nobody got no time fo dat"" (ghetto black lady voice)",1
5461,thats why we had 8 regular season losses......,1
5462,Fuck all you hoes. lol,1
5463,its swag bitch aha,1
5464,"faggots, old people, people who can't drive, drunk people",2
5465,"fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit",2
5466,"you'll make the team, them niggas trash. Lol",2
5467,"not even sure bro, Im ignoring these hurt bitches tonight...lol",1
5468,"it's a song, ion kno y he referred to his future wife as a bitch",1
5469,bitches love some Alex from target,1
5470,somebody looks like the die on the first tubes on flappy bird lol,0
5471,back off ya queer bag,1
5472,I gotta find them I know Cali got them hoes,1
5473,lmaooo boy thought he wS all type of right spelling that hoe,1
5474,the bird gone run from your ass,1
5475,"Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey.",0
5476,niggah I'm not yo lil bro the fuck,1
5477,what niggah,1
5478,I'm colored. Ain't supposed to be no good influence,1
5479,Me bitch,1
5480,theeepp that's my bitch,1
5481,"derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg",0
5482,that hoe over that,1
5483,stfu with that what I'm gonna do and just fuck oh pussy ads nigga,1
5484,Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga,1
5485,"I said I was from where stop putting words in my mouth, that's something a bitch would do",1
5486,I don't got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here.,1
5487,"Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops.",1
5489,miss you bitch,1
5490,Jenny says you're an evil bitch.,1
5492,I kinda figured a lil bit when u said bitch u cute,1
5493,dying? oh bitch. exit my mentions. her last era was huge.  album.  tour. golden globe (cont) http:,1
5494,"bitch all these thick bitches with they ass out on TV , do what you want",1
5495,"he needs to date a grandma , I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork",1
5496,is the realest bitch out here rt,1
5498,don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?,1
5499,get the loredo steak. Out dat bitch if u ballin,1
5500,nigga stop hatin bitches be feelin coolio b. N two if u think dem bitch made niggas got yo back u smokin big worm shit,1
5502,Hoe yu erbody bitch,1
5503,go to sleep niggah lol,1
5504,Lol chill pussy,1
5505,Long story lol but I've missed you faggot,1
5506,; LMAO . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .,1
5507,"I dont have any problems with zak, but you seem like a faggot http:",2
5508,saves you a brownie*,0
5509,don't tell the dumb hoes that,1
5510,I am absolutely speechless.That bitch is CRAZY.,1
5511,I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol,1
5512,bitch I'm Gretchen Weiners I do what I want,1
5513,wyd fag,1
5515,he's a faggot,2
5516,nigger hello?,1
5517,that's true idk why your even in this convo you dumb nigger attention whore,2
5518,I can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch,1
5519,lmao you stupid nigger,2
5520,yuhh I'm finna hit that hoe,1
5521,how many times did you listen to that pussy song today?,1
5522,some hoe shit,1
5523,you must have sent a bird call because I didn't get shit,1
5524,hell naw fuck them bitches serves them right,2
5525,really thou im looking like Hulk Hogan in this bitch,1
5526,"but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me",1
5527,bitch u know what I mean spell champ these nuts,1
5528,yea I forgot I was talkin to a degenerate faggot,2
5529,your daughter can date this little fag bag   http:,1
5530,that hoe can't cook,1
5531,bitch stop hating on such an immaculate suit.,1
5532,my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.,1
5533,you a real bitch for that,1
5534,"you better. And ima let that bitch slide right now, just be on standby.",1
5536,"take like TAMU... bitches jumped to 6 after beating SC, which ain't that good...",1
5537,lol my bro said it about a bitch but it can be about u,1
5539,i need 2 of the bitches,1
5540,Ik you were pussy,1
5541,"okaaaaay bitch never do we care , edges still laid.",1
5542,you're a faggot,2
5543,im askin you negro lol,1
5544,no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p,1
5545,hey fag i ;3 you,2
5547,LMFAOOOO yooo I lost my elevator pass  now I can't even share it ...bitch wants me to go get another one even tho she knows me,1
5548,SAME like bitch it's the struggles to use the stairs let ppl get on,1
5549,"Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me",2
5550,ask your boy Jason keiffer is he still tryna to get his one on one and y he block me  boy,1
5551,sorry i eat pussy,1
5552,fuck bitches get money,1
5553,i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before,0
5554,jk i would be a bitch if i got them done,1
5555,nope not at all but I'm stuck in a house full of fucking niggers help me escape,2
5556,only when ur around me  gotta keep dat scent to keep filthy niggers away,1
5557,"or you know, you could just go drink bleach bitch",1
5558,"haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk",1
5559,rt me to wey I went to the job interview high then a bitch Straight stanking like dank haha eyes red then a hoe,1
5560,; bitch dont talk at me like that bro.,1
5561,Boys still got birds in the cage? Lol,0
5562,send that hoe,1
5563,he been taking them hoe lol,1
5564,shut up nigger,2
5565,lol whatever. We're fags.,1
5566,he ate my pussy i could..,1
5567,I just saw a bad bitch on here from mf Switzerland and feel in love,1
5568,hoe *,1
5569,I meant bitch I am scum,1
5570,"do you, bitch boy?",1
5571,no bitch w my dick,1
5572,@ that bitch,1
5573,nice hoodie faggot,1
5575,Status Report: Making a pit stop in Canada to rape bitches,2
5576,he liked that hoe,1
5577,what that hoe was like,1
5578,don't be a bitch. Get two.,1
5579,"haha yolo, did ya hit that hoe?",1
5580,man bring yo bitch ass here ion give a dam bout yo mf attitude,1
5581,u better sit yo ass in that bitch til 330,1
5582,yellow rice black beans and pork chop sis,0
5583,not scanger,0
5584,"After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey",1
5585,u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like,1
5586,let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit,1
5587,bitch get that job first.,1
5588,bitch just be looking for my shit.,1
5590,boy I was clean in them bitches.,1
5591,only if it's funny tweets about ashy niggers,1
5592,bitch... Im mad at you for slapping me,1
5593,bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here,1
5594,some niggas didnt desrve to have that bitch in the first place,1
5595,"yes. LOVE to make em masturbate to my voice, bitches love Southern accents",1
5596,"life aint shit but bitches and money, i passed that weed like i studied",1
5597,it's trash ik just wanted to fuck with Dorsey,1
5598,'s pussy. http:,1
5599,lets fuck hawt bitches at Foam and Glow?,1
5600,"WooHoo New Black ""Kill Cracker babies"" Panthers to the rescue",2
5601,"""nigger""",2
5602,"I am hurt im.not in it wtf, fuck Danielle that bitch",1
5603,bitch get punched tf out lol,1
5604,bitch u got me fuckked up,1
5605,bitch take dat shit down imediatly,1
5606,bitch u forcin it talkin about my family and shit watch out,1
5607,bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u,1
5608,correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major,1
5609,naw fuck u bitch and go suck up cartier,1
5610,ok bitch damn I will I'm not even tierd my phone just dying,1
5611,haha that hoe go hard rt,1
5612,the bitch in the purple shorts and Aqua beats,1
5613,happy birthday bad bitch,1
5614,I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?,1
5615,"im 60 n I hate elissa, a fake ass cunt",1
5616,oh shut your mouth i was talkin about the morning you fag,2
5617,no that's fucking retarded are you drinking tonight or not?,1
5618,I just whooped your ass why you turnin pussy,1
5619,haha you were that bitch on our team,1
5620,fuck a raptor. Have fun with that when the tranny fails on you after 70k miles,1
5621,comes from a guy whose sole qualification to be CM is being the lucky sperm :-),0
5622,unless bitch is a word for awesome they are wrong,1
5623,I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch,1
5624,Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.,0
5625,man fuck this bitch http:,1
5626,right  okay bitch,1
5627,is little bitch an emotion? Cuz I'm feeling it..,1
5628,- we do not want you here either Suck my pigs arse you muzzie biotch Get the phuck out and go back to your hellhole life,1
5629,"I was like ""This bitch better chill-"" Oh hey Maria",1
5630,Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao,1
5631,"in ALASKA
Nothing going on, nothing to do, nothing to bitch about, few laws",1
5632,Obispo ho. We'll do it big,0
5633,you already know mane since 6th grade I've been killin hoes,1
5634,never happen. Too much republican redneck oil money. Sad butt true.,1
5635,"nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal.",1
5636,in with the go to air out with the bad air and where's my next brownie,0
5637,bitch probably deserved it lol,1
5638,fellow anarchists quit being vaginas :P like jr high up in this bitch,1
5639,small man syndrome usually deep down they're huge pussies so they join the authority to compensate their weak ego,1
5641,why are you laughing . That's you hoe,1
5642,check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco,0
5643,"naw dude I wish, they're white trash",2
5644,wat a faggot,1
5645,more than you run pussy,1
5646,"Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra",1
5647,ya damn right nigglet :D,1
5648,leave dyke,2
5649,stfu youre a pussy sit your ass down with all that noise,1
5650,death to attention hoes,1
5651,"ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies",0
5652,wow your like 3 years late bitch,1
5654,yo fag Rojas,1
5655,sitting here talking about what u would do or gonna do that's something My bitch does,1
5657,idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,1
5658,thats wassup how u got bitches sending you booty pics tho lol,1
5659,Make yo bitch open her legs.,1
5660,tweet but don't text back ok fag,1
5661,how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play,0
5662,literally retarded. You were dropped on your head.,1
5663,you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,2
5664,I was a fag back then,1
5665,"Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points.",0
5666,"hung with all dudes and wasn't fuckin no bitches, so.",1
5667,fuck all cops. and fuck you too tarah. bitch your elongated nose is shaped like a horses dick.,1
5668,cry about it. You still can't even talk to me even though I'm supposedly the shady bitch that won't confront you lol,1
5670,i can give you some of my clothes so you can look like a cute dyke,2
5671,chink eyed,2
5672,"trueee, but I can't wait til the day a bitch try me",1
5673,"And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?",1
5674,Christian keep laughing and me and him will fuck u up instead pussy bitch,1
5675,"he was 17 not 16 &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman...",1
5676,funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to,1
5677,i'm so sick of self serving politicians standing by while BO trashes America.,0
5678,"Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice....",1
5679,I'm still gonna smack the fuck out them. They trying to act hard over twitter. Haha pussy ass niggas,1
5680,only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.,1
5681,yall aint gon get a stitch of pussy....,1
5682,oh yea a-lo aka mr bitches lmao,1
5683,lol now all ya need is sum beacg bod abs pussy boy,1
5684,get off my twitter fag,1
5686,"I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",0
5687,gotta keep fighting bro Thea hoes just trying to bring me down.,1
5688,"May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F.",2
5689,it's okay I'll get bitches on this dick anyway but thanks for the tip,1
5690,"I don't give a flying fuck what you think about my tweets, worthless teabagger scum.",1
5691,its mutual my lil yellow bone,0
5692,thats why youz a yellow bone,0
5693,cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?,1
5694,smh iont understand it but fuck it more hoes for me,1
5695,fuck 'em if they can't take a joke liberal pussies only think jokes about sarah palin &amp; daughters are funny.,1
5696,absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.,1
5697,no not tonight you're gonna hoe tomorrow,1
5699,happy birthday queer,2
5700,colored contacts,0
5701,lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up,1
5702,sick bitch,1
5703,if im trash ur trash since we baes now,0
5704,alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses,1
5705,nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,0
5707,oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,2
5708,pats owner is a kike.,2
5709,with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,2
5710,such a hoe,1
5711,yea spell check is a bitch... lets stay on topic,1
5712,LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.,1
5713,your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,2
5714,el negro?,0
5715,yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...,1
5716,your a fucking queer faggot bitch,2
5717,bitch that's wtf I just said and its not Christopher it's Chris mf,1
5718,are you a pig or are you a bird,0
5719,just beat the pussy up,1
5720,go to sleep bitch,1
5721,lmao you wish bitch,1
5722,just ate a wees brownie and is seeing random cats,0
5723,lmao they know who the kitty master is  Don't hate bitch,1
5724,lets just say hellen keller makes better brownies,0
5725,salute a bad bitch,1
5726,wtf you bitches seen this without me,1
5727,cum thru bitch,1
5728,fuck off bitch,1
5730,wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album,1
5731,what's good pussy,1
5732,you lying bitch,1
5733,My niggah,1
5734,Ununnnn what plans? Text me niggah,1
5735,Yassss bitch,1
5736,spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu lol,1
5737,"both you boys need some pussy, damn.",1
5738,Still blaming Bush? Fucking retard,1
5739,"Here ya go wetback, eat this.. http:",2
5740,that's lil nig,1
5741,you're a lying sack of shit because I know you love me,1
5742,lol fag,1
5743,"Ur pal  threat2 ""apostate kufar"";""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""",2
5744,you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe,0
5745,cowboy killers.,0
5747,nah it's just Clowney being a bitch nigga,1
5748,"lol it's a crew, not actual hoes",1
5749,when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib,1
5750,Kenna stfu? Quit bein a bitch I was tellin Robby to stop? God.,1
5751,don't be a bitch then?,1
5752,how original you faggots,1
5753,bitch don't reply,1
5754,yes Every guy is a bitch today...lol...smh,1
5755,is gonna find himself a redneck girl one of these days,1
5757,"Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",0
5758,But that's what you call white trash with money,2
5759,no ud still be a fag if I was lolz,2
5760,ur a fag,2
5761,just more  babel. these are the same fucks that masturbated to  - they just HATE it when gays r successful.,1
5762,"they always put gingers in red, yellow, or leopard print.",1
5763,"omg ur finally losing ur patience. ""Cause ur a hoe"" I love it.  can't stop laughing.",1
5764,no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :),0
5765,that's white woman pussy,1
5766,positive thoughts nig nog,1
5767,lmao dog just type them out and let them faggots try to decipher it.,1
5768,"oh state, just enjoy your trailer trash and your sub par sports.",0
5771,please be a little depressed bitch the entire time,1
5772,them hoes look good,1
5773,I haven't seen that hoe,1
5774,yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,1
5775,geminis rule hoe.,1
5776,ATF is in charge of prosecuting cases and the  Republicans won't confirm a director to lead the agency.,1
5777,Since  will be a hoser... hi.,0
5778,Hope she's larger than a bird.,0
5779,bitch don't kill my vibe,1
5780,yeah cum itch my slit baby cakes,1
5781,you're a fucking nigger,2
5782,HBIC....... Head bitch in charge. Lol,1
5783,like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,2
5784,you're a bitch Ihy,1
5785,cookies sound wonderful.,0
5786,"This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you.",1
5787,how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,0
5788,lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,0
5789,I'm coming for you bitch boy http:,1
5790,in your dreams little leprechaun hemroid,1
5791,you mean trash.,0
5792,bitches naked**,1
5793,We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,2
5794,lmaooooo epic bird wins.,0
5795,"Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this bitch""",1
5796,wow what a faggot,1
5797,nah bitch u addicted to spazzin fasho fuc molly tht shit happend 1 time and lean scarce so stfu hoe ass go spazz on sum thot,1
5798,since day 1 u remember tha bitches in alabama lmfaoo,1
5799,how u kno im talkin bout you bitch lmfao,1
5800,haha bitch ima draw a webb in bullets round yo fuggin forehead  bitch i know where you reside,2
5801,nah she said you a fag,2
5802,u smokin that 87 bitch,1
5803,yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho,1
5804,DM me your number hoe,1
5805,"it worked, bitch",1
5806,this Charlie Z really does need mental help check this out http:,0
5807,Danny will be in deep deep water at 147 too many badass sons of bitches up there,1
5808,nobody is ever gonna take this ass clown serious again what a lil bitch,1
5809,don't say shit like that lil nig .. Or I'll give you a  stamp,1
5810,"the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",0
5811,Them aint the bitches im talkin bout  aint no jungle fever over there LOL,1
5812,bitch nigga dont get all but hurt,1
5813,: Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib,1
5814,: I got them bitches snowboarding to me,1
5815,: ahah chill my bitch look better,1
5816,sorry dyslexia is a bitch,1
5817,oh... my phone is some trash but you knew that,0
5818,I  you bitch,1
5819,god doesn't send retards to hell,1
5821,you a drunk bitch,1
5822,took uber yesterday. Advertised as 20% ; NY taxis but was actually a yellow taxi at same price.,0
5823,bout time bitch,1
5824,not that it matters but im proud of ur little ass im n old southern bitch. hang n there baby,1
5825,I'm a wexican,0
5826,don't blame me hoe.... I'm innocent,1
5827,"a music suggestion is ""lil spook""",0
5828,yo bitch stay lookin like a clown,1
5829,people gotta bitch about something.,1
5830,"all of yall stfu, your all pussies and won't do shit",1
5832,this nigga .. know damn well you a coon,2
5833,dyke ron,1
5834,the dude took off running like a bitch,1
5835,"""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info",1
5836,I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,0
5837,just FaceTime Doms bitch ass,1
5838,bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,0
5839,I'm guessing so. The players are talking trash.,0
5840,fuck yes we are  triple xp nigguh,1
5841,"I'm not sure, I'm a broke nig",1
5842,We're laying rock around our lake. You're welcome to join a redneck workout.,0
5843,"cause you're a damn border bunny, you forget already?",1
5844,might havti give you a visit. This cunt isn't going to have a family when im done.,1
5845,it ain't retarded. He's my cousin. Lmao.,1
5846,she spelled faggots with an e you're so cool lol,2
5847,bitch shut the fuck and follow what u say nigga,1
5848,are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,1
5849,bitch and the fuck u wanna do about then nigga stfu talking and do something,1
5852,That's a cute and fuzzy one...hehehe ;),0
5853,"02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",0
5855,just texted yea queer bait,1
5856,those were bumblebees....,0
5857,not if you're standing in btw the yellow lines,0
5858,chill your dad gets more bitches at school than you do griff,1
5860,I have small pussy size plugs,1
5861,What is that monkey doing to those poor bottles?,0
5862,u guys are fags.,2
5863,cause everyone just loves yo bitch ass rite? Yea sure...,1
5864,Fuck the Yankees,1
5865,as u should that's jus a clutch ass spot bitch we in there for the turn up,1
5866,bitch yessssssss omg I jus saw one of em yesterday I'm in disbelief I rode by like oh that's court bro now I'm lost,1
5867,"black girls are so funny, why can't you talk literate? It's pathetic, dick riding die hard fan rofl, you disgust me, retard.",1
5868,bye ugly hoe please do something about that nasty horse hair weave.,1
5869,real Serious in CT Bunch of whiney cunts,1
5871,And they bitch cause police showed in force.They were the only thing preventing them from getting turned in2 road kill,1
5872,Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,0
5873,sounds like you bout to smack a hoe,1
5874,nigga you proud of 80% I was in that bitch 99.99% the .01% is from me going to get the weed out the car,1
5876,I drive illegally retard,1
5877,"I'm subtweeting my sister, hoe",1
5878,cuz ur a bird bitch,1
5879,fuck yo bitch ass then,1
5880,that nigger music,2
5881,"well you're a first class bitch. So go on with your bitch life, bitch",1
5882,ok Stupid bitch,1
5883,racist  Texas trash GWBush came to WH numb remember he and Republicans stole the election,0
5884,racist Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,0
5885,Charlie PLEASE STOP. from 1 ole fart 2 another...,0
5886,"Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT, JUS DONT BIG HUG",0
5887,I'll chug my tall can . but homegirl won't approve lol,0
5888,hoe you are doing good too,1
5889,bitch im waitin on my chicken nuggets,1
5890,lol trash I would of kept it if she was cute,0
5891,you tried to bit my bottom lip off like it was a snack bitch,1
5892,this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http:,2
5893,not as bad as a former PsyQo nigger THAT LIKES ANIME,1
5894,wigg I love you bitch,1
5895,"Camels, ostriches and zebras See you at the races",0
5896,pussy?,1
5897,i want it I love her gooks she is awesome where did you get it?,0
5898,"If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree.",1
5899,I agree the fat bitches the only girls left not gettin passed around,1
5900,they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l,1
5901,dude was a bitch nigga and took off running,1
5902,haha I'm shocked barca got more yellow cards this time,0
5903,he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,0
5904,"like Hov said ""we all ghetto b"" lol",1
5905,nigga doing the duggy on dem dead hoes lol,1
5906,get some orange hoe,1
5907,hmu negro,0
5908,"cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute :P I love her face in your icon",0
5909,bruh u such a pussy just talk,1
5910,Ho ho ho.,0
5912,ill slap a hoe,1
5913,"AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""",2
5914,them peeps who bitches,1
5915,let me guess they have yellow cake too? Same crap different president,0
5916,Why do you bitch about everything?,1
5917,@ me bitch. When and where?,1
5918,you had to throw in the faggot word smh smh smh,2
5919,ur the tool for posting a vid of a dude pacing Especially when u were too pussy to film his face,1
5920,you are a bitch,1
5921,"- see, that's why ya ass never need to go out. tryna go ape shit.",1
5922,yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,0
5923,"why wld u wanna be a faggot, dude? That's faggot like",1
5924,i thought you had some fucked up birth defect that made your nips heart shaped lmao.,1
5925,it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded,1
5926,bet... My trash ass self is just that petty,1
5927,bet.... Pay back is a bitch,1
5928,YASSS bitch YASSS I wonder if penny passed,1
5929,I'm tired bitch,1
5930,"Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",2
5931,that was for other bitches lol you cute tho wassup GIMMI YO NUMBA IMMA NATURAL TOO LMFAOO,1
5932,Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.,0
5933,Hold it you fucking bitch,1
5934,hell no Where is the pussy print page?,1
5935,oh? He still talking to other bitches I bet. NONE of my biz tho,1
5936,like what u bitches wantttt (dmx voice),1
5937,bitch I back shit up fuck nigga,1
5938,bitch am not gonna shut shit up feel free to join them,1
5939,nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them,1
5940,"wow I was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga",1
5941,bitch y u ain't come to school,1
5942,sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,1
5943,haven't you ever heard the story of the birds and the bees,0
5944,bad bitch w dreads alert,1
5945,be sure to follow it up with a fabulous bitch face,1
5946,girls that want to hold on to they hoes and act like they can't show off they boyfriends,1
5947,"Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team? Next time in PunisherMAX:-D",0
5948,thank you based pee slit,0
5949,ya pussy let's go wheelin,1
5950,niggah this shit serious aint no one laughing,1
5951,"he's the ""fuck her right in the pussy"" guy",1
5952,"I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol",0
5953,idk... It's trash though,0
5954,Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home,0
5955,fuck no she dont let nobody hit that pussy either I know it's firm,1
5956,Given the rickety slant of that roof I'd say more like Pizza Shanty,0
5957,"yess bitch cuts, colors, and curls ha self.",1
5958,how could you say such a thing woman? You have two functioning chest tables to hold your peanut butter and crackers,0
5959,My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart,1
5961,you to bitch,1
5962,not over no twitter shit. Plus youre a female. You letting a dumb sloppy body ignorant bitch speak for 13k people,1
5963,"And theyre retarded as fuck in general with their insults. Hope they fall off with AW, but the CSGO scene is growing so IDK.",1
5964,she going full retard right now smh,1
5965,There was also no need for her to be a cunt and act like she's something special. It wasn't unprovoked.,1
5966,hoe,1
5967,some weird local ghetto school haha,0
5968,don't be a pussy. Also there is beer AND FREE PIZZA HERE. I SWEAR,1
5969,because it's fucking retarded?,1
5970,....so ur a fag?,1
5971,pussy. It's science. Donaire via Rachel spelling error,0
5972,forgot someone niglet,1
5973,fuck you faggot,2
5974,"you fat Irish fucking cunt, I honestly hope you choke to death in a pool of your own Jameson induced vomit",1
5976,I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http:,1
5977,he see the jig,0
5978,and take the trash out and separate the recyclables,0
5979,Yes you do retard.,2
5980,"Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",0
5981,"So bad bitches intimidate you, in other words?",1
5983,my phone's doin da pussy right now lol,1
5984,lmao mark is the only guy left there he's about to get some pussy,1
5985,yes so you could leave fag,1
5986,"hahahaha, aw nut... We should try and capture that cunt",1
5987,how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,2
5988,"he wants pussy, nd a dini mean a cat",1
5989,hay pussy cat,1
5990,pussy you can't fight,1
5991,don't shake your head at me. I just love to trash talk.,0
5992,more like emily is a little twat,1
5993,she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,1
5994,drug buddy pussy money bitches weed,1
5995,a faggot that needs to grow up,2
5996,grow a pair pussy,1
5997,ol rachet ass bitch,1
5998,you did a good job doing that to me and not texting back faggot,2
5999,i rap that and her part of Problem 24/7 cause I'm a bad bitch,1
6000,well im sure im not fully retarded :(,1
6001,true dat nig,1
6002,you're reading you coon,2
6003,"most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",2
6004,because you're a weak bitch. Listen to Cruel Hand because the singer fell on face last night.,1
